Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
DEN,10-3,1,34.4%,1,31.8%,2,25.1%,2,22.7%,4,-13.3%,5,-13.4%,26,-4.0%,28,-4.4%
SEA,9-4,2,25.2%,4,25.2%,5,15.0%,5,14.4%,5,-12.4%,7,-13.3%,20,-2.2%,21,-2.5%
GB,10-3,3,24.5%,3,25.2%,1,27.8%,1,30.2%,17,2.7%,19,3.4%,17,-0.7%,17,-1.6%
NE,10-3,4,24.3%,2,30.7%,4,15.4%,4,19.2%,10,-3.5%,10,-5.5%,3,5.4%,3,6.0%
BAL,8-5,5,23.8%,5,24.8%,6,13.9%,6,13.4%,13,-2.0%,13,-1.8%,2,7.9%,1,9.7%
PHI,9-4,6,13.5%,6,15.6%,16,-1.8%,16,-2.5%,8,-6.8%,8,-9.5%,1,8.5%,2,8.5%
MIA,7-6,7,12.9%,7,13.3%,10,10.2%,8,10.8%,9,-6.5%,11,-4.1%,25,-3.8%,18,-1.6%
DET,9-4,8,12.3%,9,12.3%,18,-3.8%,17,-3.6%,1,-20.9%,1,-19.1%,30,-4.8%,25,-3.2%
KC,7-6,9,10.5%,8,12.5%,12,8.8%,11,8.9%,16,2.7%,18,1.8%,6,4.4%,5,5.4%
BUF,7-6,10,9.4%,10,11.3%,25,-10.5%,24,-10.3%,2,-15.3%,2,-17.6%,5,4.5%,7,3.9%
IND,9-4,11,7.1%,13,5.7%,13,2.9%,13,0.5%,14,-0.4%,14,-1.5%,7,3.8%,9,3.7%
DAL,9-4,12,6.5%,14,5.3%,7,13.4%,7,12.6%,26,7.2%,27,8.2%,13,0.3%,13,0.9%
PIT,8-5,13,5.7%,12,7.1%,3,21.0%,3,22.6%,31,14.6%,31,14.0%,16,-0.7%,16,-1.5%
NO,5-8,14,3.3%,15,3.4%,8,11.7%,10,9.9%,28,9.5%,26,7.6%,11,1.1%,12,1.1%
STL,6-7,15,2.8%,11,9.3%,23,-9.2%,23,-9.8%,7,-8.9%,4,-14.6%,9,3.1%,6,4.5%
SF,7-6,16,1.2%,17,0.4%,19,-5.9%,20,-8.5%,6,-11.7%,6,-13.3%,28,-4.7%,29,-4.4%
ARI,10-3,17,1.2%,16,1.1%,24,-9.3%,21,-9.5%,3,-14.2%,3,-15.9%,24,-3.8%,30,-5.4%
SD,8-5,18,0.5%,19,-0.7%,11,9.2%,12,7.3%,25,7.2%,25,5.5%,19,-1.6%,22,-2.5%
ATL,5-8,19,-0.3%,18,0.3%,9,10.6%,9,10.8%,32,14.7%,32,14.2%,8,3.8%,8,3.8%
CIN,8-4-1,20,-0.5%,21,-3.9%,15,-1.2%,18,-4.6%,21,4.0%,24,5.1%,4,4.7%,4,5.7%
HOU,7-6,21,-4.5%,20,-2.0%,17,-2.6%,15,-2.2%,12,-2.3%,12,-3.9%,27,-4.2%,26,-3.7%
CLE,7-6,22,-4.8%,22,-5.2%,20,-7.7%,26,-11.9%,11,-3.2%,9,-6.7%,15,-0.2%,15,0.1%
CHI,5-8,23,-11.8%,25,-17.0%,14,2.5%,14,0.1%,29,9.6%,29,12.9%,29,-4.7%,27,-4.2%
MIN,6-7,24,-12.4%,23,-9.1%,26,-11.6%,19,-8.3%,18,3.1%,20,3.7%,10,2.4%,10,2.8%
NYG,4-9,25,-12.8%,24,-13.2%,21,-7.9%,22,-9.5%,23,4.9%,23,4.9%,14,0.0%,11,1.3%
CAR,4-8-1,26,-18.5%,26,-21.0%,22,-7.9%,25,-11.4%,20,3.8%,17,1.2%,31,-6.8%,32,-8.4%
NYJ,2-11,27,-20.2%,27,-21.2%,28,-15.3%,27,-14.8%,22,4.1%,22,4.5%,18,-0.9%,19,-1.9%
OAK,2-11,28,-25.2%,28,-25.1%,30,-19.9%,29,-21.1%,24,5.9%,21,4.5%,12,0.6%,14,0.5%
WAS,3-10,29,-29.7%,31,-37.4%,27,-13.7%,28,-19.6%,27,8.9%,28,11.2%,32,-7.1%,31,-6.7%
TB,2-11,30,-31.3%,29,-27.8%,31,-24.8%,31,-25.3%,19,3.4%,16,0.3%,21,-3.2%,20,-2.2%
JAX,2-11,31,-32.3%,30,-29.4%,32,-27.9%,32,-27.8%,15,1.0%,15,-1.3%,23,-3.4%,24,-2.9%
TEN,2-11,32,-34.6%,32,-39.5%,29,-18.6%,30,-23.3%,30,12.7%,30,13.3%,22,-3.3%,23,-2.9%
