Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
DEN,3-1,1,40.8%,1,40.8%,1,27.3%,1,27.3%,2,-15.2%,2,-15.2%,19,-1.7%,19,-1.7%
SEA,3-1,2,36.5%,2,36.5%,2,23.3%,2,23.3%,4,-11.8%,4,-11.8%,8,1.4%,8,1.4%
GB,3-2,3,31.0%,3,31.0%,5,20.4%,5,20.4%,10,-7.0%,10,-7.0%,5,3.6%,5,3.6%
BAL,3-2,4,22.5%,4,22.5%,8,12.3%,8,12.3%,6,-9.6%,6,-9.6%,13,0.7%,13,0.7%
CIN,3-1,5,16.6%,5,16.6%,6,14.4%,6,14.4%,12,-5.8%,12,-5.8%,22,-3.6%,22,-3.6%
ATL,2-3,6,13.9%,6,13.9%,3,21.4%,3,21.4%,28,11.8%,28,11.8%,4,4.2%,4,4.2%
SD,4-1,7,13.6%,7,13.6%,11,7.6%,11,7.6%,13,-5.4%,13,-5.4%,12,0.7%,12,0.7%
DET,3-2,8,11.7%,8,11.7%,20,-4.1%,20,-4.1%,1,-26.5%,1,-26.5%,30,-10.8%,30,-10.8%
DAL,4-1,9,10.0%,9,10.0%,9,11.6%,9,11.6%,17,2.6%,17,2.6%,10,1.0%,10,1.0%
NYG,3-2,10,8.7%,10,8.7%,13,3.7%,13,3.7%,7,-8.6%,7,-8.6%,23,-3.6%,23,-3.6%
SF,3-2,11,5.1%,11,5.1%,18,1.2%,18,1.2%,5,-11.6%,5,-11.6%,29,-7.7%,29,-7.7%
PIT,3-2,12,3.6%,12,3.6%,10,10.8%,10,10.8%,24,8.1%,24,8.1%,11,0.9%,11,0.9%
KC,2-3,13,3.5%,13,3.5%,12,5.8%,12,5.8%,18,2.7%,18,2.7%,16,0.3%,16,0.3%
IND,3-2,14,2.6%,14,2.6%,14,3.3%,14,3.3%,20,3.4%,20,3.4%,7,2.7%,7,2.7%
BUF,3-2,15,2.1%,15,2.1%,27,-17.8%,27,-17.8%,3,-13.5%,3,-13.5%,2,6.4%,2,6.4%
NE,3-2,16,2.1%,16,2.1%,21,-5.1%,21,-5.1%,15,-2.8%,15,-2.8%,3,4.3%,3,4.3%
ARI,3-1,17,1.4%,17,1.4%,24,-7.1%,24,-7.1%,9,-8.0%,9,-8.0%,14,0.5%,14,0.5%
PHI,4-1,18,1.2%,18,1.2%,22,-6.7%,22,-6.7%,16,0.6%,16,0.6%,1,8.4%,1,8.4%
CHI,2-3,19,-1.0%,19,-1.0%,17,1.8%,17,1.8%,14,-4.4%,14,-4.4%,27,-7.2%,27,-7.2%
CLE,2-2,20,-2.8%,20,-2.8%,4,20.8%,4,20.8%,32,20.3%,32,20.3%,21,-3.3%,21,-3.3%
NO,2-3,21,-5.8%,21,-5.8%,7,12.4%,7,12.4%,31,17.4%,31,17.4%,18,-0.8%,18,-0.8%
HOU,3-2,22,-6.3%,22,-6.3%,25,-8.2%,25,-8.2%,11,-6.1%,11,-6.1%,25,-4.1%,25,-4.1%
MIA,2-2,23,-6.4%,23,-6.4%,19,-2.0%,19,-2.0%,8,-8.4%,8,-8.4%,32,-12.8%,32,-12.8%
CAR,3-2,24,-9.1%,24,-9.1%,16,2.1%,16,2.1%,27,11.7%,27,11.7%,15,0.5%,15,0.5%
WAS,1-4,25,-11.3%,25,-11.3%,15,2.8%,15,2.8%,19,2.8%,19,2.8%,31,-11.2%,31,-11.2%
TEN,1-4,26,-23.3%,26,-23.3%,23,-6.8%,23,-6.8%,26,9.0%,26,9.0%,28,-7.5%,28,-7.5%
STL,1-3,27,-28.2%,27,-28.2%,26,-9.2%,26,-9.2%,29,12.7%,29,12.7%,26,-6.3%,26,-6.3%
MIN,2-3,28,-29.3%,28,-29.3%,28,-20.5%,28,-20.5%,25,8.3%,25,8.3%,17,-0.6%,17,-0.6%
NYJ,1-4,29,-30.7%,29,-30.7%,30,-27.4%,30,-27.4%,21,4.7%,21,4.7%,9,1.4%,9,1.4%
OAK,0-4,30,-36.4%,30,-36.4%,31,-31.9%,31,-31.9%,23,7.6%,23,7.6%,6,3.1%,6,3.1%
TB,1-4,31,-36.4%,31,-36.4%,29,-27.0%,29,-27.0%,22,5.7%,22,5.7%,24,-3.8%,24,-3.8%
JAX,0-5,32,-53.6%,32,-53.6%,32,-36.8%,32,-36.8%,30,13.6%,30,13.6%,20,-3.2%,20,-3.2%
