Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
DEN,7-3,1,30.8%,1,29.8%,2,18.8%,2,18.0%,2,-16.7%,3,-17.0%,26,-4.7%,28,-5.2%
GB,7-3,2,23.0%,2,23.5%,1,22.5%,1,23.3%,11,-1.1%,12,-1.6%,16,-0.6%,19,-1.4%
BAL,6-4,3,21.4%,4,22.3%,10,8.6%,10,6.8%,9,-4.8%,8,-6.0%,1,7.9%,1,9.5%
MIA,6-4,4,19.6%,3,22.9%,9,9.1%,9,10.3%,4,-15.8%,5,-16.3%,28,-5.3%,23,-3.8%
NE,8-2,5,17.8%,5,21.2%,4,13.8%,4,17.2%,14,1.3%,18,1.9%,3,5.3%,3,5.9%
KC,7-3,6,15.5%,6,16.6%,6,13.7%,5,13.9%,18,2.5%,19,2.6%,7,4.4%,5,5.3%
SEA,6-4,7,15.0%,7,10.9%,7,13.1%,7,11.1%,7,-5.8%,9,-4.4%,23,-3.9%,26,-4.6%
DET,7-3,8,10.2%,10,9.2%,22,-7.9%,23,-9.6%,1,-24.4%,1,-24.3%,31,-6.4%,30,-5.5%
DAL,7-3,9,8.8%,12,8.0%,8,11.6%,8,10.8%,13,1.0%,15,0.4%,21,-1.9%,22,-2.4%
PHI,7-3,10,8.6%,9,9.3%,18,-3.1%,15,-2.9%,8,-5.0%,7,-6.2%,2,6.6%,2,6.1%
ARI,9-1,11,8.1%,11,8.4%,21,-7.2%,21,-7.2%,5,-15.7%,4,-16.6%,15,-0.4%,18,-1.0%
SF,6-4,12,7.6%,13,7.8%,17,-2.7%,19,-4.1%,3,-16.4%,2,-17.5%,30,-6.1%,31,-5.7%
NO,4-6,13,7.4%,8,10.0%,5,13.8%,6,13.3%,24,6.4%,20,3.4%,14,0.0%,16,0.2%
BUF,5-5,14,5.9%,15,6.2%,27,-11.7%,26,-12.2%,6,-12.8%,6,-14.1%,5,4.9%,7,4.2%
PIT,7-4,15,5.4%,14,6.7%,3,17.3%,3,17.6%,29,10.3%,28,8.6%,20,-1.6%,20,-2.3%
IND,6-4,16,4.4%,16,4.1%,13,6.6%,12,5.6%,26,7.5%,25,7.2%,4,5.2%,4,5.7%
CIN,6-3-1,17,0.0%,17,-4.5%,15,-0.6%,18,-3.7%,20,3.9%,23,5.9%,6,4.4%,6,5.1%
ATL,4-6,18,-3.4%,22,-6.9%,11,8.0%,13,5.2%,32,14.7%,32,15.0%,8,3.3%,8,2.9%
SD,6-4,19,-4.7%,20,-6.5%,12,7.1%,11,6.2%,31,12.5%,31,13.3%,12,0.7%,13,0.7%
CLE,6-4,20,-4.9%,21,-6.8%,16,-2.3%,20,-6.2%,16,1.5%,13,-0.2%,19,-1.2%,17,-0.8%
HOU,5-5,21,-6.4%,19,-5.1%,19,-3.6%,16,-3.1%,10,-2.3%,10,-3.3%,27,-5.1%,29,-5.2%
STL,4-6,22,-7.8%,18,-4.7%,25,-9.2%,22,-8.5%,12,-1.1%,11,-3.0%,13,0.3%,12,0.8%
CHI,4-6,23,-12.6%,26,-17.5%,14,2.2%,14,0.3%,27,8.2%,29,10.8%,32,-6.6%,32,-7.1%
NYJ,2-8,24,-14.6%,23,-12.9%,28,-14.4%,27,-13.1%,17,2.0%,17,1.7%,9,1.7%,9,1.9%
NYG,3-7,25,-16.5%,27,-19.0%,24,-8.8%,24,-11.1%,25,7.0%,27,8.1%,17,-0.8%,15,0.2%
TEN,2-8,26,-17.3%,24,-15.4%,20,-4.9%,17,-3.7%,30,11.3%,30,11.9%,18,-1.1%,14,0.2%
MIN,4-6,27,-17.8%,25,-16.8%,29,-17.3%,29,-17.2%,15,1.5%,16,0.8%,11,1.0%,11,1.2%
WAS,3-7,28,-19.6%,28,-22.2%,23,-8.4%,25,-11.6%,21,5.3%,24,6.0%,29,-5.9%,27,-4.7%
CAR,3-7-1,29,-22.6%,29,-24.2%,26,-11.1%,28,-14.1%,28,8.9%,26,7.8%,22,-2.6%,21,-2.4%
OAK,0-10,30,-27.0%,32,-27.1%,32,-23.2%,32,-23.1%,22,5.4%,22,5.4%,10,1.5%,10,1.5%
TB,2-8,31,-30.2%,31,-26.0%,30,-19.7%,30,-17.3%,23,6.3%,21,4.8%,24,-4.3%,24,-3.9%
JAX,1-9,32,-30.3%,30,-25.2%,31,-23.1%,31,-20.8%,19,2.9%,14,0.1%,25,-4.3%,25,-4.3%
