Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
SEA,12-4,1,31.8%,1,34.9%,4,17.4%,5,16.4%,2,-16.0%,1,-20.1%,19,-1.7%,19,-1.6%
DEN,12-4,2,28.9%,3,24.2%,3,20.3%,6,15.0%,4,-12.3%,5,-12.7%,27,-3.7%,25,-3.5%
GB,12-4,3,23.0%,4,23.8%,1,25.2%,1,27.6%,16,-0.1%,20,-0.7%,22,-2.3%,30,-4.5%
BAL,10-6,4,22.1%,6,22.5%,9,9.8%,8,7.2%,9,-4.3%,12,-5.4%,2,8.0%,1,9.9%
NE,12-4,5,21.6%,2,28.3%,6,13.9%,4,18.2%,12,-2.1%,14,-4.2%,5,5.7%,5,5.9%
DAL,12-4,6,16.6%,5,22.7%,5,17.2%,3,19.8%,18,1.5%,17,-1.1%,13,0.9%,13,1.7%
PHI,10-6,7,12.5%,9,13.9%,13,1.1%,13,0.8%,10,-3.1%,13,-4.7%,1,8.3%,3,8.4%
PIT,11-5,8,11.3%,7,15.1%,2,22.9%,2,23.8%,30,12.5%,28,10.2%,12,0.9%,14,1.5%
BUF,9-7,9,10.7%,10,13.2%,26,-11.2%,26,-12.2%,3,-15.7%,2,-19.6%,4,6.2%,6,5.8%
KC,9-7,10,9.8%,8,14.2%,12,5.4%,11,4.2%,20,2.3%,19,-0.8%,3,6.7%,2,9.2%
DET,11-5,11,7.5%,14,3.7%,19,-3.5%,17,-4.3%,1,-16.7%,6,-11.9%,31,-5.7%,27,-3.9%
SF,8-8,12,6.3%,12,7.4%,14,-0.3%,15,-0.7%,5,-9.6%,7,-9.8%,24,-3.0%,20,-1.7%
CIN,10-5-1,13,4.5%,16,2.3%,17,-0.9%,18,-6.1%,14,-1.2%,16,-3.0%,6,4.2%,7,5.3%
IND,11-5,14,4.5%,15,2.3%,18,-1.3%,21,-7.8%,11,-2.5%,9,-7.4%,8,3.3%,9,2.7%
NO,7-9,15,3.1%,17,0.9%,8,10.1%,9,5.1%,27,8.7%,24,6.2%,11,1.6%,11,2.1%
MIA,8-8,16,2.9%,18,-1.6%,7,10.4%,7,10.6%,17,1.4%,27,7.7%,32,-6.1%,29,-4.5%
STL,6-10,17,-0.7%,11,9.5%,25,-11.0%,25,-11.0%,8,-6.9%,4,-14.4%,7,3.5%,4,6.2%
HOU,9-7,18,-1.0%,13,5.2%,21,-6.5%,22,-8.2%,6,-9.3%,3,-16.3%,28,-3.9%,23,-2.9%
SD,9-7,19,-2.0%,19,-2.4%,10,7.0%,10,4.6%,24,6.2%,21,2.4%,23,-2.7%,31,-4.6%
ARI,11-5,20,-2.5%,24,-6.8%,23,-9.2%,24,-10.0%,7,-8.8%,11,-6.8%,21,-2.2%,26,-3.6%
ATL,6-10,21,-3.3%,22,-5.6%,11,6.9%,12,3.1%,31,13.1%,29,11.2%,9,3.0%,10,2.5%
NYG,6-10,22,-7.8%,20,-4.5%,15,-0.5%,14,0.5%,25,6.7%,23,6.0%,15,-0.6%,16,1.1%
CLE,7-9,23,-7.9%,25,-12.3%,24,-10.3%,27,-20.2%,13,-2.0%,10,-6.8%,14,0.4%,15,1.2%
CAR,7-8-1,24,-9.5%,23,-6.3%,20,-4.9%,20,-6.7%,15,-0.9%,8,-7.8%,30,-5.5%,32,-7.4%
MIN,7-9,25,-10.0%,21,-4.6%,22,-7.6%,16,-2.6%,23,5.5%,25,6.5%,10,3.0%,8,4.5%
CHI,5-11,26,-15.3%,27,-23.5%,16,-0.8%,19,-6.1%,29,11.4%,31,15.8%,25,-3.1%,18,-1.5%
NYJ,4-12,27,-16.8%,26,-15.3%,27,-11.6%,23,-9.0%,22,4.5%,22,4.5%,16,-0.8%,21,-1.8%
WAS,4-12,28,-29.1%,32,-42.4%,28,-12.8%,29,-22.4%,28,10.9%,32,15.9%,29,-5.4%,28,-4.2%
TB,2-14,29,-29.4%,28,-24.9%,32,-26.5%,32,-30.0%,19,2.0%,15,-3.3%,17,-0.8%,12,1.9%
OAK,3-13,30,-29.5%,30,-31.3%,30,-19.9%,28,-21.1%,26,8.0%,26,7.0%,18,-1.7%,24,-3.2%
TEN,2-14,31,-31.1%,31,-38.0%,29,-16.1%,30,-23.4%,32,13.2%,30,14.0%,20,-1.8%,17,-0.6%
JAX,3-13,32,-31.3%,29,-25.3%,31,-24.8%,31,-23.5%,21,2.8%,18,-1.0%,26,-3.6%,22,-2.8%
