Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
DEN,9-3,1,33.9%,1,31.6%,2,24.0%,3,22.0%,4,-14.8%,5,-15.2%,28,-4.9%,31,-5.6%
GB,9-3,2,23.4%,3,24.4%,1,25.5%,1,27.3%,15,1.1%,17,0.9%,16,-1.0%,19,-2.0%
NE,9-3,3,23.0%,2,29.0%,3,18.7%,2,23.3%,14,1.0%,16,0.3%,4,5.2%,4,6.0%
BAL,7-5,4,21.5%,4,22.0%,8,11.5%,10,9.9%,11,-1.7%,13,-1.5%,1,8.3%,1,10.6%
SEA,8-4,5,21.3%,6,18.9%,6,12.9%,7,11.8%,6,-9.7%,8,-9.2%,19,-1.4%,20,-2.1%
PHI,9-3,6,15.8%,5,19.1%,15,-1.1%,14,-1.0%,8,-8.6%,6,-12.0%,2,8.2%,2,8.2%
MIA,7-5,7,15.6%,7,17.6%,10,11.4%,6,12.9%,7,-8.7%,9,-7.8%,26,-4.6%,22,-3.0%
KC,7-5,8,12.1%,8,13.8%,11,9.0%,11,9.5%,18,2.1%,18,1.8%,5,5.1%,3,6.1%
NO,5-7,9,9.7%,9,13.2%,5,17.0%,5,16.9%,27,8.3%,23,4.8%,11,1.0%,11,1.2%
BUF,7-5,10,9.4%,10,11.2%,27,-12.2%,24,-12.3%,3,-16.3%,2,-18.5%,3,5.3%,7,5.0%
DET,8-4,11,9.1%,12,8.2%,20,-6.0%,18,-6.6%,1,-21.0%,1,-19.3%,31,-5.9%,28,-4.6%
IND,8-4,12,8.1%,11,8.4%,13,4.6%,13,3.2%,16,1.2%,15,0.1%,6,4.8%,6,5.3%
DAL,8-4,13,7.4%,14,6.1%,9,11.5%,9,10.2%,22,3.8%,22,4.1%,13,-0.3%,12,0.1%
SF,7-5,14,6.7%,13,6.2%,18,-4.3%,19,-6.8%,2,-16.3%,3,-18.2%,30,-5.3%,29,-5.2%
PIT,7-5,15,3.4%,15,5.3%,4,17.9%,4,18.8%,32,13.8%,31,12.2%,15,-0.7%,16,-1.3%
ARI,9-3,16,1.8%,17,2.0%,23,-9.4%,22,-9.3%,5,-14.2%,4,-15.2%,22,-3.0%,27,-3.9%
CIN,8-3-1,17,1.3%,20,-2.5%,16,-1.4%,17,-4.8%,17,1.6%,20,3.0%,7,4.3%,5,5.3%
SD,8-4,18,0.2%,18,-1.2%,7,12.2%,8,11.2%,29,11.5%,28,11.4%,14,-0.5%,15,-1.0%
STL,5-7,19,-1.2%,16,4.5%,22,-8.5%,21,-8.5%,9,-5.6%,7,-9.8%,10,1.8%,10,3.2%
ATL,5-7,20,-1.3%,19,-2.3%,12,7.7%,12,5.7%,30,13.2%,30,12.1%,8,4.2%,8,4.1%
HOU,6-6,21,-5.5%,21,-3.7%,17,-3.0%,16,-2.6%,10,-2.7%,10,-4.0%,29,-5.1%,30,-5.2%
CLE,7-5,22,-6.5%,22,-8.4%,19,-5.2%,23,-9.7%,12,-0.2%,11,-2.9%,20,-1.4%,17,-1.5%
CHI,5-7,23,-11.3%,24,-15.8%,14,1.3%,15,-1.9%,26,8.2%,27,10.4%,25,-4.3%,25,-3.6%
MIN,5-7,24,-14.3%,23,-12.4%,28,-14.2%,25,-12.5%,21,3.3%,21,3.9%,9,3.1%,9,3.9%
NYG,3-9,25,-17.0%,25,-19.4%,21,-6.1%,20,-7.4%,28,9.9%,29,11.7%,17,-1.0%,14,-0.2%
NYJ,2-10,26,-20.6%,26,-19.7%,29,-16.3%,28,-14.7%,20,2.9%,19,2.5%,18,-1.4%,21,-2.5%
WAS,3-9,27,-22.9%,28,-27.4%,24,-10.1%,26,-14.1%,25,8.1%,26,10.0%,27,-4.7%,24,-3.3%
CAR,3-8-1,28,-24.5%,29,-28.7%,25,-10.2%,27,-14.5%,24,7.8%,25,6.4%,32,-6.5%,32,-7.8%
TEN,2-10,29,-27.7%,31,-30.9%,26,-11.6%,29,-14.7%,31,13.6%,32,14.3%,21,-2.5%,18,-1.8%
TB,2-10,30,-30.7%,27,-27.0%,30,-24.9%,30,-24.8%,19,2.2%,14,-1.0%,23,-3.6%,23,-3.2%
OAK,1-11,31,-31.6%,32,-32.8%,31,-25.5%,31,-27.2%,23,6.3%,24,5.6%,12,0.3%,13,0.0%
JAX,2-10,32,-32.4%,30,-29.3%,32,-28.3%,32,-27.8%,13,0.1%,12,-2.1%,24,-3.9%,26,-3.6%
