Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
DEN,8-3,1,34.9%,1,33.2%,1,26.4%,2,25.2%,5,-13.8%,5,-13.9%,29,-5.3%,31,-5.9%
NE,9-2,2,23.9%,2,29.8%,4,17.3%,3,21.8%,11,-0.2%,14,-0.5%,3,6.5%,3,7.4%
GB,8-3,3,23.9%,3,24.0%,2,24.8%,1,25.6%,13,0.4%,15,0.3%,16,-0.5%,18,-1.4%
BAL,7-4,4,22.5%,4,23.4%,10,11.0%,10,9.5%,9,-4.0%,9,-4.4%,2,7.6%,1,9.4%
MIA,6-5,5,18.8%,5,21.3%,7,13.3%,5,15.1%,6,-10.3%,6,-9.5%,28,-4.8%,25,-3.4%
SEA,7-4,6,18.3%,7,14.4%,8,12.1%,9,9.6%,7,-8.5%,8,-7.4%,21,-2.3%,21,-2.6%
KC,7-4,7,12.5%,8,13.0%,9,11.2%,8,11.4%,21,4.1%,23,4.9%,4,5.4%,4,6.5%
PHI,8-3,8,11.6%,6,14.4%,16,-2.1%,15,-1.9%,8,-4.9%,7,-7.7%,1,8.7%,2,8.7%
DAL,8-3,9,11.4%,9,11.9%,5,14.8%,6,14.6%,19,3.1%,18,2.5%,14,-0.3%,13,-0.3%
BUF,6-5,10,9.3%,10,11.1%,26,-10.9%,23,-10.2%,4,-15.3%,4,-16.8%,6,4.9%,7,4.5%
SF,7-4,11,7.8%,12,7.8%,18,-3.7%,18,-5.8%,2,-17.0%,2,-18.6%,30,-5.4%,29,-5.0%
IND,7-4,12,6.5%,14,5.5%,13,3.1%,13,1.5%,17,1.9%,16,1.8%,5,5.4%,5,5.9%
NO,4-7,13,5.9%,11,9.3%,6,14.0%,7,13.9%,26,8.7%,25,5.3%,12,0.6%,11,0.7%
DET,7-4,14,5.7%,16,4.1%,25,-10.3%,24,-12.1%,1,-22.2%,1,-21.3%,32,-6.2%,30,-5.2%
PIT,7-4,15,5.3%,13,6.6%,3,18.2%,4,18.8%,30,11.3%,28,9.6%,19,-1.6%,19,-2.6%
ARI,9-2,16,4.9%,15,5.2%,22,-9.0%,22,-9.4%,3,-16.0%,3,-17.2%,20,-2.2%,20,-2.6%
CIN,7-3-1,17,3.2%,17,0.7%,14,0.2%,14,-1.9%,16,1.9%,20,3.2%,7,4.8%,6,5.9%
SD,7-4,18,-0.7%,18,-2.9%,11,8.7%,11,7.4%,27,9.2%,29,9.8%,13,-0.1%,15,-0.5%
CLE,7-4,19,-4.0%,19,-4.6%,17,-3.3%,19,-6.8%,12,0.0%,10,-2.5%,17,-0.7%,14,-0.3%
ATL,4-7,20,-4.9%,21,-7.8%,12,6.6%,12,3.7%,32,14.5%,32,14.2%,8,3.0%,8,2.8%
HOU,5-6,21,-7.6%,20,-7.0%,19,-4.7%,17,-4.2%,10,-1.7%,11,-2.0%,27,-4.7%,28,-4.8%
CHI,5-6,22,-10.8%,23,-14.5%,15,-0.7%,16,-3.3%,22,4.2%,24,5.3%,31,-5.9%,32,-6.0%
STL,4-7,23,-11.7%,22,-9.1%,27,-12.2%,25,-12.8%,14,0.7%,12,-1.7%,10,1.2%,10,2.0%
TB,2-9,24,-11.7%,22,-9.1%,27,-12.2%,25,-12.8%,14,0.7%,12,-1.7%,10,1.2%,10,2.0%
MIN,4-7,25,-16.4%,24,-15.3%,28,-14.0%,27,-13.1%,24,4.6%,22,4.6%,9,2.1%,9,2.5%
NYG,3-8,26,-18.4%,28,-21.9%,20,-6.5%,21,-8.9%,29,10.7%,30,12.3%,18,-1.2%,16,-0.7%
WAS,3-8,27,-20.0%,27,-21.7%,23,-9.9%,26,-13.0%,25,5.4%,26,5.5%,26,-4.7%,24,-3.2%
OAK,1-10,28,-21.2%,25,-20.0%,30,-19.2%,30,-18.2%,18,2.6%,17,2.1%,11,0.6%,12,0.3%
NYJ,2-9,29,-21.8%,26,-21.4%,29,-17.5%,29,-16.9%,20,3.8%,21,3.4%,15,-0.4%,17,-1.1%
CAR,3-7-1,30,-22.3%,30,-24.5%,24,-10.2%,28,-13.4%,28,9.6%,27,8.3%,22,-2.6%,23,-2.9%
TEN,2-9,31,-23.4%,29,-24.2%,21,-7.9%,20,-8.8%,31,12.2%,31,12.8%,23,-3.4%,22,-2.7%
JAX,1-10,32,-32.8%,31,-29.5%,32,-27.6%,32,-26.5%,14,0.7%,13,-1.7%,25,-4.5%,27,-4.6%
