Team,W-L,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA
CIN,3-0,1,39.4%,1,39.4%,5,19.5%,5,19.5%,2,-19.8%,2,-19.8%,13,0.1%,13,0.1%
SEA,2-1,2,31.3%,2,31.3%,2,24.8%,2,24.8%,9,-8.8%,9,-8.8%,20,-2.3%,20,-2.3%
DEN,2-1,3,29.9%,3,29.9%,4,20.5%,4,20.5%,5,-11.2%,5,-11.2%,19,-1.8%,19,-1.8%
GB,2-2,4,23.8%,4,23.8%,6,17.7%,6,17.7%,16,-2.3%,16,-2.3%,5,3.9%,5,3.9%
BAL,3-1,5,21.9%,5,21.9%,7,17.3%,7,17.3%,12,-4.9%,12,-4.9%,14,-0.4%,14,-0.4%
ATL,2-2,6,21.6%,6,21.6%,1,26.3%,1,26.3%,25,9.4%,25,9.4%,3,4.8%,3,4.8%
DET,3-1,7,18.1%,7,18.1%,14,3.9%,14,3.9%,1,-23.8%,1,-23.8%,29,-9.5%,29,-9.5%
ARI,3-0,8,17.6%,8,17.6%,20,-2.8%,20,-2.8%,3,-15.9%,3,-15.9%,4,4.5%,4,4.5%
DAL,3-1,9,11.4%,9,11.4%,9,12.6%,9,12.6%,19,3.7%,19,3.7%,8,2.5%,8,2.5%
PHI,3-1,10,6.8%,10,6.8%,22,-9.9%,22,-9.9%,11,-7.1%,11,-7.1%,1,9.6%,1,9.6%
NYG,2-2,11,6.7%,11,6.7%,18,1.6%,18,1.6%,6,-9.9%,6,-9.9%,25,-4.8%,25,-4.8%
CHI,2-2,12,6.2%,12,6.2%,15,3.8%,15,3.8%,13,-4.7%,13,-4.7%,21,-2.3%,21,-2.3%
SD,3-1,13,6.0%,13,6.0%,16,2.7%,16,2.7%,15,-2.8%,15,-2.8%,12,0.5%,12,0.5%
BUF,2-2,14,5.4%,14,5.4%,24,-11.0%,24,-11.0%,10,-7.5%,10,-7.5%,2,8.9%,2,8.9%
SF,2-2,15,3.3%,15,3.3%,17,2.0%,17,2.0%,4,-11.6%,4,-11.6%,30,-10.4%,30,-10.4%
PIT,2-2,16,1.9%,16,1.9%,10,11.9%,10,11.9%,27,12.0%,27,12.0%,10,1.9%,10,1.9%
KC,2-2,17,1.6%,17,1.6%,12,7.1%,12,7.1%,20,4.9%,20,4.9%,16,-0.6%,16,-0.6%
IND,2-2,18,1.2%,18,1.2%,11,9.2%,11,9.2%,26,10.8%,26,10.8%,7,2.7%,7,2.7%
CLE,1-2,19,0.2%,19,0.2%,3,20.9%,3,20.9%,31,15.7%,31,15.7%,26,-5.1%,26,-5.1%
NO,1-3,20,-0.5%,20,-0.5%,8,16.7%,8,16.7%,32,16.1%,32,16.1%,17,-1.2%,17,-1.2%
HOU,3-1,21,-4.1%,21,-4.1%,23,-10.1%,23,-10.1%,7,-9.5%,7,-9.5%,22,-3.5%,22,-3.5%
WAS,1-3,22,-7.5%,22,-7.5%,13,4.3%,13,4.3%,17,-0.4%,17,-0.4%,31,-12.1%,31,-12.1%
MIA,2-2,23,-7.7%,23,-7.7%,21,-4.1%,21,-4.1%,8,-9.2%,8,-9.2%,32,-12.8%,32,-12.8%
NE,2-2,24,-10.4%,24,-10.4%,27,-16.3%,27,-16.3%,14,-3.6%,14,-3.6%,9,2.2%,9,2.2%
MIN,2-2,25,-18.6%,25,-18.6%,25,-11.1%,25,-11.1%,21,7.2%,21,7.2%,15,-0.4%,15,-0.4%
CAR,2-2,26,-21.2%,26,-21.2%,19,-2.6%,19,-2.6%,29,14.8%,29,14.8%,24,-3.8%,24,-3.8%
NYJ,1-3,27,-23.5%,27,-23.5%,29,-22.7%,29,-22.7%,18,1.7%,18,1.7%,11,0.8%,11,0.8%
TEN,1-3,28,-30.2%,28,-30.2%,26,-14.6%,26,-14.6%,23,8.2%,23,8.2%,28,-7.3%,28,-7.3%
STL,1-2,29,-32.0%,29,-32.0%,28,-18.4%,28,-18.4%,28,12.2%,28,12.2%,18,-1.5%,18,-1.5%
OAK,0-4,30,-36.5%,30,-36.5%,31,-31.8%,31,-31.8%,22,7.8%,22,7.8%,6,3.1%,6,3.1%
TB,1-3,31,-44.9%,31,-44.9%,30,-31.4%,30,-31.4%,24,8.3%,24,8.3%,27,-5.2%,27,-5.2%
JAX,0-4,32,-53.8%,32,-53.8%,32,-35.0%,32,-35.0%,30,15.2%,30,15.2%,23,-3.5%,23,-3.5%
