Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
NE,5-0,1,-48.3%,1,-48.3%,1,-61.8%,5,-23.9%
SF,4-0,2,-45.4%,2,-45.4%,2,-58.0%,6,-23.8%
BUF,4-1,3,-15.0%,3,-15.0%,3,-23.4%,21,-2.0%
MIN,3-2,4,-12.0%,4,-12.0%,8,-2.5%,2,-26.4%
CHI,3-2,5,-10.2%,5,-10.2%,6,-3.2%,10,-20.5%
DET,2-1-1,6,-8.5%,6,-8.5%,10,-1.4%,9,-20.6%
HOU,3-2,7,-8.4%,7,-8.4%,12,0.4%,3,-25.8%
CAR,3-2,8,-8.4%,8,-8.4%,5,-14.6%,26,1.0%
PHI,3-2,9,-6.3%,9,-6.3%,14,2.4%,4,-24.3%
GB,4-1,10,-6.3%,10,-6.3%,4,-16.0%,30,6.5%
PIT,1-4,11,-6.3%,11,-6.3%,9,-2.3%,16,-10.4%
TEN,2-3,12,-3.6%,12,-3.6%,15,2.6%,14,-14.7%
NYJ,0-4,13,-3.0%,13,-3.0%,17,7.9%,8,-20.8%
TB,2-3,14,-2.4%,14,-2.4%,21,16.4%,1,-41.8%
DAL,3-2,15,-1.7%,15,-1.7%,7,-2.5%,24,-0.5%
CLE,2-3,16,0.4%,16,0.4%,13,2.0%,22,-1.4%
NO,4-1,17,1.6%,17,1.6%,20,12.9%,13,-14.9%
DEN,1-4,18,1.8%,18,1.8%,16,7.2%,20,-3.8%
KC,4-1,19,1.9%,19,1.9%,11,-0.9%,29,5.4%
OAK,3-2,20,3.6%,20,3.6%,25,20.5%,7,-21.0%
LAR,3-2,21,3.9%,21,3.9%,26,21.3%,12,-16.8%
SEA,4-1,22,5.4%,22,5.4%,19,12.9%,17,-9.7%
ATL,1-4,23,9.3%,23,9.3%,30,36.9%,11,-19.3%
ARI,1-3-1,24,9.6%,24,9.6%,24,19.9%,19,-5.0%
NYG,2-3,25,10.2%,25,10.2%,28,29.3%,15,-14.6%
JAX,2-3,26,10.4%,26,10.4%,18,8.4%,32,13.0%
LAC,2-3,27,11.9%,27,11.9%,27,21.3%,25,0.8%
BAL,3-2,28,12.3%,28,12.3%,23,19.6%,23,-0.9%
IND,3-2,29,12.8%,29,12.8%,22,18.4%,28,4.5%
WAS,0-5,30,14.9%,30,14.9%,29,33.9%,18,-6.7%
CIN,0-5,31,23.2%,31,23.2%,31,46.1%,27,2.1%
MIA,0-4,32,40.7%,32,40.7%,32,85.5%,31,7.2%
