Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
NE,10-2,1,-32.4%,1,-29.2%,2,-42.4%,8,-17.3%
SF,10-2,2,-29.3%,2,-27.7%,1,-42.6%,17,-13.9%
PIT,7-5,3,-14.7%,3,-17.6%,3,-12.3%,7,-17.7%
NO,10-2,4,-10.0%,4,-12.0%,7,-3.3%,3,-22.5%
LAR,7-5,5,-8.0%,6,-9.4%,11,1.5%,4,-20.7%
BAL,10-2,6,-8.0%,5,-11.6%,4,-10.5%,26,-3.9%
BUF,9-3,7,-6.2%,7,-6.6%,5,-7.5%,24,-4.2%
MIN,8-4,8,-5.8%,8,-5.2%,9,0.6%,11,-15.4%
CHI,6-6,9,-5.6%,9,-5.1%,10,1.2%,12,-15.0%
TB,5-7,10,-3.5%,10,-4.8%,20,12.6%,1,-34.5%
NYJ,4-8,11,-2.9%,14,-2.3%,22,16.3%,2,-32.6%
DEN,4-8,12,-2.5%,13,-3.4%,17,9.5%,9,-15.5%
PHI,5-7,13,-2.3%,12,-3.7%,15,7.7%,6,-18.7%
KC,8-4,14,-1.1%,16,-2.0%,6,-3.9%,29,2.6%
IND,6-6,15,-0.8%,11,-4.1%,12,3.3%,22,-7.2%
CLE,5-7,16,-0.6%,17,-0.6%,13,5.3%,20,-8.8%
SEA,10-2,17,-0.1%,15,-2.2%,14,7.6%,16,-14.0%
DAL,6-6,18,1.2%,18,0.3%,18,9.9%,18,-11.2%
TEN,7-5,19,2.2%,21,3.8%,21,15.6%,5,-18.7%
HOU,8-4,20,4.5%,23,6.0%,24,16.5%,10,-15.5%
WAS,3-9,21,4.7%,19,1.6%,25,16.9%,21,-8.8%
CAR,5-7,22,4.8%,24,7.7%,8,-2.0%,32,14.3%
ATL,3-9,23,5.3%,20,3.4%,27,20.3%,14,-14.5%
GB,9-3,24,6.2%,28,10.1%,16,7.8%,30,4.0%
DET,3-8-1,25,6.7%,29,10.2%,26,17.6%,19,-9.8%
LAC,4-8,26,7.1%,22,4.7%,23,16.5%,25,-4.0%
JAX,4-8,27,7.7%,25,7.8%,19,10.4%,31,4.2%
ARI,3-8-1,28,9.5%,26,9.3%,28,24.3%,15,-14.3%
NYG,2-10,29,10.2%,27,9.7%,30,30.1%,13,-14.9%
OAK,6-6,30,14.7%,31,15.5%,29,28.0%,23,-5.1%
CIN,1-11,31,15.7%,30,14.7%,31,33.8%,27,-2.4%
MIA,3-9,32,25.4%,32,23.2%,32,46.7%,28,2.4%
