Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
NE,9-1,1,-33.6%,1,-31.9%,1,-46.2%,14,-14.0%
SF,9-1,2,-25.7%,2,-25.3%,2,-38.8%,18,-9.4%
PIT,5-5,3,-11.5%,3,-14.5%,3,-6.7%,10,-17.4%
NO,8-2,4,-10.9%,4,-13.3%,6,-4.3%,5,-23.3%
MIN,8-3,5,-9.5%,6,-9.0%,9,-1.0%,4,-23.4%
CHI,4-6,6,-7.3%,10,-5.8%,8,-1.0%,11,-15.8%
PHI,5-5,7,-7.0%,5,-9.4%,11,2.5%,7,-22.3%
LAR,6-4,8,-6.4%,9,-7.0%,18,5.2%,6,-22.3%
DEN,3-7,9,-6.1%,7,-9.0%,17,4.5%,9,-18.7%
BAL,8-2,10,-4.7%,8,-8.0%,4,-6.2%,25,-2.3%
NYJ,3-7,11,-1.9%,14,-1.7%,24,18.1%,2,-32.6%
KC,7-4,12,-1.8%,13,-1.8%,5,-4.9%,30,2.4%
DAL,6-4,13,-0.9%,12,-1.9%,16,4.2%,19,-8.7%
CLE,4-6,14,-0.7%,15,-0.3%,15,3.7%,21,-6.9%
IND,6-4,15,-0.6%,11,-4.0%,12,2.9%,23,-6.5%
BUF,7-3,16,0.3%,17,1.5%,10,0.6%,27,-0.1%
TEN,5-5,17,0.8%,16,1.4%,22,17.0%,3,-25.0%
CAR,5-5,18,0.8%,20,3.2%,7,-3.3%,32,6.7%
GB,8-2,19,2.7%,21,5.1%,13,3.3%,29,1.8%
JAX,4-6,20,3.2%,18,2.6%,14,3.7%,31,2.5%
SEA,8-2,21,3.5%,19,2.9%,19,13.1%,15,-13.2%
HOU,6-4,22,4.2%,24,6.0%,23,17.3%,8,-20.2%
DET,3-6-1,22,4.2%,26,7.1%,21,15.4%,17,-12.3%
ATL,3-7,24,5.4%,22,5.2%,26,21.7%,12,-15.6%
TB,3-7,25,6.2%,25,6.9%,30,30.5%,1,-38.6%
LAC,4-7,26,7.4%,23,5.7%,20,14.0%,26,-0.3%
ARI,3-7-1,27,8.9%,29,9.6%,27,23.5%,13,-14.3%
NYG,2-8,28,9.5%,28,8.7%,29,28.2%,16,-12.8%
WAS,1-9,29,9.9%,27,8.4%,28,26.6%,22,-6.5%
OAK,6-4,30,10.0%,30,10.0%,25,21.0%,20,-6.9%
CIN,0-10,31,19.8%,31,19.5%,32,46.4%,24,-4.2%
MIA,2-8,32,22.2%,32,19.8%,31,43.8%,28,0.8%
