Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
NE,2-0,1,-61.1%,1,-61.1%,1,-64.5%,3,-52.4%
SF,2-0,2,-41.7%,2,-41.7%,2,-49.0%,7,-27.9%
GB,2-0,3,-28.4%,3,-28.4%,3,-43.6%,21,-0.2%
TB,1-1,4,-24.7%,4,-24.7%,14,-3.2%,2,-54.4%
LAR,2-0,5,-22.5%,5,-22.5%,4,-33.6%,17,-5.5%
BAL,2-0,6,-17.4%,6,-17.4%,12,-5.8%,1,-59.3%
DET,1-0-1,7,-16.5%,7,-16.5%,7,-17.1%,13,-15.4%
CHI,1-1,8,-16.2%,8,-16.2%,18,1.5%,4,-47.4%
TEN,1-1,9,-15.0%,9,-15.0%,5,-22.1%,16,-5.9%
NYJ,0-2,10,-14.3%,10,-14.3%,10,-11.6%,10,-19.4%
CLE,1-1,11,-9.9%,11,-9.9%,8,-14.2%,18,-4.7%
BUF,2-0,12,-9.7%,12,-9.7%,6,-17.4%,27,5.2%
MIN,1-1,13,-9.7%,13,-9.7%,15,-2.7%,9,-20.8%
SEA,2-0,14,-8.7%,14,-8.7%,13,-3.2%,8,-24.0%
KC,2-0,15,-8.3%,15,-8.3%,9,-13.2%,24,2.3%
ATL,1-1,16,-8.1%,16,-8.1%,11,-9.8%,15,-6.6%
HOU,1-1,17,-6.3%,17,-6.3%,16,-1.7%,12,-16.1%
DAL,2-0,18,1.4%,18,1.4%,17,0.2%,26,4.3%
CAR,0-2,19,5.0%,19,5.0%,20,9.1%,22,0.5%
IND,1-1,20,5.8%,20,5.8%,19,3.8%,29,8.6%
PHI,1-1,21,7.8%,21,7.8%,24,29.0%,5,-47.3%
ARI,0-1-1,22,9.7%,22,9.7%,23,26.9%,11,-17.9%
JAX,0-2,23,12.5%,23,12.5%,21,15.7%,28,8.6%
LAC,1-1,24,15.0%,24,15.0%,25,31.2%,23,1.0%
OAK,1-1,25,16.0%,25,16.0%,27,52.0%,6,-40.6%
DEN,0-2,26,16.9%,26,16.9%,26,43.9%,19,-2.8%
NO,1-1,27,20.6%,27,20.6%,22,16.9%,32,25.3%
WAS,0-2,28,33.2%,28,33.2%,28,57.8%,30,9.7%
NYG,0-2,29,36.5%,29,36.5%,30,67.8%,20,-0.5%
CIN,0-2,30,37.1%,30,37.1%,29,58.6%,31,20.7%
PIT,0-2,31,37.5%,31,37.5%,31,78.3%,14,-12.5%
MIA,0-2,32,44.6%,32,44.6%,32,113.9%,25,2.3%
