Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
NE,8-0,1,-45.2%,1,-46.1%,2,-58.9%,9,-21.9%
SF,7-0,2,-41.8%,2,-42.1%,1,-64.5%,15,-12.5%
NO,7-1,3,-9.2%,3,-11.1%,10,-0.7%,6,-24.6%
MIN,6-2,4,-9.1%,6,-8.7%,6,-2.5%,10,-20.3%
CAR,4-3,5,-8.1%,5,-8.8%,3,-20.1%,31,10.0%
DEN,2-6,6,-7.4%,4,-9.4%,5,-3.4%,16,-11.9%
LAR,5-3,7,-7.3%,8,-7.1%,14,4.1%,8,-22.2%
CHI,3-4,8,-5.7%,10,-4.5%,13,1.0%,12,-15.5%
PHI,4-4,9,-4.8%,9,-6.9%,15,8.4%,4,-26.2%
PIT,3-4,10,-4.4%,7,-7.2%,12,0.9%,17,-11.0%
TEN,4-4,11,-4.3%,12,-3.7%,18,10.8%,2,-29.2%
DAL,4-3,12,-3.4%,11,-4.4%,11,0.9%,18,-10.1%
GB,7-1,13,-3.3%,14,-2.2%,4,-4.0%,25,-2.3%
JAX,4-4,14,-2.3%,13,-3.6%,8,-1.5%,23,-3.4%
NYJ,1-6,15,-2.1%,15,-2.2%,23,16.9%,3,-28.5%
HOU,5-3,16,-1.1%,16,-1.4%,20,11.7%,5,-25.4%
TB,2-5,17,-0.7%,19,0.5%,27,23.9%,1,-46.6%
KC,5-3,18,0.1%,17,-0.5%,7,-2.4%,29,3.4%
BUF,5-2,19,0.6%,18,0.2%,9,-0.9%,28,2.6%
DET,3-3-1,20,0.9%,20,1.8%,16,9.5%,14,-12.5%
CLE,2-5,21,2.4%,21,1.9%,21,12.7%,19,-9.9%
BAL,5-2,22,3.0%,22,3.1%,17,9.7%,21,-9.0%
SEA,6-2,23,6.4%,25,6.6%,22,14.7%,22,-8.5%
WAS,1-7,24,7.2%,24,5.8%,26,22.6%,20,-9.4%
NYG,2-6,25,7.6%,23,5.8%,28,26.3%,13,-14.7%
IND,5-2,26,8.1%,26,6.6%,19,11.0%,30,3.7%
ARI,3-4-1,27,11.5%,28,11.9%,24,20.9%,24,-2.7%
LAC,3-5,28,11.6%,27,10.7%,25,21.6%,27,1.2%
OAK,3-4,29,13.1%,29,12.7%,29,35.9%,7,-22.5%
ATL,1-7,30,14.3%,30,15.0%,30,44.7%,11,-16.9%
CIN,0-8,31,23.4%,31,24.4%,31,49.4%,26,0.1%
MIA,0-7,32,34.1%,32,32.9%,32,62.0%,32,10.2%
