Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
NE,10-3,1,-32.3%,1,-28.6%,1,-42.1%,9,-17.2%
SF,11-2,2,-25.7%,2,-24.0%,2,-33.5%,11,-16.5%
PIT,8-5,3,-16.8%,3,-20.7%,4,-14.2%,3,-20.2%
BAL,11-2,4,-11.9%,4,-16.8%,3,-14.3%,22,-8.1%
LAR,8-5,5,-9.8%,6,-10.1%,8,-2.6%,5,-19.5%
BUF,9-4,6,-9.5%,5,-11.7%,5,-9.9%,20,-8.8%
MIN,9-4,7,-8.4%,8,-9.0%,7,-2.7%,10,-16.9%
NO,10-3,8,-8.1%,7,-9.6%,9,-1.9%,4,-19.6%
CHI,7-6,9,-6.0%,9,-6.5%,11,0.7%,13,-15.6%
DEN,5-8,10,-3.8%,11,-4.1%,12,4.9%,15,-14.2%
TB,6-7,11,-3.7%,10,-5.0%,18,13.0%,1,-35.4%
KC,9-4,12,-2.4%,12,-2.8%,6,-5.0%,28,1.1%
NYJ,5-8,13,-2.1%,14,-1.7%,25,17.1%,2,-32.6%
PHI,6-7,14,-1.4%,13,-2.7%,16,8.5%,7,-17.6%
IND,6-7,15,0.9%,15,-1.3%,14,6.6%,21,-8.3%
CLE,6-7,16,1.0%,17,1.7%,13,5.3%,24,-4.7%
TEN,8-5,17,1.7%,20,2.8%,22,14.9%,6,-19.0%
SEA,10-3,18,1.9%,16,0.7%,17,9.5%,18,-11.0%
DAL,6-7,19,3.7%,22,4.5%,20,13.7%,19,-10.5%
GB,10-3,20,4.6%,25,8.2%,15,7.1%,29,1.5%
DET,3-9-1,21,4.6%,24,7.0%,24,16.8%,16,-12.9%
WAS,3-10,22,4.8%,19,2.7%,21,14.8%,23,-6.3%
LAC,5-8,23,5.6%,18,2.3%,19,13.5%,25,-4.3%
ATL,4-9,24,5.8%,21,3.9%,26,19.1%,17,-12.4%
CAR,5-8,25,6.2%,28,10.1%,10,-0.6%,32,15.6%
HOU,8-5,26,6.5%,27,8.8%,27,20.5%,12,-16.5%
ARI,3-9-1,27,7.7%,23,7.0%,28,23.9%,8,-17.5%
NYG,2-11,28,9.7%,26,8.6%,29,29.0%,14,-14.8%
JAX,4-9,29,12.9%,30,17.1%,23,15.6%,31,9.5%
CIN,1-12,30,16.1%,29,14.8%,31,33.8%,27,-1.8%
OAK,6-7,31,17.5%,31,17.8%,30,31.8%,26,-3.0%
MIA,3-10,32,24.6%,32,22.3%,32,46.0%,30,1.5%
