Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
NE,7-0,1,-52.1%,1,-52.2%,1,-69.3%,8,-21.8%
SF,6-0,2,-39.0%,2,-39.4%,2,-58.2%,12,-15.0%
CAR,4-2,3,-13.2%,3,-13.9%,3,-22.2%,30,2.1%
LAR,4-3,4,-8.6%,4,-8.3%,14,4.6%,4,-24.6%
DEN,2-5,5,-7.1%,5,-7.9%,7,-2.1%,14,-12.5%
MIN,5-2,6,-6.0%,7,-5.9%,11,2.9%,9,-21.0%
NO,6-1,7,-5.9%,6,-6.6%,15,5.0%,5,-24.5%
CHI,3-3,8,-4.3%,9,-4.0%,12,3.2%,13,-14.8%
GB,6-1,9,-3.7%,12,-3.2%,5,-4.4%,25,-2.9%
DAL,4-3,10,-3.4%,10,-4.0%,8,0.5%,16,-9.7%
PIT,2-4,11,-3.4%,8,-4.7%,9,1.7%,17,-9.3%
BUF,5-1,12,-3.3%,11,-3.8%,6,-3.1%,23,-3.7%
KC,5-2,13,-2.7%,14,-2.5%,4,-5.6%,28,0.9%
TEN,3-4,14,-2.1%,15,-1.9%,21,12.8%,2,-26.3%
PHI,3-4,15,-2.0%,13,-2.6%,19,11.5%,7,-23.1%
HOU,4-3,16,-1.8%,16,-1.7%,17,9.9%,3,-25.6%
NYJ,1-5,17,-1.5%,17,-1.4%,20,11.9%,10,-20.4%
DET,2-3-1,18,-0.9%,18,-0.5%,13,4.4%,18,-9.0%
TB,2-4,19,-0.4%,19,0.3%,25,22.7%,1,-43.5%
JAX,3-4,20,1.1%,20,0.9%,10,2.6%,26,-1.2%
BAL,5-2,21,3.1%,21,3.2%,16,9.3%,20,-7.8%
SEA,5-2,22,3.9%,22,3.9%,18,10.8%,19,-8.1%
CLE,2-4,23,5.1%,23,5.1%,22,13.7%,22,-4.9%
NYG,2-5,24,7.5%,24,6.7%,27,24.4%,15,-12.4%
WAS,1-6,25,9.0%,25,8.3%,26,23.5%,21,-7.5%
ARI,3-3-1,26,9.8%,26,10.0%,24,18.6%,24,-3.3%
IND,4-2,27,10.4%,27,10.3%,23,14.6%,31,4.0%
ATL,1-6,28,11.9%,28,12.3%,31,44.1%,6,-23.2%
LAC,2-5,29,13.8%,29,13.8%,28,26.5%,27,0.6%
OAK,3-3,30,15.4%,30,15.3%,29,38.4%,11,-19.6%
CIN,0-7,31,20.4%,31,20.1%,30,41.1%,29,2.0%
MIA,0-6,32,36.0%,32,35.8%,32,70.3%,32,7.7%
