Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
NE,4-0,1,-50.3%,1,-50.3%,1,-58.8%,3,-33.8%
SF,3-0,2,-36.7%,2,-36.7%,2,-43.1%,5,-25.1%
CHI,3-1,3,-19.8%,3,-19.8%,6,-10.3%,2,-37.8%
BUF,3-1,4,-18.1%,4,-18.1%,3,-29.4%,26,1.7%
CAR,2-2,5,-13.9%,5,-13.9%,4,-26.0%,27,3.9%
DET,2-1-1,6,-9.9%,6,-9.9%,9,-3.4%,10,-20.8%
CLE,2-2,7,-8.2%,7,-8.2%,7,-7.3%,17,-9.4%
GB,3-1,8,-8.1%,8,-8.1%,5,-22.2%,30,8.2%
HOU,2-2,9,-8.1%,9,-8.1%,10,-1.3%,7,-21.8%
TB,2-2,10,-8.0%,10,-8.0%,16,8.6%,1,-44.3%
MIN,2-2,11,-7.1%,11,-7.1%,13,4.4%,6,-23.9%
DAL,3-1,12,-6.1%,12,-6.1%,8,-5.1%,19,-8.0%
TEN,2-2,13,-5.1%,13,-5.1%,12,2.3%,13,-18.5%
LAR,3-1,14,-4.8%,14,-4.8%,14,5.4%,12,-19.4%
NYJ,0-3,15,-3.4%,15,-3.4%,15,5.9%,9,-21.1%
ATL,1-3,16,-1.5%,16,-1.5%,21,17.2%,11,-20.6%
KC,4-0,17,3.1%,17,3.1%,11,-1.2%,31,9.5%
SEA,3-1,18,3.1%,18,3.1%,17,9.4%,18,-8.9%
NYG,2-2,19,4.9%,19,4.9%,20,16.9%,15,-11.2%
JAX,2-2,20,5.5%,20,5.5%,18,11.1%,24,-2.4%
ARI,0-3-1,21,6.2%,21,6.2%,19,13.9%,22,-4.5%
OAK,2-2,22,6.4%,22,6.4%,25,26.6%,8,-21.5%
PIT,1-3,23,6.6%,23,6.6%,22,17.6%,21,-6.0%
NO,3-1,24,8.3%,24,8.3%,24,26.3%,14,-17.8%
PHI,2-2,25,8.9%,25,8.9%,23,24.5%,4,-26.5%
WAS,0-4,26,14.5%,26,14.5%,30,38.4%,16,-10.3%
LAC,2-2,27,15.7%,27,15.7%,29,33.7%,20,-6.4%
DEN,0-4,28,17.9%,28,17.9%,28,31.6%,29,7.0%
BAL,2-2,29,18.1%,29,18.1%,27,27.2%,25,1.2%
CIN,0-4,30,19.8%,30,19.8%,31,45.2%,23,-3.7%
IND,2-2,31,19.8%,31,19.8%,26,27.0%,32,10.4%
MIA,0-4,32,38.6%,32,38.6%,32,81.6%,28,6.5%
