Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
NE,10-1,1,-36.5%,1,-35.2%,1,-50.5%,12,-15.4%
SF,10-1,2,-29.2%,2,-28.5%,2,-41.9%,17,-13.1%
PIT,6-5,3,-13.0%,3,-15.2%,4,-8.8%,8,-18.3%
NO,9-2,4,-8.1%,5,-10.1%,9,0.9%,3,-24.5%
BAL,9-2,5,-7.6%,4,-11.2%,3,-9.8%,24,-4.0%
MIN,8-3,6,-6.9%,8,-6.8%,13,2.5%,4,-22.3%
NYJ,4-7,7,-6.8%,7,-6.8%,20,11.8%,2,-35.1%
PHI,5-6,8,-6.7%,6,-9.0%,10,1.6%,6,-19.7%
CHI,5-6,9,-6.2%,9,-5.4%,8,0.8%,10,-16.1%
BUF,8-3,10,-3.8%,12,-2.8%,5,-6.0%,26,-0.6%
LAR,6-5,11,-3.5%,11,-4.1%,16,8.9%,7,-19.2%
DEN,3-8,12,-3.1%,10,-5.1%,18,9.3%,9,-16.6%
DAL,6-5,13,-2.0%,13,-2.6%,12,2.5%,20,-8.9%
CLE,5-6,14,-1.9%,15,-1.8%,11,2.5%,21,-8.3%
KC,7-4,15,-0.9%,16,-1.1%,6,-3.1%,28,2.1%
SEA,9-2,16,0.6%,17,-0.9%,17,9.2%,14,-14.7%
IND,6-5,17,0.7%,14,-2.4%,14,7.0%,19,-9.5%
TB,4-7,18,1.3%,18,1.1%,26,20.7%,1,-35.8%
TEN,6-5,19,1.7%,19,2.7%,22,15.7%,5,-20.2%
CAR,5-6,20,1.9%,21,4.0%,7,-0.9%,31,5.9%
DET,3-7-1,21,3.8%,23,6.7%,21,14.5%,18,-11.9%
HOU,7-4,22,5.2%,25,7.1%,25,17.7%,11,-15.9%
WAS,2-9,23,5.7%,20,3.2%,24,17.2%,22,-5.9%
ATL,3-8,24,6.1%,22,5.3%,27,22.8%,13,-15.2%
GB,8-3,25,6.8%,29,9.8%,15,8.5%,30,4.5%
JAX,4-7,26,8.5%,26,8.3%,19,9.6%,32,6.9%
ARI,3-7-1,27,8.6%,28,9.1%,28,23.0%,15,-14.5%
LAC,4-7,28,8.7%,24,6.7%,23,16.6%,27,-0.6%
NYG,2-9,29,9.1%,27,8.6%,29,27.7%,16,-13.7%
OAK,6-5,30,15.9%,31,16.7%,30,30.1%,23,-5.7%
CIN,0-11,31,16.9%,30,16.3%,31,39.1%,25,-3.3%
MIA,2-9,32,25.7%,32,23.7%,32,47.7%,29,3.4%
