Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
NE,8-1,1,-35.6%,1,-35.1%,2,-50.0%,13,-14.3%
SF,8-0,2,-31.8%,2,-31.7%,1,-52.3%,22,-6.4%
NO,7-1,3,-10.4%,3,-12.9%,8,-1.5%,4,-26.3%
MIN,6-3,4,-10.1%,6,-9.9%,4,-4.6%,8,-19.4%
LAR,5-3,5,-8.2%,7,-7.8%,14,2.6%,7,-22.2%
DEN,3-6,6,-7.8%,5,-10.5%,11,1.5%,10,-18.4%
PIT,4-4,7,-7.8%,4,-11.6%,5,-4.3%,17,-12.1%
CAR,5-3,8,-5.8%,10,-6.2%,3,-14.2%,31,6.9%
CHI,3-5,9,-5.1%,12,-3.4%,12,2.0%,12,-15.3%
PHI,5-4,10,-4.9%,8,-7.3%,17,7.2%,6,-23.6%
DAL,5-3,11,-4.7%,9,-6.4%,9,-0.2%,16,-12.2%
HOU,6-3,12,-4.1%,11,-3.8%,18,7.3%,3,-27.3%
TEN,4-5,13,-3.6%,14,-3.0%,19,11.0%,5,-26.1%
KC,6-3,14,-3.4%,13,-3.3%,6,-3.3%,25,-3.5%
JAX,4-5,15,-0.8%,15,-1.9%,13,2.0%,24,-4.7%
BUF,6-2,16,-0.3%,16,-0.9%,7,-2.6%,30,2.7%
TB,2-6,17,0.9%,22,2.9%,28,26.6%,1,-47.5%
GB,7-2,18,1.1%,19,2.6%,10,0.7%,29,1.6%
IND,5-3,19,1.5%,17,-0.2%,15,4.6%,26,-3.2%
DET,3-4-1,20,1.6%,23,3.3%,20,11.7%,15,-12.6%
NYJ,1-7,21,2.3%,20,2.7%,26,24.4%,2,-29.5%
BAL,6-2,22,2.5%,18,2.0%,16,6.6%,23,-5.3%
CLE,2-6,23,3.7%,24,3.5%,21,12.5%,21,-7.1%
WAS,1-8,24,4.9%,21,2.8%,24,22.1%,17,-12.1%
NYG,2-7,25,7.8%,25,6.1%,27,25.2%,14,-12.8%
LAC,4-5,26,8.5%,26,7.6%,22,15.6%,28,0.5%
SEA,7-2,27,8.6%,27,9.0%,23,17.8%,20,-7.5%
ARI,3-5-1,28,10.1%,28,11.1%,25,23.1%,19,-9.1%
ATL,1-7,29,13.3%,30,15.0%,30,43.3%,11,-17.4%
OAK,4-4,30,14.3%,29,14.5%,29,34.8%,8,-19.4%
CIN,0-8,31,22.7%,31,22.9%,31,48.4%,27,-0.5%
MIA,1-7,32,31.6%,32,30.4%,32,57.0%,32,7.8%
