Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
NE,6-0,1,-49.3%,1,-50.0%,1,-62.0%,3,-26.2%
SF,5-0,2,-41.9%,2,-41.8%,2,-60.0%,14,-15.2%
CAR,4-2,3,-13.2%,3,-13.6%,3,-22.2%,27,2.2%
BUF,4-1,4,-13.1%,4,-13.4%,4,-21.5%,24,-0.1%
MIN,4-2,5,-12.3%,5,-12.2%,6,-4.4%,4,-25.1%
CHI,3-2,6,-10.7%,6,-10.3%,7,-3.4%,6,-21.3%
GB,5-1,7,-8.6%,7,-8.3%,5,-16.1%,26,1.9%
DET,2-2-1,8,-7.0%,8,-6.7%,8,-2.0%,13,-15.4%
DEN,2-4,9,-5.7%,9,-6.4%,9,-0.7%,17,-11.2%
TEN,2-4,10,-5.3%,12,-5.1%,11,0.8%,12,-15.6%
HOU,4-2,11,-5.3%,11,-5.8%,12,2.4%,8,-20.8%
PIT,2-4,12,-5.1%,10,-5.9%,10,0.2%,16,-11.4%
NO,5-1,13,-4.3%,13,-4.7%,13,4.9%,11,-17.3%
LAR,3-3,14,-2.5%,15,-2.5%,21,14.3%,7,-20.9%
PHI,3-3,15,-1.8%,14,-2.6%,19,13.3%,2,-28.3%
TB,2-4,16,-0.6%,16,-0.2%,25,21.8%,1,-42.3%
NYJ,1-4,17,0.7%,17,0.9%,20,14.1%,10,-19.3%
OAK,3-2,18,2.9%,18,2.8%,24,19.8%,5,-21.7%
DAL,3-3,19,3.9%,19,3.8%,15,7.3%,23,-2.1%
SEA,5-1,20,3.9%,21,4.0%,17,9.6%,19,-6.8%
KC,4-2,21,4.2%,20,3.9%,14,5.1%,28,3.1%
CLE,2-4,22,4.6%,22,4.2%,18,12.8%,20,-5.1%
NYG,2-4,23,7.3%,23,6.7%,28,24.8%,15,-14.0%
BAL,4-2,24,9.1%,25,9.5%,22,18.4%,18,-8.4%
JAX,2-4,25,9.7%,24,9.2%,16,9.3%,32,10.2%
WAS,1-5,26,11.4%,26,11.0%,27,22.9%,22,-2.8%
LAC,2-4,27,11.7%,27,11.4%,26,22.5%,25,0.4%
IND,3-2,28,13.4%,28,13.0%,23,19.1%,30,4.8%
ATL,1-5,29,14.3%,29,14.3%,31,44.3%,9,-19.5%
ARI,2-3-1,30,14.7%,30,14.9%,29,27.1%,21,-2.8%
CIN,0-6,31,22.7%,31,23.1%,30,43.9%,29,3.9%
MIA,0-5,32,35.8%,32,35.3%,32,74.4%,31,6.1%
