Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
NE,12-4,1,-25.2%,3,-17.2%,1,-31.5%,8,-15.7%
SF,13-3,2,-20.3%,4,-15.7%,2,-24.0%,9,-15.4%
PIT,8-8,3,-17.8%,1,-24.0%,3,-15.0%,4,-21.0%
MIN,10-6,4,-12.3%,6,-14.3%,5,-10.9%,12,-14.4%
BAL,14-2,5,-11.6%,2,-17.8%,4,-12.9%,21,-9.4%
TB,7-9,6,-10.5%,5,-15.5%,13,2.2%,1,-34.7%
BUF,10-6,7,-9.9%,7,-12.7%,6,-10.5%,22,-9.0%
NO,13-3,8,-7.1%,8,-9.3%,10,-0.6%,5,-19.6%
LAR,9-7,9,-6.1%,9,-5.7%,8,-1.7%,17,-11.8%
CHI,8-8,10,-5.8%,10,-5.7%,11,0.6%,10,-14.7%
NYJ,7-9,11,-4.2%,11,-5.2%,20,12.3%,2,-29.4%
PHI,9-7,12,-3.1%,12,-4.8%,15,8.2%,3,-21.7%
DEN,7-9,13,-2.8%,13,-4.3%,14,6.0%,15,-13.7%
KC,12-4,14,-2.6%,14,-4.3%,7,-3.9%,26,-0.7%
GB,13-3,15,-1.0%,16,-0.8%,9,-1.4%,27,-0.4%
DAL,8-8,16,0.7%,17,1.5%,17,10.3%,14,-13.8%
ATL,7-9,17,1.4%,15,-2.2%,21,12.4%,13,-14.0%
TEN,9-7,18,1.9%,20,2.8%,22,12.5%,11,-14.5%
IND,7-9,19,3.0%,19,2.8%,19,11.5%,18,-11.0%
ARI,5-10-1,20,4.0%,18,1.9%,26,17.7%,6,-17.5%
SEA,11-5,21,4.1%,22,3.8%,16,9.4%,23,-4.3%
HOU,10-6,22,5.6%,24,9.5%,25,15.9%,19,-10.1%
DET,3-12-1,23,6.5%,26,11.0%,28,20.5%,16,-13.6%
CLE,6-10,24,6.6%,27,11.6%,18,10.5%,30,1.9%
LAC,5-11,25,7.2%,21,3.6%,23,14.1%,25,-1.2%
CAR,5-11,26,8.0%,29,13.6%,12,1.9%,32,15.9%
WAS,3-13,27,9.0%,23,8.6%,27,18.9%,24,-2.5%
NYG,4-12,28,11.6%,25,9.9%,30,33.1%,7,-16.5%
JAX,6-10,29,12.3%,31,18.4%,24,14.6%,31,9.3%
CIN,2-14,30,15.6%,28,12.2%,29,30.5%,28,-0.3%
OAK,7-9,31,15.8%,30,16.1%,31,33.2%,20,-9.8%
MIA,5-11,32,23.0%,32,20.9%,32,43.4%,29,0.9%
