Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
NE,12-3,1,-30.1%,1,-26.0%,1,-39.9%,10,-16.0%
SF,12-3,2,-21.3%,3,-17.9%,2,-25.6%,11,-15.8%
PIT,8-7,3,-16.1%,2,-21.8%,3,-12.6%,3,-20.3%
MIN,10-5,4,-12.5%,5,-14.4%,6,-9.6%,7,-16.8%
BAL,13-2,5,-10.8%,4,-15.6%,5,-10.7%,20,-11.0%
BUF,10-5,6,-10.6%,7,-13.7%,4,-12.0%,21,-8.7%
TB,7-8,7,-10.4%,6,-14.3%,13,3.0%,1,-36.2%
LAR,8-7,8,-7.8%,9,-8.8%,8,-4.5%,18,-11.9%
NO,12-3,9,-7.2%,8,-8.8%,10,-0.7%,5,-19.0%
CHI,7-8,10,-5.5%,11,-4.8%,12,2.0%,9,-16.1%
KC,11-4,11,-3.2%,10,-5.4%,7,-5.0%,27,-0.6%
NYJ,6-9,12,-2.5%,14,-2.9%,23,15.2%,2,-29.5%
DEN,6-9,13,-2.1%,13,-3.5%,14,7.0%,15,-13.1%
PHI,8-7,14,-2.0%,12,-3.7%,17,8.4%,4,-19.2%
GB,12-3,15,-0.5%,16,0.1%,11,0.7%,26,-2.3%
IND,7-8,16,1.9%,17,0.2%,18,10.1%,19,-11.2%
ATL,6-9,17,2.1%,15,-0.7%,21,13.7%,14,-14.2%
HOU,10-5,18,2.7%,21,4.3%,20,13.7%,13,-15.1%
DAL,7-8,19,2.8%,22,5.1%,19,13.4%,16,-13.0%
SEA,11-4,20,2.8%,18,1.1%,16,8.2%,23,-6.0%
TEN,8-7,21,2.9%,23,5.2%,22,14.8%,12,-15.2%
ARI,5-9-1,22,3.6%,19,1.6%,24,16.2%,8,-16.3%
CLE,6-9,23,4.6%,25,8.0%,15,8.1%,28,0.2%
CAR,5-10,24,6.8%,27,11.1%,9,-1.5%,32,17.7%
LAC,5-10,25,7.2%,20,4.2%,25,16.6%,24,-4.3%
DET,3-11-1,26,8.0%,28,13.1%,28,22.7%,17,-12.8%
WAS,3-12,27,8.5%,24,7.6%,27,19.1%,25,-3.9%
NYG,4-11,28,11.5%,26,10.7%,30,33.2%,6,-17.0%
JAX,5-10,29,13.6%,31,19.4%,26,16.8%,31,9.4%
CIN,1-14,30,17.0%,29,15.1%,29,32.1%,30,1.3%
OAK,7-8,31,17.2%,30,18.3%,31,33.9%,22,-7.1%
MIA,4-11,32,24.0%,32,21.4%,32,45.2%,29,0.6%
