Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
SF,1-0,1,-57.7%,1,-57.7%,1,-96.0%,23,4.9%
BAL,1-0,2,-55.7%,2,-55.7%,3,-44.3%,1,-91.4%
GB,1-0,3,-38.6%,3,-38.6%,6,-35.8%,7,-47.8%
TEN,1-0,4,-38.0%,4,-38.0%,2,-51.4%,15,-14.7%
CHI,0-1,5,-35.2%,5,-35.2%,16,-4.4%,2,-88.1%
DET,0-0-1,6,-30.0%,6,-30.0%,5,-36.0%,14,-15.9%
TB,0-1,7,-27.6%,7,-27.6%,9,-17.3%,8,-36.0%
MIN,1-0,8,-25.7%,8,-25.7%,12,-14.0%,5,-59.0%
NE,1-0,9,-25.2%,9,-25.2%,13,-13.2%,6,-58.3%
BUF,1-0,10,-23.3%,10,-23.3%,7,-23.1%,12,-23.9%
SEA,1-0,11,-20.6%,11,-20.6%,14,-7.1%,3,-69.3%
NYJ,0-1,12,-16.6%,12,-16.6%,8,-19.7%,18,-9.8%
CIN,0-1,13,-14.2%,13,-14.2%,15,-4.6%,13,-22.7%
LAR,1-0,14,-13.5%,14,-13.5%,4,-36.3%,28,20.7%
DAL,1-0,15,-5.7%,15,-5.7%,11,-16.4%,29,22.1%
OAK,1-0,16,-5.1%,16,-5.1%,17,10.1%,10,-24.9%
ARI,0-0-1,17,-2.2%,17,-2.2%,19,18.7%,9,-33.4%
CAR,0-1,18,1.7%,18,1.7%,10,-16.4%,31,25.6%
ATL,0-1,19,8.8%,19,8.8%,24,28.5%,22,2.8%
CLE,0-1,20,15.6%,20,15.6%,21,20.7%,24,9.7%
HOU,0-1,21,16.9%,21,16.9%,22,23.5%,21,2.2%
IND,0-1,22,20.6%,22,20.6%,20,19.3%,30,22.7%
WAS,0-1,23,21.4%,23,21.4%,25,51.8%,17,-10.8%
NO,1-0,24,21.5%,24,21.5%,18,13.5%,32,34.3%
LAC,1-0,25,21.8%,25,21.8%,23,24.1%,27,20.3%
KC,1-0,26,32.3%,26,32.3%,26,52.0%,19,-6.2%
DEN,0-1,27,36.4%,27,36.4%,28,78.2%,20,0.6%
PIT,0-1,28,37.3%,28,37.3%,29,79.2%,16,-12.6%
PHI,1-0,29,40.5%,29,40.5%,30,82.8%,4,-68.1%
JAX,0-1,30,43.2%,30,43.2%,27,67.8%,26,12.3%
NYG,0-1,31,50.7%,31,50.7%,31,107.0%,11,-24.7%
MIA,0-1,32,59.0%,32,59.0%,32,141.5%,25,11.1%
