Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
BAL,4-3,1,-25.8%,3,-24.5%,6,-11.9%,1,-44.8%
PIT,5-2,2,-25.1%,2,-24.6%,4,-17.2%,2,-35.9%
TB,5-3,3,-24.3%,1,-25.5%,2,-21.8%,4,-27.5%
TEN,7-0,4,-21.6%,4,-20.0%,1,-23.9%,7,-18.8%
MIN,3-4,5,-17.8%,5,-18.4%,8,-9.7%,3,-29.1%
PHI,4-3,6,-16.7%,6,-16.7%,7,-11.2%,5,-23.8%
CHI,4-3,7,-12.3%,7,-12.6%,9,-7.2%,6,-20.6%
GB,4-3,8,-10.4%,8,-11.7%,3,-21.3%,26,2.5%
CAR,6-2,9,-8.3%,9,-8.9%,5,-12.2%,22,-3.2%
WAS,6-2,10,-7.1%,10,-6.9%,13,-1.1%,9,-16.1%
NYG,6-1,11,-6.1%,12,-5.6%,10,-5.5%,17,-6.8%
BUF,5-2,12,-6.0%,13,-4.7%,11,-3.3%,14,-9.0%
MIA,3-4,13,-5.1%,11,-5.9%,16,7.3%,8,-18.4%
IND,3-4,14,-3.3%,14,-3.9%,12,-2.4%,21,-4.0%
SF,2-6,15,-3.2%,15,-2.7%,14,1.3%,16,-7.8%
ARI,4-3,16,-0.4%,16,0.6%,17,8.6%,12,-11.7%
NYJ,4-3,17,2.4%,17,3.5%,19,14.4%,10,-13.4%
JAX,3-4,18,4.8%,20,6.0%,22,15.9%,13,-10.0%
NO,4-4,19,6.0%,19,5.5%,20,14.8%,18,-6.8%
CLE,3-4,20,6.2%,18,4.2%,18,12.8%,23,-0.2%
DAL,5-3,21,7.1%,22,7.5%,23,16.2%,19,-5.6%
OAK,2-5,22,7.3%,21,6.1%,15,4.4%,29,10.1%
NE,5-2,23,9.3%,23,8.9%,27,25.3%,15,-8.7%
ATL,4-3,24,10.2%,24,10.3%,25,17.7%,24,1.0%
SD,3-5,25,11.2%,26,11.5%,21,15.2%,27,4.7%
SEA,2-5,26,12.4%,27,12.7%,31,34.8%,11,-12.7%
CIN,0-8,27,12.7%,28,13.1%,30,32.2%,20,-4.3%
STL,2-5,28,13.7%,25,11.4%,24,17.7%,28,9.8%
KC,1-6,29,17.5%,30,17.4%,26,24.0%,31,12.3%
DET,0-7,30,18.3%,29,16.0%,32,35.3%,25,1.8%
HOU,3-4,31,19.8%,31,19.5%,28,27.1%,30,11.0%
DEN,4-3,32,23.6%,32,24.5%,29,31.8%,32,14.8%
