Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
BAL,7-4,1,-28.7%,1,-26.3%,1,-24.2%,1,-35.0%
PIT,8-3,2,-23.3%,2,-23.3%,5,-18.7%,2,-30.1%
MIN,6-5,4,-18.2%,3,-17.4%,7,-12.9%,3,-26.6%
TEN,10-1,5,-16.7%,6,-14.1%,3,-19.3%,10,-13.6%
PHI,5-5-1,6,-16.3%,4,-17.1%,9,-10.3%,5,-23.0%
NYG,10-1,7,-11.1%,7,-12.9%,8,-10.4%,12,-12.2%
CAR,8-3,8,-10.3%,8,-9.7%,2,-19.3%,24,0.3%
CHI,6-5,9,-8.1%,10,-6.5%,12,2.6%,4,-23.7%
GB,5-6,10,-6.3%,9,-7.2%,6,-17.8%,28,6.4%
ARI,7-4,11,-5.5%,11,-6.3%,14,5.8%,7,-20.3%
WAS,7-4,12,-4.4%,12,-4.0%,11,-0.6%,15,-9.6%
NYJ,8-3,13,-2.2%,14,-0.8%,17,11.3%,6,-22.8%
OAK,3-8,14,-0.4%,13,-1.2%,10,-8.6%,29,6.6%
IND,7-4,15,0.1%,15,-0.1%,13,2.7%,20,-2.4%
MIA,6-5,16,2.5%,19,4.9%,21,15.1%,11,-13.5%
DAL,7-4,17,2.8%,16,1.0%,15,6.2%,21,-2.0%
SF,3-8,18,4.0%,23,7.0%,20,15.0%,14,-9.6%
CIN,1-9-1,19,4.5%,20,5.0%,22,15.6%,17,-6.8%
ATL,7-4,20,4.9%,17,3.7%,16,7.8%,25,0.6%
BUF,6-5,21,5.0%,22,6.9%,18,12.0%,19,-3.4%
NO,6-5,22,5.2%,18,4.8%,23,16.0%,13,-9.7%
JAX,4-7,23,5.3%,21,5.5%,19,14.6%,18,-5.2%
CLE,4-7,24,7.6%,24,7.5%,25,17.8%,22,-1.6%
NE,7-4,25,7.9%,25,7.5%,29,27.5%,9,-15.4%
SEA,2-9,26,10.4%,26,8.7%,27,26.7%,16,-9.1%
SD,4-7,27,11.7%,27,12.8%,26,19.6%,23,-1.3%
HOU,4-7,28,14.8%,28,13.4%,24,17.8%,31,11.7%
DEN,6-5,29,15.8%,29,15.2%,31,28.3%,26,3.8%
KC,1-10,30,16.4%,31,17.6%,28,27.2%,27,6.0%
DET,0-11,31,19.6%,30,17.0%,30,27.6%,32,12.2%
STL,2-9,32,20.0%,32,17.8%,32,29.2%,30,11.7%
TB,8-3,32,20.0%,32,17.8%,32,29.2%,30,11.7%
