Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
PIT,7-3,1,-26.3%,1,-26.1%,3,-22.9%,2,-31.3%
BAL,6-4,2,-24.3%,2,-21.4%,5,-15.1%,1,-36.7%
TEN,10-0,3,-21.2%,3,-19.1%,1,-26.4%,11,-14.5%
MIN,5-5,4,-18.7%,4,-18.2%,6,-14.3%,3,-25.3%
PHI,5-4-1,5,-15.8%,5,-16.0%,9,-10.9%,4,-21.8%
TB,7-3,6,-14.9%,8,-12.4%,7,-12.7%,8,-17.7%
CAR,8-2,7,-12.1%,7,-13.1%,4,-20.8%,21,-1.3%
NYG,9-1,8,-12.1%,6,-14.6%,8,-12.4%,13,-11.7%
GB,5-5,9,-9.8%,9,-11.4%,2,-24.4%,27,6.3%
ARI,7-3,10,-5.8%,10,-6.6%,14,3.9%,7,-18.6%
WAS,6-4,11,-5.6%,11,-5.1%,12,0.4%,12,-13.8%
CHI,5-5,12,-4.3%,12,-1.8%,16,6.3%,6,-19.5%
MIA,6-4,13,-2.6%,13,-1.6%,19,9.5%,9,-17.7%
IND,6-4,14,-1.2%,14,-1.3%,11,0.0%,20,-2.3%
NYJ,7-3,15,-0.9%,15,0.1%,21,11.8%,5,-19.6%
DAL,6-4,16,1.4%,16,0.5%,13,2.2%,22,0.3%
SF,3-7,17,1.5%,20,3.2%,18,9.4%,17,-8.1%
BUF,5-5,18,2.1%,21,3.6%,17,8.2%,19,-4.6%
CIN,1-8-1,19,2.3%,18,2.5%,20,10.8%,18,-6.7%
OAK,2-8,20,2.3%,17,2.1%,10,-5.8%,29,9.1%
ATL,6-4,21,3.5%,19,3.1%,15,4.3%,24,2.5%
JAX,4-6,22,5.9%,23,6.3%,23,18.2%,16,-8.5%
NE,6-4,23,7.1%,22,5.7%,29,26.5%,10,-14.7%
NO,5-5,24,8.8%,24,9.0%,24,22.0%,15,-9.1%
CLE,4-6,25,9.7%,26,9.7%,22,18.1%,23,2.0%
SEA,2-8,26,10.2%,25,9.6%,28,25.9%,14,-9.6%
DEN,6-4,27,14.0%,27,12.5%,25,23.7%,26,3.6%
KC,1-9,28,15.2%,28,15.7%,27,24.1%,28,6.7%
SD,4-6,29,15.9%,29,18.3%,26,23.8%,25,3.0%
HOU,3-7,30,20.6%,32,20.4%,31,29.5%,31,11.4%
DET,0-10,31,21.6%,31,19.7%,30,29.2%,32,14.4%
STL,2-8,32,21.6%,30,19.4%,32,34.8%,30,9.8%
