Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
BAL,9-5,1,-29.0%,2,-28.8%,2,-25.5%,1,-34.2%
PIT,11-3,2,-27.9%,1,-28.9%,1,-29.7%,4,-25.5%
MIN,9-5,3,-23.4%,3,-24.8%,5,-20.6%,2,-28.0%
PHI,8-5-1,4,-20.3%,4,-22.6%,6,-16.0%,3,-25.6%
TEN,12-2,5,-19.8%,5,-17.4%,4,-22.1%,6,-16.7%
TB,9-5,6,-16.8%,6,-15.3%,3,-23.3%,13,-9.3%
CHI,8-6,7,-11.4%,7,-11.5%,9,-4.9%,5,-20.2%
NYG,11-3,8,-7.0%,9,-8.0%,10,-3.5%,9,-12.3%
CAR,11-3,9,-5.0%,10,-4.4%,7,-9.9%,25,1.3%
DAL,9-5,10,-3.4%,8,-8.7%,11,-0.7%,17,-7.4%
WAS,7-7,11,-2.5%,12,-1.6%,13,3.4%,12,-9.9%
IND,10-4,12,-2.3%,11,-2.6%,12,0.6%,21,-5.2%
GB,5-9,13,-1.7%,13,0.0%,8,-8.6%,27,5.7%
MIA,9-5,14,0.0%,17,2.0%,16,8.3%,10,-11.2%
NYJ,9-5,15,2.7%,20,4.9%,22,15.2%,7,-15.7%
ATL,9-5,16,2.7%,15,0.8%,14,3.9%,24,1.2%
NO,7-7,17,3.2%,16,1.2%,18,11.3%,15,-7.9%
CLE,4-10,18,3.5%,14,0.7%,17,10.0%,23,-2.3%
JAX,5-9,19,3.6%,19,3.9%,19,13.4%,16,-7.6%
ARI,8-6,20,3.8%,21,5.5%,23,16.0%,11,-10.8%
CIN,2-11-1,21,5.2%,18,3.5%,26,22.5%,8,-12.4%
BUF,6-8,22,6.1%,23,9.1%,20,15.0%,22,-4.4%
SF,5-9,23,6.5%,26,10.6%,24,16.1%,20,-5.6%
OAK,3-11,24,7.7%,22,8.2%,15,5.7%,29,9.4%
SD,6-8,25,9.1%,24,9.2%,25,20.0%,19,-6.6%
NE,9-5,26,12.4%,28,13.5%,31,30.8%,14,-9.1%
HOU,7-7,27,12.7%,25,10.0%,21,15.0%,30,10.1%
SEA,3-11,28,14.1%,27,13.4%,32,31.1%,18,-7.2%
KC,2-12,29,14.8%,30,15.3%,29,26.6%,26,2.4%
DEN,8-6,30,17.6%,31,16.3%,30,28.9%,28,5.8%
DET,0-14,31,17.9%,29,14.6%,27,25.5%,31,10.9%
STL,2-12,32,18.6%,32,16.6%,28,26.1%,32,11.9%
