Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
BAL,2-3,1,-32.9%,1,-32.7%,2,-30.8%,1,-35.5%
TEN,5-0,2,-27.3%,2,-26.9%,1,-37.8%,9,-15.0%
PIT,4-1,3,-22.5%,3,-22.4%,3,-18.3%,4,-28.1%
TB,4-2,4,-20.7%,4,-21.3%,5,-15.6%,5,-27.8%
MIN,3-3,5,-18.9%,5,-19.4%,8,-10.7%,3,-30.2%
CHI,3-3,6,-16.0%,6,-16.2%,10,-7.9%,2,-30.2%
PHI,3-3,7,-14.3%,7,-14.3%,7,-11.5%,6,-17.9%
GB,3-3,8,-7.0%,8,-7.4%,6,-15.4%,24,2.8%
WAS,4-2,9,-6.6%,10,-6.6%,12,-3.6%,11,-10.8%
IND,3-2,10,-6.5%,9,-6.9%,4,-15.9%,23,1.0%
CAR,4-2,11,-5.9%,11,-6.2%,9,-8.6%,18,-3.0%
MIA,2-3,12,-4.9%,12,-5.2%,19,5.7%,7,-17.8%
ARI,4-2,13,-3.6%,13,-3.3%,18,5.6%,8,-15.3%
NYJ,3-2,14,-3.4%,14,-3.0%,14,2.6%,10,-11.7%
BUF,4-1,15,-3.2%,15,-2.8%,13,-0.8%,16,-5.9%
SF,2-4,16,-1.4%,16,-1.4%,11,-5.4%,25,2.9%
NO,3-3,17,-0.8%,17,-0.9%,15,2.9%,14,-6.7%
CIN,0-6,18,1.4%,18,1.2%,20,10.5%,15,-6.1%
SD,3-3,19,3.3%,19,3.1%,16,3.3%,26,3.3%
CLE,2-3,20,6.0%,20,5.1%,17,4.0%,29,7.9%
DAL,4-2,21,7.4%,21,7.6%,24,18.2%,13,-8.8%
NYG,4-1,22,7.8%,22,8.4%,21,13.7%,22,0.1%
JAX,3-3,23,8.3%,23,8.7%,23,16.4%,19,-3.0%
OAK,1-4,24,9.9%,24,9.1%,22,13.8%,28,5.6%
ATL,4-2,25,12.0%,25,11.8%,25,25.5%,17,-5.1%
KC,1-4,26,12.1%,26,12.0%,26,28.1%,21,0.1%
SEA,1-4,27,17.0%,27,17.1%,32,42.2%,12,-9.0%
NE,3-2,28,18.6%,28,18.9%,28,35.8%,20,-0.1%
DEN,4-2,29,21.3%,29,21.7%,30,36.3%,27,4.1%
DET,0-5,30,22.6%,30,21.8%,29,36.2%,30,9.0%
HOU,1-4,31,23.1%,31,22.9%,27,29.5%,32,16.5%
STL,1-4,32,25.2%,32,24.6%,31,37.7%,31,14.3%
