Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
BAL,8-4,1,-30.7%,1,-29.9%,1,-28.2%,1,-34.3%
PIT,9-3,2,-25.0%,2,-24.7%,2,-24.4%,3,-25.9%
MIN,7-5,3,-22.4%,3,-22.5%,5,-18.8%,2,-27.9%
TB,9-3,4,-20.3%,5,-19.1%,4,-21.2%,6,-19.1%
TEN,11-1,5,-19.7%,6,-17.3%,3,-23.3%,8,-15.0%
PHI,6-5-1,6,-18.2%,4,-20.5%,7,-14.2%,4,-23.3%
NYG,11-1,7,-10.1%,7,-12.8%,9,-8.9%,12,-12.0%
CHI,6-6,8,-7.0%,9,-4.8%,13,3.2%,5,-20.9%
CAR,9-3,9,-6.7%,8,-6.1%,8,-12.8%,25,0.7%
WAS,7-5,10,-5.0%,10,-4.7%,11,0.7%,11,-12.5%
GB,5-7,11,-4.0%,11,-4.4%,6,-15.7%,29,8.3%
IND,8-4,12,-1.8%,12,-1.3%,12,1.8%,22,-5.1%
ARI,7-5,13,0.6%,16,1.4%,16,10.8%,9,-12.6%
OAK,3-9,14,1.7%,15,0.6%,10,-5.2%,28,7.6%
ATL,8-4,15,1.7%,13,-1.3%,14,3.3%,24,-0.6%
DAL,8-4,16,2.1%,14,0.4%,15,7.6%,20,-5.9%
MIA,7-5,17,2.3%,19,4.3%,18,12.6%,13,-10.8%
NYJ,8-4,18,2.5%,20,4.6%,23,16.3%,7,-18.6%
NO,6-6,19,3.5%,17,2.7%,17,11.5%,17,-7.4%
CLE,4-8,20,4.6%,18,3.5%,20,15.5%,21,-5.2%
CIN,1-10-1,21,4.8%,21,5.3%,25,20.0%,14,-10.4%
SF,4-8,22,5.4%,24,8.1%,22,16.0%,16,-7.8%
BUF,6-6,23,5.5%,23,7.3%,19,15.3%,19,-6.3%
JAX,4-8,24,6.3%,22,7.1%,21,15.6%,23,-4.1%
NE,7-5,25,8.7%,25,8.1%,29,27.0%,10,-12.6%
SD,4-8,26,10.3%,26,11.5%,26,22.0%,18,-6.8%
SEA,2-10,27,14.1%,27,12.8%,32,32.5%,15,-8.3%
HOU,5-7,28,15.0%,28,13.9%,24,18.4%,30,11.4%
DEN,7-5,29,15.7%,29,14.6%,27,25.7%,27,5.2%
KC,2-10,30,16.4%,31,17.8%,31,30.7%,26,2.8%
STL,2-10,31,19.3%,30,17.4%,30,27.3%,31,12.1%
DET,0-12,32,19.9%,32,18.1%,28,26.4%,32,14.2%
