Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
PIT,11-4,1,-26.9%,1,-27.1%,1,-27.6%,4,-26.0%
BAL,10-5,2,-26.7%,2,-26.2%,2,-22.9%,1,-32.3%
MIN,9-6,3,-23.1%,4,-24.3%,3,-20.9%,3,-26.5%
PHI,8-6-1,4,-20.8%,3,-24.3%,6,-15.9%,2,-26.6%
TEN,13-2,5,-19.9%,5,-16.7%,4,-20.8%,6,-18.5%
TB,9-6,6,-13.6%,7,-10.7%,5,-17.4%,13,-9.1%
CHI,9-6,7,-12.1%,6,-12.3%,9,-5.0%,5,-21.5%
NYG,12-3,8,-5.9%,9,-3.8%,11,-1.5%,10,-12.1%
WAS,8-7,9,-4.3%,10,-3.6%,14,1.8%,8,-12.2%
DAL,9-6,10,-4.1%,8,-10.7%,10,-2.5%,19,-6.5%
CAR,11-4,11,-3.3%,15,-1.3%,8,-8.4%,26,2.9%
GB,5-10,12,-3.1%,12,-2.4%,7,-9.9%,27,4.1%
IND,11-4,13,-1.7%,11,-2.5%,13,1.6%,21,-5.0%
MIA,10-5,14,1.1%,19,3.9%,16,6.8%,17,-6.8%
CIN,3-11-1,15,1.2%,14,-1.5%,21,14.7%,9,-12.1%
NYJ,9-6,16,1.4%,20,4.5%,20,14.4%,7,-17.0%
ATL,10-5,17,1.5%,13,-1.6%,15,4.6%,24,-2.8%
NO,8-7,18,2.8%,17,0.4%,18,10.2%,16,-7.3%
CLE,4-11,19,3.0%,16,0.1%,17,10.2%,23,-3.0%
OAK,4-11,20,3.4%,18,2.6%,12,1.0%,29,5.5%
ARI,8-7,21,5.3%,24,9.5%,24,17.2%,14,-8.5%
SF,6-9,22,5.9%,25,9.8%,22,15.3%,20,-5.5%
NE,10-5,23,6.0%,21,5.6%,28,20.7%,11,-11.8%
JAX,5-10,24,6.0%,23,6.8%,26,20.1%,12,-10.6%
BUF,7-8,25,6.1%,26,10.1%,19,14.1%,22,-3.5%
SD,7-8,26,6.8%,22,6.1%,23,16.0%,18,-6.7%
SEA,4-11,27,11.7%,27,10.3%,30,26.9%,15,-7.5%
HOU,7-8,28,13.8%,29,11.4%,25,18.5%,30,8.7%
KC,2-13,29,13.8%,30,14.8%,29,25.2%,25,1.8%
STL,2-13,30,15.5%,28,11.3%,27,20.3%,31,10.9%
DEN,8-7,31,18.2%,32,19.2%,32,31.1%,28,4.8%
DET,0-15,32,20.7%,31,17.8%,31,27.3%,32,14.5%
