Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
BAL,2-1,1,-49.2%,1,-49.2%,1,-63.1%,3,-31.7%
TEN,4-0,2,-32.8%,2,-32.8%,2,-40.4%,7,-21.9%
TB,3-1,3,-22.2%,3,-22.2%,7,-14.9%,4,-31.5%
PHI,2-2,4,-21.7%,4,-21.7%,8,-11.2%,1,-38.2%
PIT,3-1,5,-21.4%,5,-21.4%,4,-20.9%,6,-22.0%
BUF,4-0,6,-15.5%,6,-15.5%,5,-20.1%,11,-10.5%
GB,2-2,7,-8.7%,7,-8.7%,3,-24.6%,27,11.7%
MIN,1-3,8,-8.6%,8,-8.6%,18,7.2%,5,-27.9%
SF,2-2,9,-8.5%,9,-8.5%,6,-18.2%,22,1.9%
CHI,2-2,10,-8.2%,10,-8.2%,13,-3.5%,9,-16.8%
NYG,3-0,11,-5.8%,11,-5.8%,12,-4.7%,13,-7.4%
CAR,3-1,12,-5.0%,12,-5.0%,10,-6.0%,18,-3.9%
WAS,3-1,13,-3.7%,13,-3.7%,9,-6.8%,21,1.0%
SD,2-2,14,-0.8%,14,-0.8%,15,0.3%,19,-3.2%
OAK,1-3,15,-0.5%,15,-0.5%,11,-5.2%,26,5.3%
MIA,1-2,16,-0.1%,16,-0.1%,22,16.2%,8,-19.5%
IND,1-2,17,0.8%,17,0.8%,14,-1.8%,23,2.3%
ARI,2-2,18,1.2%,18,1.2%,20,12.9%,10,-13.2%
SEA,1-2,19,1.9%,19,1.9%,28,28.2%,2,-32.0%
NYJ,2-2,20,3.2%,20,3.2%,19,11.4%,12,-8.3%
CLE,1-3,21,4.7%,21,4.7%,17,5.9%,25,3.7%
ATL,2-2,22,4.9%,22,4.9%,21,14.3%,14,-5.8%
CIN,0-4,23,8.0%,23,8.0%,27,24.9%,16,-4.7%
NO,2-2,24,9.0%,24,9.0%,16,5.8%,30,14.4%
JAX,2-2,25,10.7%,25,10.7%,25,22.6%,17,-4.1%
KC,1-3,26,10.8%,26,10.8%,23,19.9%,24,3.0%
DAL,3-1,27,13.3%,27,13.3%,24,21.8%,20,0.9%
NE,2-1,28,18.8%,28,18.8%,26,24.5%,29,13.7%
DEN,3-1,29,21.1%,29,21.1%,30,45.2%,15,-5.1%
HOU,0-3,30,29.3%,30,29.3%,29,41.2%,31,18.5%
STL,0-4,31,32.3%,31,32.3%,32,55.5%,28,11.8%
DET,0-3,32,43.4%,32,43.4%,31,55.0%,32,33.4%
