Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
PIT,6-2,1,-28.3%,1,-28.2%,2,-23.1%,2,-35.9%
BAL,5-3,2,-22.8%,2,-21.0%,9,-8.4%,1,-42.9%
TEN,8-0,3,-20.6%,4,-18.6%,1,-24.2%,11,-15.8%
MIN,4-4,4,-20.3%,3,-21.0%,6,-14.1%,3,-29.9%
PHI,5-3,5,-15.5%,5,-16.5%,8,-10.4%,4,-22.0%
TB,6-3,6,-15.1%,7,-14.0%,7,-12.5%,8,-18.5%
NYG,7-1,7,-14.7%,6,-14.5%,4,-17.8%,14,-10.6%
CHI,5-3,8,-11.6%,8,-11.2%,10,-6.9%,6,-19.2%
CAR,6-2,9,-9.5%,9,-9.8%,5,-14.8%,21,-2.5%
GB,4-4,10,-8.5%,10,-9.5%,3,-20.7%,26,5.6%
MIA,4-4,11,-7.0%,11,-8.6%,14,4.6%,5,-21.1%
WAS,6-3,12,-6.7%,12,-6.1%,11,-0.2%,10,-15.9%
SF,2-6,13,-3.6%,13,-3.2%,12,0.5%,15,-7.9%
ARI,5-3,14,-2.7%,14,-1.3%,19,8.5%,9,-17.4%
NYJ,5-3,15,-1.5%,15,-0.4%,20,10.8%,7,-18.6%
BUF,5-3,16,-0.8%,17,1.2%,13,2.1%,19,-4.0%
IND,4-4,17,1.0%,16,1.0%,15,5.5%,20,-2.9%
ATL,5-3,18,3.9%,18,2.7%,16,6.7%,23,0.3%
DAL,5-4,19,4.4%,19,4.7%,17,7.2%,24,0.8%
NO,4-4,20,7.7%,20,7.0%,21,17.3%,17,-6.0%
JAX,3-5,21,8.5%,23,9.7%,23,19.7%,16,-6.4%
OAK,2-6,22,8.9%,22,8.6%,18,7.8%,31,9.8%
CLE,3-5,23,9.5%,21,7.8%,24,20.2%,22,-0.7%
CIN,1-8,24,9.6%,24,10.3%,27,26.1%,18,-5.7%
SEA,2-6,25,11.5%,25,11.2%,31,33.5%,12,-14.5%
NE,5-3,26,12.7%,26,13.7%,32,34.3%,13,-11.7%
SD,3-5,27,13.0%,27,13.8%,22,17.4%,27,6.0%
DET,0-8,28,16.4%,28,13.9%,29,28.7%,25,4.4%
KC,1-7,29,17.1%,30,17.3%,30,29.1%,28,6.6%
STL,2-6,30,17.3%,29,14.9%,26,25.8%,30,9.2%
DEN,4-4,31,18.0%,31,18.3%,28,27.1%,29,7.9%
HOU,3-5,32,19.1%,32,18.3%,25,24.7%,32,13.0%
