Team,W-L,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense
BAL,1-0,1,-60.5%,1,-60.5%,1,-54.1%,1,-67.7%
TEN,2-0,2,-50.4%,2,-50.4%,2,-48.4%,2,-52.8%
NYG,2-0,3,-28.9%,3,-28.9%,3,-34.7%,12,-21.5%
ARI,2-0,4,-26.8%,4,-26.8%,5,-26.5%,7,-27.3%
PIT,2-0,5,-26.0%,5,-26.0%,6,-25.1%,8,-27.1%
BUF,2-0,6,-25.9%,6,-25.9%,4,-27.0%,11,-24.5%
NE,2-0,7,-15.8%,7,-15.8%,9,-17.7%,14,-13.4%
TB,1-1,8,-15.0%,8,-15.0%,13,-6.2%,9,-26.5%
MIN,0-2,9,-10.4%,9,-10.4%,21,15.5%,3,-43.8%
GB,2-0,10,-10.2%,10,-10.2%,11,-15.9%,21,3.2%
CHI,1-1,11,-7.5%,11,-7.5%,12,-10.4%,18,-3.3%
SF,1-1,12,-6.9%,12,-6.9%,7,-20.5%,24,5.2%
NYJ,1-1,13,-6.8%,13,-6.8%,18,9.2%,6,-28.3%
WAS,1-1,14,-6.5%,14,-6.5%,10,-16.6%,25,5.5%
IND,1-1,15,-5.9%,15,-5.9%,8,-19.1%,20,2.5%
CAR,2-0,16,-5.3%,16,-5.3%,14,-3.9%,15,-6.8%
JAX,0-2,17,-2.4%,17,-2.4%,16,2.4%,16,-6.7%
PHI,1-1,18,2.2%,18,2.2%,25,29.4%,4,-33.7%
OAK,1-1,19,5.3%,19,5.3%,17,6.1%,22,4.3%
SEA,0-2,20,5.9%,20,5.9%,26,29.6%,5,-29.0%
KC,0-2,21,6.4%,21,6.4%,15,0.5%,26,10.3%
DAL,2-0,22,7.2%,22,7.2%,19,9.9%,19,2.5%
CIN,0-2,23,7.4%,23,7.4%,20,11.6%,23,4.9%
ATL,1-1,24,11.4%,24,11.4%,24,23.4%,17,-4.6%
DEN,2-0,25,12.0%,25,12.0%,29,39.0%,13,-19.4%
MIA,0-2,26,17.5%,26,17.5%,31,64.0%,10,-26.1%
SD,0-2,27,18.9%,27,18.9%,22,18.6%,28,19.3%
NO,1-1,28,22.9%,28,22.9%,23,21.3%,31,25.5%
HOU,0-1,29,29.0%,29,29.0%,27,35.5%,30,25.5%
CLE,0-2,30,32.1%,30,32.1%,30,54.5%,27,14.3%
DET,0-2,31,45.0%,31,45.0%,28,37.2%,32,52.5%
STL,0-2,32,50.4%,32,50.4%,32,76.1%,29,21.3%
