Date,Team,Opponent, Score,Opponent Score,Home,Playoff Game?, Odds Open, Line Open,Win %,Total DVOA Rank,Total DVOA,Weighted DVOA Rank,Weighted DVOA,Offense DVOA Rank,Offense DVOA,Offense Weighted DVOA Rank,Offense Weighted DVOA,Defense DVOA Rank,Defense DVOA,Defense Weighted DVOA Rank,Defense Weighted DVOA,Special Teams DVOA Rank,Special Teams DVOA,Special Teams Weighted DVOA Rank,Special Teams Weighted DVOA,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense,DefenseDVOA Rank,DefenseDVOA,Defense WeightedDVOA Rank,Defense WeightedDVOA,PassDefense Rank,PassDefense,RushDefense Rank,RushDefense,Opponent Win %,Opponent Total DVOA Rank,Opponent Total DVOA,Opponent Weighted DVOA Rank,Opponent Weighted DVOA,Opponent Offense DVOA Rank,Opponent Offense DVOA,Opponent Offense Weighted DVOA Rank,Opponent Offense Weighted DVOA,Opponent Defense DVOA Rank,Opponent Defense DVOA,Opponent Defense Weighted DVOA Rank,Opponent Defense Weighted DVOA,Opponent Special Teams DVOA Rank,Opponent Special Teams DVOA,Opponent Special Teams Weighted DVOA Rank,Opponent Special Teams Weighted DVOA,Opponent OffenseDVOA Rank,Opponent OffenseDVOA,Opponent Offense WeightedDVOA Rank,Opponent Offense WeightedDVOA,Opponent PassOffense Rank,Opponent PassOffense,Opponent RushOffense Rank,Opponent RushOffense,Opponent DefenseDVOA Rank,Opponent DefenseDVOA,Opponent Defense WeightedDVOA Rank,Opponent Defense WeightedDVOA,Opponent PassDefense Rank,Opponent PassDefense,Opponent RushDefense Rank,Opponent RushDefense,Wins,Losses,Ties,Opponent Wins,Opponent Losses,Opponent Ties
2020 Week 17,LAS,DEN,32,31,,N,1.9,1,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333333333,30,-0.229,29,-0.238,32,-0.212,32,-0.217,14,0.001,17,0.018,22,-0.016,20,-0.004,32,-0.212,32,-0.217,30,-0.152,26,-0.22,14,0.1,17,0.018,11,0.8,25,-0.009,,,,5,10,
2020 Week 17,LAC,KC,38,21,,N,1.54,-3.5,0.4,27,-0.184,28,-0.232,17,-0.008,17,-0.035,22,0.052,23,0.063,32,-0.124,32,-0.134,17,-0.008,17,-0.035,8,0.243,31,-0.283,22,0.052,23,0.063,18,0.086,28,0.008,0.933333333,4,0.227,5,0.252,2,0.249,2,0.26,19,0.026,19,0.026,17,0.004,15,0.018,2,0.249,2,0.26,1,0.499,10,-0.037,19,2.6,19,0.026,12,3.2,29,0.019,6,9,,14,1,
2020 Week 17,ARI,LAR,7,18,,N,2,1,0.533333333,14,0.022,17,0.004,20,-0.022,22,-0.07,10,-0.045,11,-0.067,19,-0.001,18,0.007,20,-0.022,22,-0.07,16,0.149,17,-0.085,10,-0.045,11,-0.067,10,0.007,14,-0.121,0.6,8,0.171,7,0.184,8,0.079,12,0.028,5,-0.158,2,-0.217,30,-0.066,30,-0.061,8,0.079,12,0.028,18,0.139,2,0.075,5,-15.8,2,-0.217,3,-11.2,3,-0.225,8,7,,9,6,
2020 Week 17,SEA,SF,26,23,,N,1.5,-4,0.733333333,6,0.2,6,0.197,6,0.14,7,0.089,16,0.013,14,-0.028,3,0.073,2,0.08,6,0.14,7,0.089,6,0.322,12,-0.043,16,0.013,14,-0.028,21,0.135,10,-0.198,0.4,12,0.055,13,0.048,18,-0.021,19,-0.056,6,-0.098,6,-0.135,24,-0.022,26,-0.031,18,-0.021,19,-0.056,22,0.103,14,-0.075,6,-9.8,6,-0.135,8,-1.6,7,-0.215,11,4,,6,9,
2020 Week 17,MIA,BUF,26,56,,N,2.55,3.5,0.666666667,11,0.099,10,0.128,16,0.007,14,0,11,-0.045,7,-0.097,4,0.047,8,0.031,16,0.007,14,0,13,0.183,22,-0.175,11,-0.045,7,-0.097,6,-0.06,23,-0.024,0.8,5,0.207,3,0.277,5,0.156,5,0.171,13,-0.01,12,-0.049,5,0.04,4,0.057,5,0.156,5,0.171,3,0.438,21,-0.147,13,-1,12,-0.049,15,4.6,17,-0.081,10,5,,12,3,
2020 Week 17,NO,CAR,33,7,,N,1.35,-5.5,0.733333333,1,0.323,1,0.338,7,0.119,6,0.11,3,-0.17,3,-0.197,6,0.035,7,0.031,7,0.119,6,0.11,14,0.175,1,0.107,3,-0.17,3,-0.197,4,-0.103,2,-0.273,0.333333333,18,-0.032,19,-0.047,11,0.038,15,-0.001,25,0.08,24,0.064,15,0.01,14,0.018,11,0.038,15,-0.001,10,0.197,18,-0.086,25,8,24,0.064,23,16.2,21,-0.04,11,4,,5,10,
2020 Week 17,BAL,CIN,38,3,,N,1.14,-11.5,0.666666667,9,0.16,11,0.103,12,0.032,11,0.04,9,-0.05,15,0.005,2,0.078,3,0.068,12,0.032,11,0.04,20,0.134,4,0.041,9,-0.05,15,0.005,16,0.047,8,-0.206,0.285714286,29,-0.228,27,-0.202,28,-0.164,27,-0.154,27,0.088,28,0.077,9,0.023,10,0.028,28,-0.164,27,-0.154,25,-0.015,28,-0.245,27,8.8,28,0.077,27,18.7,20,-0.048,10,5,,4,10,1
2020 Week 17,PIT,CLE,22,24,,N,3.4,7,0.8,7,0.184,8,0.17,22,-0.048,21,-0.069,1,-0.22,1,-0.228,14,0.011,17,0.012,22,-0.048,21,-0.069,21,0.119,30,-0.275,1,-0.22,1,-0.228,1,-0.218,5,-0.224,0.666666667,21,-0.075,18,-0.032,10,0.039,8,0.06,24,0.075,26,0.069,27,-0.039,23,-0.023,10,0.039,8,0.06,12,0.19,9,-0.028,24,7.5,26,0.069,25,17.2,18,-0.058,12,3,,10,5,
2020 Week 17,MIN,DET,37,35,,N,1.36,-6.5,0.4,19,-0.043,22,-0.092,9,0.068,9,0.055,18,0.02,21,0.037,31,-0.09,31,-0.109,9,0.068,9,0.055,11,0.191,6,0.015,18,0.02,21,0.037,13,0.035,27,0.002,0.333333333,26,-0.181,30,-0.244,18,-0.021,18,-0.053,32,0.181,32,0.219,11,0.021,11,0.028,18,-0.021,18,-0.053,19,0.134,23,-0.175,32,18.1,32,0.219,32,32.8,26,0,6,9,,5,10,
2020 Week 17,TEN,HOU,41,38,,N,1.25,-7,0.666666667,13,0.035,12,0.05,3,0.19,3,0.199,29,0.111,29,0.123,28,-0.044,25,-0.026,3,0.19,3,0.199,4,0.399,3,0.067,29,0.111,29,0.123,30,0.268,15,-0.109,0.266666667,24,-0.138,25,-0.171,13,0.026,13,0.021,30,0.153,31,0.178,20,-0.012,22,-0.013,13,0.026,13,0.021,7,0.256,32,-0.306,30,15.3,31,0.178,29,26.2,30,0.021,10,5,,4,11,
2020 Week 17,JAX,IND,14,28,,N,8,13.5,0.066666667,31,-0.285,32,-0.322,27,-0.132,30,-0.194,31,0.155,30,0.142,18,0.001,16,0.015,27,-0.132,30,-0.194,26,-0.093,19,-0.097,31,0.155,30,0.142,31,0.316,22,-0.031,0.666666667,10,0.146,9,0.154,14,0.022,10,0.055,8,-0.093,10,-0.071,7,0.031,9,0.028,14,0.022,10,0.055,15,0.153,15,-0.077,8,-9.3,10,-0.071,7,-3.3,11,-0.183,1,14,,10,5,
2020 Week 17,NYJ,NE,14,28,,N,2.55,3,0.133333333,32,-0.293,31,-0.283,31,-0.208,31,-0.202,20,0.032,18,0.026,29,-0.053,29,-0.056,31,-0.208,31,-0.202,28,-0.127,27,-0.232,20,0.032,18,0.026,28,0.203,9,-0.202,0.4,23,-0.098,23,-0.11,24,-0.096,26,-0.152,26,0.081,25,0.069,1,0.079,1,0.111,24,-0.096,26,-0.152,31,-0.161,7,-0.014,26,8.1,25,0.069,19,9.3,32,0.067,2,13,,6,9,
2020 Week 17,DAL,NYG,19,23,,N,1.68,-2.5,0.4,22,-0.088,20,-0.076,23,-0.068,23,-0.088,21,0.05,20,0.034,8,0.031,5,0.047,23,-0.068,23,-0.088,23,0.021,20,-0.126,21,0.05,20,0.034,20,0.109,24,-0.016,0.333333333,25,-0.17,24,-0.17,26,-0.126,25,-0.123,23,0.059,22,0.046,12,0.015,19,-0.001,26,-0.126,25,-0.123,29,-0.138,8,-0.025,23,5.9,22,0.046,24,17.2,16,-0.099,6,9,,5,10,
2020 Week 17,ATL,TB,27,44,,N,3.4,6,0.266666667,17,-0.021,16,0.021,21,-0.039,20,-0.061,12,-0.03,8,-0.093,21,-0.012,21,-0.011,21,-0.039,20,-0.061,17,0.149,29,-0.262,12,-0.03,8,-0.093,17,0.081,6,-0.223,0.666666667,2,0.29,2,0.296,4,0.16,4,0.185,4,-0.162,5,-0.146,26,-0.032,27,-0.036,4,0.16,4,0.185,5,0.33,13,-0.049,4,-16.2,5,-0.146,5,-6.6,1,-0.34,4,11,,10,5,
2020 Week 16,NE,BUF,9,38,,N,3.4,6.5,0.428571429,21,-0.067,20,-0.051,24,-0.094,25,-0.12,23,0.064,21,0.051,1,0.091,1,0.12,24,-0.094,25,-0.12,29,-0.155,7,-0.013,23,0.064,21,0.051,16,0.069,32,0.057,0.785714286,7,0.179,3,0.234,6,0.137,4,0.147,14,-0.002,13,-0.034,5,0.04,4,0.053,6,0.137,4,0.147,4,0.409,21,-0.146,14,-0.2,13,-0.034,15,5.2,18,-0.071,6,8,,11,3,
2020 Week 16,GB,TEN,40,14,,N,1.5,-4,0.785714286,4,0.2,5,0.221,2,0.261,2,0.266,18,0.04,17,0.014,26,-0.021,26,-0.03,2,0.261,2,0.266,3,0.475,5,0.011,18,0.04,17,0.014,18,0.102,21,-0.046,0.714285714,12,0.09,11,0.122,3,0.235,3,0.253,28,0.097,29,0.098,29,-0.048,27,-0.032,3,0.235,3,0.253,2,0.49,2,0.072,28,9.7,29,0.098,30,25.1,16,-0.129,11,3,,10,4,
2020 Week 16,DAL,PHI,37,17,,N,2,1,0.357142857,24,-0.124,23,-0.114,23,-0.087,23,-0.1,24,0.066,23,0.059,8,0.029,5,0.044,23,-0.087,23,-0.1,24,-0.014,20,-0.124,24,0.066,23,0.059,20,0.134,25,-0.009,0.307692308,26,-0.157,24,-0.128,28,-0.142,26,-0.124,15,0.001,14,-0.012,25,-0.014,25,-0.016,28,-0.142,26,-0.124,27,-0.105,15,-0.066,15,0.1,14,-0.012,23,15.8,10,-0.186,5,9,,4,9,1
2020 Week 16,LAC,DEN,19,16,,N,1.55,-3,0.357142857,28,-0.203,30,-0.248,19,-0.009,19,-0.031,21,0.057,26,0.066,32,-0.138,32,-0.151,19,-0.009,19,-0.031,9,0.239,31,-0.28,21,0.057,26,0.066,17,0.098,26,0.004,0.357142857,30,-0.244,29,-0.245,32,-0.226,32,-0.219,16,0.007,19,0.029,22,-0.011,18,0.002,32,-0.226,32,-0.219,30,-0.162,26,-0.237,16,0.7,19,0.029,9,0.8,27,0.007,5,9,,5,9,
2020 Week 16,SEA,LAR,20,9,,N,1.74,-2.5,0.714285714,9,0.166,9,0.154,4,0.143,6,0.106,20,0.042,18,0.02,3,0.065,2,0.067,4,0.143,6,0.106,5,0.324,9,-0.03,20,0.042,18,0.02,24,0.166,12,-0.169,0.642857143,6,0.182,6,0.203,7,0.104,8,0.072,4,-0.147,3,-0.2,30,-0.07,30,-0.069,7,0.104,8,0.072,17,0.163,1,0.1,4,-14.7,3,-0.2,4,-10,7,-0.214,10,4,,9,5,
2020 Week 16,BAL,NYG,27,13,,N,1.16,-12.5,0.642857143,10,0.164,12,0.116,15,0.016,14,0.013,8,-0.07,12,-0.037,2,0.078,3,0.066,15,0.016,14,0.013,20,0.118,4,0.025,8,-0.07,12,-0.037,11,0.023,6,-0.215,0.357142857,27,-0.162,26,-0.135,27,-0.14,27,-0.13,19,0.041,16,0.014,11,0.019,16,0.008,27,-0.14,27,-0.13,31,-0.167,11,-0.034,19,4.1,16,0.014,22,15.7,15,-0.133,9,5,,5,9,
2020 Week 16,HOU,CIN,31,37,,N,1.23,-9,0.285714286,23,-0.109,25,-0.128,13,0.023,13,0.013,30,0.122,31,0.13,23,-0.011,24,-0.012,13,0.023,13,0.013,7,0.271,32,-0.344,30,0.122,31,0.13,28,0.209,29,0.017,0.230769231,29,-0.235,28,-0.231,29,-0.196,31,-0.209,25,0.066,22,0.055,9,0.028,9,0.033,29,-0.196,31,-0.209,26,-0.064,28,-0.249,25,6.6,22,0.055,27,17.8,17,-0.079,4,10,,3,10,1
2020 Week 16,JAX,CHI,17,41,,N,3.7,7.5,0.071428571,31,-0.246,31,-0.266,25,-0.1,28,-0.147,31,0.143,30,0.127,18,-0.003,15,0.008,25,-0.1,28,-0.147,25,-0.051,16,-0.078,31,0.143,30,0.127,32,0.292,23,-0.026,0.5,15,-0.003,14,0.015,26,-0.115,24,-0.101,7,-0.087,9,-0.074,10,0.025,7,0.042,26,-0.115,24,-0.101,23,-0.01,22,-0.157,7,-8.7,9,-0.074,10,1.1,5,-0.217,1,13,,7,7,
2020 Week 16,KC,ATL,17,14,,N,1.22,-11,0.928571429,3,0.234,2,0.247,1,0.264,1,0.273,17,0.029,20,0.038,17,-0.001,14,0.012,1,0.264,1,0.273,1,0.534,13,-0.055,17,0.029,20,0.038,13,0.032,30,0.026,0.285714286,20,-0.048,17,-0.021,21,-0.05,20,-0.065,12,-0.011,11,-0.05,21,-0.01,21,-0.006,21,-0.05,20,-0.065,19,0.129,29,-0.266,12,-1.1,11,-0.05,19,11.5,4,-0.227,13,1,,4,10,
2020 Week 16,NYJ,CLE,23,16,,N,4.75,9.5,0.071428571,32,-0.329,32,-0.312,31,-0.224,30,-0.205,22,0.059,25,0.064,28,-0.047,29,-0.043,31,-0.224,30,-0.205,28,-0.147,27,-0.247,22,0.059,25,0.064,29,0.25,8,-0.196,0.714285714,19,-0.042,15,0.007,8,0.077,7,0.101,26,0.075,24,0.061,27,-0.044,28,-0.034,8,0.077,7,0.101,8,0.263,8,-0.017,26,7.5,24,0.061,25,17.2,19,-0.061,1,13,,10,4,
2020 Week 16,PIT,IND,28,24,,N,1.71,-2.5,0.785714286,5,0.19,8,0.17,22,-0.061,21,-0.089,1,-0.235,1,-0.246,12,0.016,13,0.013,22,-0.061,21,-0.089,21,0.099,30,-0.268,1,-0.235,1,-0.246,1,-0.217,3,-0.258,0.714285714,8,0.171,7,0.173,12,0.024,10,0.041,6,-0.118,5,-0.107,7,0.029,10,0.025,12,0.024,10,0.041,15,0.178,18,-0.102,6,-11.8,5,-0.107,6,-7.7,11,-0.177,11,3,,10,4,
2020 Week 16,WAS,CAR,13,20,,N,1.76,-2,0.428571429,16,-0.031,16,-0.01,30,-0.201,29,-0.191,3,-0.162,4,-0.156,14,0.008,11,0.025,30,-0.201,29,-0.191,32,-0.247,12,-0.037,3,-0.162,4,-0.156,2,-0.158,13,-0.167,0.285714286,17,-0.035,18,-0.038,10,0.05,12,0.03,27,0.085,27,0.068,16,0,19,0,10,0.05,12,0.03,11,0.205,14,-0.066,27,8.5,27,0.068,26,17.4,22,-0.041,6,8,,4,10,
2020 Week 16,LAS,MIA,25,26,,N,2.2,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.642857143,11,0.119,10,0.146,16,0.013,15,0.013,11,-0.052,6,-0.09,4,0.053,6,0.043,16,0.013,15,0.013,13,0.188,24,-0.161,11,-5.2,6,-0.09,5,-7.9,24,-0.017,,,,9,5,
2020 Week 16,ARI,SF,12,20,,N,1.47,-4,0.571428571,13,0.068,13,0.071,17,0.01,17,-0.007,9,-0.062,8,-0.08,19,-0.005,20,-0.003,17,0.01,17,-0.007,12,0.201,17,-0.08,9,-0.062,8,-0.08,8,0.001,14,-0.157,0.357142857,14,0.006,19,-0.044,20,-0.044,22,-0.098,10,-0.057,10,-0.06,20,-0.006,23,-0.007,20,-0.044,22,-0.098,22,0.083,19,-0.104,10,-5.7,10,-0.06,14,4.3,9,-0.194,8,6,,5,9,
2020 Week 16,DET,TB,7,47,,N,3.8,7,0.357142857,25,-0.135,27,-0.188,14,0.018,16,-0.001,32,0.16,32,0.192,15,0.007,17,0.005,14,0.018,16,-0.001,14,0.184,23,-0.161,32,0.16,32,0.192,31,0.286,28,0.011,0.642857143,2,0.255,4,0.223,5,0.14,5,0.14,5,-0.126,7,-0.089,24,-0.011,22,-0.006,5,0.14,5,0.14,6,0.29,10,-0.032,5,-12.6,7,-0.089,7,-2,1,-0.319,5,9,,9,5,
2020 Week 16,NO,MIN,52,33,,N,1.31,-7,0.714285714,1,0.285,1,0.308,9,0.073,9,0.06,2,-0.176,2,-0.215,6,0.036,8,0.034,9,0.073,9,0.06,18,0.151,3,0.037,2,-0.176,2,-0.215,3,-0.108,2,-0.279,0.428571429,18,-0.037,21,-0.068,11,0.048,11,0.038,13,-0.009,15,-0.007,31,-0.093,31,-0.112,11,0.048,11,0.038,16,0.172,6,-0.001,13,-0.9,15,-0.007,12,2.6,20,-0.053,10,4,,6,8,
2020 Week 16,BUF,NE,38,9,,N,1.33,-6.5,0.785714286,7,0.179,3,0.234,6,0.137,4,0.147,14,-0.002,13,-0.034,5,0.04,4,0.053,6,0.137,4,0.147,4,0.409,21,-0.146,14,-0.002,13,-0.034,15,0.052,18,-0.071,0.428571429,21,-0.067,20,-0.051,24,-0.094,25,-0.12,23,0.064,21,0.051,1,0.091,1,0.12,24,-0.094,25,-0.12,29,-0.155,7,-0.013,23,6.4,21,0.051,16,6.9,32,0.057,11,3,,6,8,
2020 Week 16,TEN,GB,14,40,,N,2.7,4,0.714285714,12,0.09,11,0.122,3,0.235,3,0.253,28,0.097,29,0.098,29,-0.048,27,-0.032,3,0.235,3,0.253,2,0.49,2,0.072,28,0.097,29,0.098,30,0.251,16,-0.129,0.785714286,4,0.2,5,0.221,2,0.261,2,0.266,18,0.04,17,0.014,26,-0.021,26,-0.03,2,0.261,2,0.266,3,0.475,5,0.011,18,4,17,0.014,18,10.2,21,-0.046,10,4,,11,3,
2020 Week 16,PHI,DAL,17,37,,N,1.83,-1,0.307692308,26,-0.157,24,-0.128,28,-0.142,26,-0.124,15,0.001,14,-0.012,25,-0.014,25,-0.016,28,-0.142,26,-0.124,27,-0.105,15,-0.066,15,0.001,14,-0.012,23,0.158,10,-0.186,0.357142857,24,-0.124,23,-0.114,23,-0.087,23,-0.1,24,0.066,23,0.059,8,0.029,5,0.044,23,-0.087,23,-0.1,24,-0.014,20,-0.124,24,6.6,23,0.059,20,13.4,25,-0.009,4,9,1,5,9,
2020 Week 16,DEN,LAC,16,19,,N,2.6,3,0.357142857,30,-0.244,29,-0.245,32,-0.226,32,-0.219,16,0.007,19,0.029,22,-0.011,18,0.002,32,-0.226,32,-0.219,30,-0.162,26,-0.237,16,0.007,19,0.029,9,0.008,27,0.007,0.357142857,28,-0.203,30,-0.248,19,-0.009,19,-0.031,21,0.057,26,0.066,32,-0.138,32,-0.151,19,-0.009,19,-0.031,9,0.239,31,-0.28,21,5.7,26,0.066,17,9.8,26,0.004,5,9,,5,9,
2020 Week 16,LAR,SEA,9,20,,N,2.15,2.5,0.642857143,6,0.182,6,0.203,7,0.104,8,0.072,4,-0.147,3,-0.2,30,-0.07,30,-0.069,7,0.104,8,0.072,17,0.163,1,0.1,4,-0.147,3,-0.2,4,-0.1,7,-0.214,0.714285714,9,0.166,9,0.154,4,0.143,6,0.106,20,0.042,18,0.02,3,0.065,2,0.067,4,0.143,6,0.106,5,0.324,9,-0.03,20,4.2,18,0.02,24,16.6,12,-0.169,9,5,,10,4,
2020 Week 16,NYG,BAL,13,27,,N,5.5,12.5,0.357142857,27,-0.162,26,-0.135,27,-0.14,27,-0.13,19,0.041,16,0.014,11,0.019,16,0.008,27,-0.14,27,-0.13,31,-0.167,11,-0.034,19,0.041,16,0.014,22,0.157,15,-0.133,0.642857143,10,0.164,12,0.116,15,0.016,14,0.013,8,-0.07,12,-0.037,2,0.078,3,0.066,15,0.016,14,0.013,20,0.118,4,0.025,8,-7,12,-0.037,11,2.3,6,-0.215,5,9,,9,5,
2020 Week 16,CIN,HOU,37,31,,N,4.25,9,0.230769231,29,-0.235,28,-0.231,29,-0.196,31,-0.209,25,0.066,22,0.055,9,0.028,9,0.033,29,-0.196,31,-0.209,26,-0.064,28,-0.249,25,0.066,22,0.055,27,0.178,17,-0.079,0.285714286,23,-0.109,25,-0.128,13,0.023,13,0.013,30,0.122,31,0.13,23,-0.011,24,-0.012,13,0.023,13,0.013,7,0.271,32,-0.344,30,12.2,31,0.13,28,20.9,29,0.017,3,10,1,4,10,
2020 Week 16,CHI,JAX,41,17,,N,1.29,-7.5,0.5,15,-0.003,14,0.015,26,-0.115,24,-0.101,7,-0.087,9,-0.074,10,0.025,7,0.042,26,-0.115,24,-0.101,23,-0.01,22,-0.157,7,-0.087,9,-0.074,10,0.011,5,-0.217,0.071428571,31,-0.246,31,-0.266,25,-0.1,28,-0.147,31,0.143,30,0.127,18,-0.003,15,0.008,25,-0.1,28,-0.147,25,-0.051,16,-0.078,31,14.3,30,0.127,32,29.2,23,-0.026,7,7,,1,13,
2020 Week 16,ATL,KC,14,17,,N,4.5,11,0.285714286,20,-0.048,17,-0.021,21,-0.05,20,-0.065,12,-0.011,11,-0.05,21,-0.01,21,-0.006,21,-0.05,20,-0.065,19,0.129,29,-0.266,12,-0.011,11,-0.05,19,0.115,4,-0.227,0.928571429,3,0.234,2,0.247,1,0.264,1,0.273,17,0.029,20,0.038,17,-0.001,14,0.012,1,0.264,1,0.273,1,0.534,13,-0.055,17,2.9,20,0.038,13,3.2,30,0.026,4,10,,13,1,
2020 Week 16,CLE,NYJ,16,23,,N,1.2,-9.5,0.714285714,19,-0.042,15,0.007,8,0.077,7,0.101,26,0.075,24,0.061,27,-0.044,28,-0.034,8,0.077,7,0.101,8,0.263,8,-0.017,26,0.075,24,0.061,25,0.172,19,-0.061,0.071428571,32,-0.329,32,-0.312,31,-0.224,30,-0.205,22,0.059,25,0.064,28,-0.047,29,-0.043,31,-0.224,30,-0.205,28,-0.147,27,-0.247,22,5.9,25,0.064,29,25,8,-0.196,10,4,,1,13,
2020 Week 16,IND,PIT,24,28,,N,2.2,2.5,0.714285714,8,0.171,7,0.173,12,0.024,10,0.041,6,-0.118,5,-0.107,7,0.029,10,0.025,12,0.024,10,0.041,15,0.178,18,-0.102,6,-0.118,5,-0.107,6,-0.077,11,-0.177,0.785714286,5,0.19,8,0.17,22,-0.061,21,-0.089,1,-0.235,1,-0.246,12,0.016,13,0.013,22,-0.061,21,-0.089,21,0.099,30,-0.268,1,-23.5,1,-0.246,1,-21.7,3,-0.258,10,4,,11,3,
2020 Week 16,CAR,WAS,20,13,,N,2.1,2,0.285714286,17,-0.035,18,-0.038,10,0.05,12,0.03,27,0.085,27,0.068,16,0,19,0,10,0.05,12,0.03,11,0.205,14,-0.066,27,0.085,27,0.068,26,0.174,22,-0.041,0.428571429,16,-0.031,16,-0.01,30,-0.201,29,-0.191,3,-0.162,4,-0.156,14,0.008,11,0.025,30,-0.201,29,-0.191,32,-0.247,12,-0.037,3,-16.2,4,-0.156,2,-15.8,13,-0.167,4,10,,6,8,
2020 Week 16,MIA,LAS,26,25,,N,1.71,-2,0.642857143,11,0.119,10,0.146,16,0.013,15,0.013,11,-0.052,6,-0.09,4,0.053,6,0.043,16,0.013,15,0.013,13,0.188,24,-0.161,11,-0.052,6,-0.09,5,-0.079,24,-0.017,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,,,,
2020 Week 16,SF,ARI,20,12,,N,2.75,4,0.357142857,14,0.006,19,-0.044,20,-0.044,22,-0.098,10,-0.057,10,-0.06,20,-0.006,23,-0.007,20,-0.044,22,-0.098,22,0.083,19,-0.104,10,-0.057,10,-0.06,14,0.043,9,-0.194,0.571428571,13,0.068,13,0.071,17,0.01,17,-0.007,9,-0.062,8,-0.08,19,-0.005,20,-0.003,17,0.01,17,-0.007,12,0.201,17,-0.08,9,-6.2,8,-0.08,8,0.1,14,-0.157,5,9,,8,6,
2020 Week 16,TB,DET,47,7,,N,1.27,-7,0.642857143,2,0.255,4,0.223,5,0.14,5,0.14,5,-0.126,7,-0.089,24,-0.011,22,-0.006,5,0.14,5,0.14,6,0.29,10,-0.032,5,-0.126,7,-0.089,7,-0.02,1,-0.319,0.357142857,25,-0.135,27,-0.188,14,0.018,16,-0.001,32,0.16,32,0.192,15,0.007,17,0.005,14,0.018,16,-0.001,14,0.184,23,-0.161,32,16,32,0.192,31,28.6,28,0.011,9,5,,5,9,
2020 Week 16,MIN,NO,33,52,,N,3.6,7,0.428571429,18,-0.037,21,-0.068,11,0.048,11,0.038,13,-0.009,15,-0.007,31,-0.093,31,-0.112,11,0.048,11,0.038,16,0.172,6,-0.001,13,-0.009,15,-0.007,12,0.026,20,-0.053,0.714285714,1,0.285,1,0.308,9,0.073,9,0.06,2,-0.176,2,-0.215,6,0.036,8,0.034,9,0.073,9,0.06,18,0.151,3,0.037,2,-17.6,2,-0.215,3,-10.8,2,-0.279,6,8,,10,4,
2020 Week 15,CIN,PIT,27,17,,N,8,13,0.166666667,31,-0.292,31,-0.298,30,-0.215,31,-0.222,29,0.106,29,0.11,6,0.029,7,0.034,30,-0.215,31,-0.222,26,-0.073,31,-0.289,29,0.106,29,0.11,29,0.246,18,-0.075,0.846153846,4,0.235,4,0.234,20,-0.021,20,-0.036,1,-0.244,1,-0.262,14,0.012,18,0.008,20,-0.021,20,-0.036,19,0.157,30,-0.263,1,-24.4,1,-0.262,1,-21.6,3,-0.284,2,10,1,11,2,
2020 Week 15,NYG,CLE,6,20,,N,2.65,3.5,0.384615385,26,-0.136,24,-0.108,28,-0.141,26,-0.131,17,0.012,16,-0.015,11,0.017,17,0.009,28,-0.141,26,-0.131,31,-0.181,7,-0.015,17,0.012,16,-0.015,18,0.113,14,-0.143,0.692307692,21,-0.071,18,-0.039,10,0.048,10,0.058,23,0.077,22,0.064,27,-0.042,26,-0.033,10,0.048,10,0.058,9,0.209,10,-0.023,23,7.7,22,0.064,24,16.7,21,-0.048,5,8,,9,4,
2020 Week 15,NO,KC,29,32,,N,2.75,4,0.769230769,1,0.286,1,0.305,8,0.087,8,0.077,2,-0.175,3,-0.208,8,0.025,13,0.02,8,0.087,8,0.077,16,0.169,2,0.052,2,-0.175,3,-0.208,4,-0.077,1,-0.323,0.923076923,3,0.25,2,0.271,2,0.276,2,0.286,18,0.04,19,0.046,13,0.014,9,0.03,2,0.276,2,0.286,1,0.577,18,-0.099,18,4,19,0.046,14,4.6,30,0.032,10,3,,12,1,
2020 Week 15,ARI,PHI,33,26,,N,1.4,-5.5,0.538461538,12,0.072,12,0.073,14,0.018,15,0.003,9,-0.061,9,-0.076,22,-0.007,22,-0.007,14,0.018,15,0.003,14,0.184,16,-0.053,9,-0.061,9,-0.076,9,-0.024,15,-0.114,0.333333333,25,-0.13,23,-0.097,27,-0.138,27,-0.133,15,-0.004,15,-0.026,16,0.004,16,0.01,27,-0.138,27,-0.133,27,-0.139,5,-0.011,15,-0.4,15,-0.026,22,13.7,13,-0.169,7,6,,4,8,1
2020 Week 15,LAR,NYJ,20,23,,N,1.06,-16.5,0.692307692,5,0.211,5,0.228,6,0.123,7,0.092,3,-0.163,2,-0.218,30,-0.075,30,-0.083,6,0.123,7,0.092,12,0.199,1,0.099,3,-0.163,2,-0.218,3,-0.124,6,-0.218,0,32,-0.376,32,-0.378,32,-0.247,32,-0.245,24,0.08,24,0.087,28,-0.049,28,-0.046,32,-0.247,32,-0.245,30,-0.178,29,-0.255,24,8,24,0.087,32,28.9,8,-0.193,9,4,,0,13,
