Date, Team,Opponent, Score,Opponent Score,Playoff Game?,Home, Odds Open, Line Open
2013 Week 14,NYJ,OAK,37,27,N,y,1.63,-3.00
2013 Week 14,PHI,DET,34,20,N,y,1.70,-2.50
2013 Week 14,PIT,MIA,28,34,N,y,1.59,-3.00
2013 Week 14,TB,BUF,27,6,N,y,1.65,-3.00
2013 Week 14,WAS,KC,10,45,N,y,2.52,3.50
2013 Week 14,JAX,HOU,27,20,N,y,2.43,3.00
2013 Week 13,SEA,NO,34,7,N,y,1.42,-5.00
2013 Week 13,IND,TEN,22,14,N,y,1.54,-3.50
2013 Week 13,KC,DEN,28,35,N,y,3.10,5.50
2013 Week 13,CLE,JAX,28,32,N,y,1.31,-7.00
2013 Week 13,CAR,TB,27,6,N,y,1.24,-7.50
2013 Week 13,MIN,CHI,23,20,N,y,1.83,-1.00
2013 Week 13,PHI,ARI,24,21,N,y,1.57,-3.00
2013 Week 13,NYJ,MIA,3,23,N,y,1.77,-2.00
2013 Week 13,BUF,ATL,31,34,N,y,1.59,-3.00
2013 Week 13,SF,STL,23,13,N,y,1.25,-8.00
2013 Week 13,HOU,NE,31,34,N,y,4.10,7.50
2013 Week 13,SD,CIN,10,17,N,y,1.83,-1.00
2013 Week 13,WAS,NYG,17,24,N,y,2.00,1.00
2013 Week 13,BAL,PIT,22,20,N,y,1.63,-3.00
2013 Week 13,DAL,OAK,31,24,N,y,1.22,-10.00
2013 Week 13,DET,GB,40,10,N,y,1.35,-7.00
2013 Week 12,WAS,SF,6,27,N,y,3.01,5.50
2013 Week 12,NE,DEN,34,31,N,y,1.95,1.00
2013 Week 12,NYG,DAL,21,24,N,y,1.69,-2.50
2013 Week 12,ARI,IND,40,11,N,y,1.56,-3.50
2013 Week 12,OAK,TEN,19,23,N,y,2.30,2.50
2013 Week 12,BAL,NYJ,19,3,N,y,1.46,-4.00
2013 Week 12,CLE,PIT,11,27,N,y,1.71,-2.50
2013 Week 12,DET,TB,21,24,N,y,1.28,-7.00
2013 Week 12,GB,MIN,26,26,N,y,1.40,-6.00
2013 Week 12,HOU,JAX,6,13,N,y,1.21,-10.50
2013 Week 12,KC,SD,38,41,N,y,1.53,-3.50
2013 Week 12,MIA,CAR,16,20,N,y,2.77,4.50
2013 Week 12,STL,CHI,42,21,N,y,1.78,-1.00
2013 Week 12,ATL,NO,13,17,N,y,3.99,7.50
2013 Week 12,CAR,NE,24,20,N,y,1.67,-3.00
2013 Week 11,TB,ATL,41,28,N,y,1.74,-2.00
2013 Week 11,BUF,NYJ,37,14,N,y,2.10,2.00
2013 Week 11,PIT,DET,37,27,N,y,2.40,3.00
2013 Week 11,PHI,WAS,24,16,N,y,1.45,-4.50
2013 Week 11,MIA,SD,20,16,N,y,2.25,2.50
2013 Week 11,CHI,BAL,23,20,N,y,1.57,-3.00
2013 Week 11,CIN,CLE,41,20,N,y,1.43,-5.00
2013 Week 11,HOU,OAK,23,28,N,y,1.18,-10.50
2013 Week 11,JAX,ARI,14,27,N,y,4.60,9.00
2013 Week 11,DEN,KC,27,17,N,y,1.29,-7.50
2013 Week 11,SEA,MIN,41,20,N,y,1.12,-13.00
2013 Week 11,NO,SF,23,20,N,y,1.57,-3.00
2013 Week 11,NYG,GB,27,13,N,y,1.56,-3.50
2013 Week 11,TEN,IND,27,30,N,y,2.30,3.00
2013 Week 10,TB,MIA,22,19,N,y,2.07,1.00
2013 Week 10,TEN,JAX,27,29,N,y,1.14,-11.50
2013 Week 10,GB,PHI,13,27,N,y,2.00,1.00
2013 Week 10,PIT,BUF,23,10,N,y,1.67,-3.00
2013 Week 10,NYG,OAK,24,20,N,y,1.30,-7.00
2013 Week 10,IND,STL,8,38,N,y,1.25,-7.50
2013 Week 10,ATL,SEA,10,33,N,y,2.65,3.50
2013 Week 10,BAL,CIN,20,17,N,y,1.83,-1.00
2013 Week 10,CHI,DET,19,21,N,y,2.00,1.00
2013 Week 10,SF,CAR,9,10,N,y,1.38,-6.00
2013 Week 10,ARI,HOU,27,24,N,y,1.50,-4.00
2013 Week 10,SD,DEN,20,28,N,y,3.60,7.00
2013 Week 10,NO,DAL,49,17,N,y,1.37,-6.50
2013 Week 10,MIN,WAS,34,27,N,y,2.05,1.50
2013 Week 9,GB,CHI,20,27,N,y,1.18,-10.00
2013 Week 9,CAR,ATL,34,10,N,y,1.23,-8.50
2013 Week 9,DAL,MIN,27,23,N,y,1.19,-9.00
2013 Week 9,NYJ,NO,26,20,N,y,3.35,6.00
2013 Week 9,STL,TEN,21,28,N,y,2.40,3.00
2013 Week 9,BUF,KC,13,23,N,y,2.95,5.00
2013 Week 9,WAS,SD,30,24,N,y,1.80,-1.50
2013 Week 9,OAK,PHI,20,49,N,y,1.83,-1.00
2013 Week 9,SEA,TB,27,24,N,y,1.05,-16.00
2013 Week 9,CLE,BAL,24,18,N,y,2.10,1.50
2013 Week 9,NE,PIT,55,31,N,y,1.36,-6.00
2013 Week 9,HOU,IND,24,27,N,y,2.05,1.50
2013 Week 9,MIA,CIN,22,20,N,y,2.35,3.00
2013 Week 9,STL,SEA,9,14,N,y,7.00,13.50
2012 Playoffs,SF,BAL,31,34,Y,y,1.51,-4.50
2012 Playoffs,NE,BAL,13,28,Y,y,1.29,-7.50
2012 Playoffs,ATL,SF,24,28,Y,y,2.75,4.00
2012 Playoffs,NE,HOU,41,28,Y,y,1.22,-9.50
2012 Playoffs,ATL,SEA,30,28,Y,y,1.65,-3.00
2012 Playoffs,SF,GB,45,31,Y,y,1.65,-3.00
2012 Playoffs,DEN,BAL,35,38,Y,y,1.22,-9.00
2012 Playoffs,WAS,SEA,14,24,Y,y,2.40,3.00
2012 Playoffs,BAL,IND,24,9,Y,y,1.27,-7.50
2012 Playoffs,HOU,CIN,19,13,Y,y,1.50,-4.00
2012 Playoffs,GB,MIN,24,10,Y,y,1.15,-11.00
2012 Week 17,WAS,DAL,28,18,N,y,1.59,-3.00
2012 Week 17,TEN,JAX,38,20,N,y,1.37,-6.00
2012 Week 17,SEA,STL,20,13,N,y,1.17,-11.50
2012 Week 17,SF,ARI,27,13,N,y,1.06,-16.50
2012 Week 17,SD,OAK,24,21,N,y,1.24,-8.50
2012 Week 17,PIT,CLE,24,10,N,y,1.18,-10.00
2012 Week 17,NYG,PHI,42,7,N,y,1.33,-6.50
2012 Week 17,NO,CAR,38,44,N,y,1.48,-4.50
2012 Week 17,NE,MIA,28,0,N,y,1.13,-11.50
2012 Week 17,MIN,GB,37,34,N,y,2.50,3.00
2012 Week 17,IND,HOU,28,16,N,y,3.45,6.50
2012 Week 17,DET,CHI,24,26,N,y,2.45,3.00
2012 Week 17,DEN,KC,38,3,N,y,1.06,-17.00
2012 Week 17,CIN,BAL,23,17,N,y,1.40,-5.50
2012 Week 17,BUF,NYJ,28,9,N,y,1.56,-3.50
2012 Week 17,ATL,TB,17,22,N,y,1.67,-3.00
2012 Week 16,TB,STL,13,28,N,y,1.63,-3.00
2012 Week 16,SEA,SF,42,13,N,y,1.69,-2.50
2012 Week 16,PIT,CIN,10,13,N,y,1.57,-3.00
2012 Week 16,PHI,WAS,20,27,N,y,2.80,4.50
2012 Week 16,NYJ,SD,17,27,N,y,1.63,-3.00
2012 Week 16,MIA,BUF,24,10,N,y,1.43,-4.50
2012 Week 16,KC,IND,13,20,N,y,2.95,5.00
2012 Week 16,JAX,NE,16,23,N,y,8.25,14.00
2012 Week 16,HOU,MIN,6,23,N,y,1.27,-7.50
2012 Week 16,GB,TEN,55,7,N,y,1.15,-10.50
2012 Week 16,DEN,CLE,34,12,N,y,1.14,-11.00
2012 Week 16,DAL,NO,31,34,N,y,1.69,-3.00
2012 Week 16,CAR,OAK,17,6,N,y,1.22,-9.00
2012 Week 16,BAL,NYG,33,14,N,y,2.20,2.50
2012 Week 16,ARI,CHI,13,28,N,y,3.50,7.00
2012 Week 16,DET,ATL,18,31,N,y,2.70,3.50
2012 Week 15,TEN,NYJ,14,10,N,y,2.00,1.00
2012 Week 15,STL,MIN,22,36,N,y,1.69,-2.50
2012 Week 15,SD,CAR,7,31,N,y,1.63,-3.00
2012 Week 15,OAK,KC,15,0,N,y,1.44,-4.00
2012 Week 15,NO,TB,41,0,N,y,1.50,-3.50
2012 Week 15,NE,SF,34,41,N,y,1.48,-4.00
2012 Week 15,MIA,JAX,24,3,N,y,1.28,-7.50
2012 Week 15,HOU,IND,29,17,N,y,1.17,-10.50
2012 Week 15,DAL,PIT,27,24,N,y,2.20,2.00
2012 Week 15,CLE,WAS,21,38,N,y,1.43,-4.00
2012 Week 15,CHI,GB,13,21,N,y,2.30,3.00
2012 Week 15,BUF,SEA,17,50,N,y,2.90,4.50
2012 Week 15,BAL,DEN,17,34,N,y,2.30,3.00
2012 Week 15,ATL,NYG,34,0,N,y,1.83,-1.00
2012 Week 15,ARI,DET,38,10,N,y,3.30,5.50
2012 Week 15,PHI,CIN,13,34,N,y,2.95,5.00
2012 Week 14,NE,HOU,42,14,N,y,1.38,-5.50
2012 Week 14,WAS,BAL,31,28,N,y,1.77,-2.00
2012 Week 14,TB,PHI,21,23,N,y,1.29,-7.00
2012 Week 14,SEA,ARI,58,0,N,y,1.17,-10.50
2012 Week 14,SF,MIA,27,13,N,y,1.17,-11.00
2012 Week 14,PIT,SD,24,34,N,y,1.26,-7.50
2012 Week 14,NYG,NO,52,27,N,y,1.44,-4.50
2012 Week 14,MIN,CHI,21,14,N,y,2.05,1.50
2012 Week 14,JAX,NYJ,10,17,N,y,2.55,3.00
2012 Week 14,IND,TEN,27,23,N,y,1.50,-3.50
2012 Week 14,GB,DET,27,20,N,y,1.35,-6.00
2012 Week 14,CLE,KC,30,7,N,y,1.30,-7.00
2012 Week 14,CIN,DAL,19,20,N,y,1.57,-3.00
2012 Week 14,CAR,ATL,30,20,N,y,2.55,3.50
2012 Week 14,BUF,STL,12,15,N,y,1.54,-3.50
2012 Week 14,OAK,DEN,13,26,N,y,5.50,10.00
2012 Week 13,WAS,NYG,17,16,N,y,2.20,3.00
2012 Week 13,TEN,HOU,10,24,N,y,3.60,7.00
2012 Week 13,STL,SF,16,13,N,y,4.10,7.50
2012 Week 13,SD,CIN,13,20,N,y,1.91,0.00
2012 Week 13,OAK,CLE,17,20,N,y,2.20,2.50
2012 Week 13,NYJ,ARI,7,6,N,y,1.37,-6.50
2012 Week 13,MIA,NE,16,23,N,y,3.90,7.50
2012 Week 13,KC,CAR,27,21,N,y,3.00,5.50
2012 Week 13,GB,MIN,23,14,N,y,1.27,-7.50
2012 Week 13,DET,IND,33,35,N,y,1.31,-7.00
2012 Week 13,DEN,TB,31,23,N,y,1.25,-8.00
2012 Week 13,DAL,PHI,38,33,N,y,1.17,-10.50
2012 Week 13,CHI,SEA,17,23,N,y,1.61,-3.00
2012 Week 13,BUF,JAX,34,18,N,y,1.38,-6.00
2012 Week 13,BAL,PIT,20,23,N,y,1.30,-7.00
2012 Week 13,ATL,NO,23,13,N,y,1.51,-3.50
2012 Week 12,PHI,CAR,22,30,N,y,2.50,3.00
2012 Week 12,TB,ATL,23,24,N,y,2.00,1.00
2012 Week 12,SD,BAL,13,16,N,y,2.00,1.00
2012 Week 12,NYG,GB,38,10,N,y,1.69,-3.00
2012 Week 12,NO,SF,21,31,N,y,2.20,2.50
2012 Week 12,MIA,SEA,24,21,N,y,2.50,3.00
2012 Week 12,KC,DEN,9,17,N,y,5.75,10.50
2012 Week 12,JAX,TEN,24,19,N,y,2.55,3.50
2012 Week 12,IND,BUF,20,13,N,y,1.74,-2.00
2012 Week 12,CLE,PIT,20,14,N,y,2.00,1.00
2012 Week 12,CIN,OAK,34,10,N,y,1.26,-7.50
2012 Week 12,CHI,MIN,28,10,N,y,1.36,-6.50
2012 Week 12,ARI,STL,17,31,N,y,1.80,-1.50
2012 Week 12,NYJ,NE,19,49,N,y,3.70,7.00
2012 Week 12,DET,HOU,31,34,N,y,2.70,3.50
2012 Week 11,DAL,WAS,31,38,N,y,1.54,-3.50
2012 Week 11,SF,CHI,32,7,N,y,1.50,-3.50
2012 Week 11,WAS,PHI,31,6,N,y,1.53,-3.50
2012 Week 11,STL,NYJ,13,27,N,y,1.53,-3.50
2012 Week 11,PIT,BAL,10,13,N,y,2.40,3.00
2012 Week 11,OAK,NO,17,38,N,y,3.25,6.00
2012 Week 11,NE,IND,59,24,N,y,1.20,-10.00
2012 Week 11,KC,CIN,6,28,N,y,2.50,3.00
2012 Week 11,HOU,JAX,43,37,N,y,1.07,-15.50
2012 Week 11,DET,GB,20,24,N,y,2.50,3.00
2012 Week 11,DEN,SD,30,23,N,y,1.26,-7.50
2012 Week 11,DAL,CLE,23,20,N,y,1.29,-7.00
2012 Week 11,CAR,TB,21,27,N,y,2.00,1.00
2012 Week 11,ATL,ARI,23,19,N,y,1.21,-9.50
2012 Week 10,BUF,MIA,19,14,N,y,1.71,-2.50
2012 Week 10,PIT,KC,16,13,N,y,1.13,-13.00
2012 Week 10,TB,SD,34,24,N,y,1.61,-3.00
2012 Week 10,SEA,NYJ,28,7,N,y,1.41,-5.50
2012 Week 10,SF,STL,24,24,N,y,1.13,-13.50
2012 Week 10,PHI,DAL,23,38,N,y,2.20,2.50
2012 Week 10,NO,ATL,31,27,N,y,2.10,2.00
2012 Week 10,NE,BUF,37,31,N,y,1.13,-13.50
2012 Week 10,MIN,DET,34,24,N,y,2.55,3.00
2012 Week 10,MIA,TEN,3,37,N,y,1.33,-6.50
2012 Week 10,CIN,NYG,31,13,N,y,2.70,4.00
2012 Week 10,CHI,HOU,6,13,N,y,1.83,-1.00
2012 Week 10,CAR,DEN,14,36,N,y,2.65,3.50
2012 Week 10,BAL,OAK,55,20,N,y,1.28,-7.50
2012 Week 9,JAX,IND,10,27,N,y,2.65,3.00
2012 Week 9,NO,PHI,28,13,N,y,1.71,-3.00
2012 Week 9,WAS,CAR,13,21,N,y,1.61,-3.00
2012 Week 9,TEN,CHI,20,51,N,y,2.95,5.00
2012 Week 9,SEA,MIN,30,20,N,y,1.44,-4.50
2012 Week 9,OAK,TB,32,42,N,y,1.80,-1.50
2012 Week 9,NYG,PIT,20,24,N,y,1.50,-3.50
2012 Week 9,JAX,DET,14,31,N,y,3.20,6.00
2012 Week 9,IND,MIA,23,20,N,y,2.10,2.00
2012 Week 9,HOU,BUF,21,9,N,y,1.17,-11.00
2012 Week 9,GB,ARI,31,17,N,y,1.18,-10.50
2012 Week 9,CLE,BAL,15,25,N,y,2.70,3.50
2012 Week 9,CIN,DEN,23,31,N,y,2.85,5.00
2012 Week 9,ATL,DAL,19,13,N,y,1.49,-4.00
2011 Playoffs,NYG,NE,21,17,Y,y,2.20,3.00
2011 Playoffs,SF,NYG,17,20,Y,y,1.80,-2.00
2011 Playoffs,NE,BAL,23,20,Y,y,1.32,-7.00
2011 Playoffs,GB,NYG,20,37,Y,y,1.27,-8.50
2011 Playoffs,BAL,HOU,20,13,Y,y,1.27,-8.00
2011 Playoffs,SF,NO,36,32,Y,y,2.45,3.50
2011 Playoffs,NE,DEN,45,10,Y,y,1.14,-14.00
2011 Playoffs,NYG,ATL,24,2,Y,y,1.69,-3.00
2011 Playoffs,DEN,PIT,29,23,Y,y,3.80,7.50
2011 Playoffs,NO,DET,45,28,Y,y,1.15,-10.50
2011 Playoffs,HOU,CIN,31,10,Y,y,1.43,-4.00
2011 Week 17,STL,SF,27,34,N,y,6.50,12.50
2011 Week 17,PHI,WAS,34,10,N,y,1.29,-7.50
2011 Week 17,OAK,SD,26,38,N,y,1.71,-2.50
2011 Week 17,NYG,DAL,31,14,N,y,1.61,-3.00
2011 Week 17,NO,CAR,45,17,N,y,1.33,-7.00
2011 Week 17,NE,BUF,49,21,N,y,1.17,-10.50
2011 Week 17,MIN,CHI,13,17,N,y,1.69,-2.50
2011 Week 17,MIA,NYJ,19,17,N,y,1.77,-2.00
2011 Week 17,JAX,IND,19,13,N,y,1.61,-3.00
2011 Week 17,HOU,TEN,22,23,N,y,2.15,2.50
2011 Week 17,GB,DET,45,41,N,y,3.40,6.50
2011 Week 17,DEN,KC,3,7,N,y,1.77,-2.50
2011 Week 17,CLE,PIT,9,13,N,y,3.70,7.00
2011 Week 17,CIN,BAL,16,24,N,y,2.25,3.00
2011 Week 17,ATL,TB,45,24,N,y,1.22,-10.00
2011 Week 17,ARI,SEA,23,20,N,y,1.71,-2.50
2011 Week 16,NO,ATL,45,16,N,y,1.29,-7.00
2011 Week 16,GB,CHI,35,21,N,y,1.11,-13.50
2011 Week 16,WAS,MIN,26,33,N,y,1.38,-6.00
2011 Week 16,TEN,JAX,23,17,N,y,1.26,-8.00
2011 Week 16,SEA,SF,17,19,N,y,2.20,2.50
2011 Week 16,PIT,STL,27,0,N,y,1.20,-10.00
2011 Week 16,NYJ,NYG,14,29,N,y,1.71,-2.50
2011 Week 16,NE,MIA,27,24,N,y,1.29,-7.00
2011 Week 16,KC,OAK,13,16,N,y,1.69,-3.00
2011 Week 16,DET,SD,38,10,N,y,1.91,0.00
2011 Week 16,DAL,PHI,7,20,N,y,2.20,2.50
2011 Week 16,CIN,ARI,23,16,N,y,1.47,-4.00
2011 Week 16,CAR,TB,48,16,N,y,1.25,-8.00
2011 Week 16,BUF,DEN,40,14,N,y,2.30,3.00
2011 Week 16,BAL,CLE,20,14,N,y,1.15,-11.00
2011 Week 16,IND,HOU,19,16,N,y,3.65,7.00
2011 Week 15,SF,PIT,20,3,N,y,1.61,-3.00
2011 Week 15,STL,CIN,13,20,N,y,3.70,7.00
2011 Week 15,SD,BAL,34,14,N,y,2.00,1.00
2011 Week 15,PHI,NYJ,45,19,N,y,1.63,-3.00
2011 Week 15,OAK,DET,27,28,N,y,2.25,3.00
2011 Week 15,NYG,WAS,10,23,N,y,1.38,-6.00
2011 Week 15,MIN,NO,20,42,N,y,3.90,7.00
2011 Week 15,KC,GB,19,14,N,y,6.25,11.50
2011 Week 15,IND,TEN,27,13,N,y,3.50,6.50
2011 Week 15,HOU,CAR,13,28,N,y,1.42,-5.00
2011 Week 15,DEN,NE,23,41,N,y,3.85,7.00
2011 Week 15,CHI,SEA,14,38,N,y,1.51,-3.50
2011 Week 15,BUF,MIA,23,30,N,y,1.91,0.00
2011 Week 15,ARI,CLE,20,17,N,y,1.37,-6.00
2011 Week 15,TB,DAL,15,31,N,y,4.10,7.50
2011 Week 15,ATL,JAX,41,14,N,y,1.10,-13.50
2011 Week 14,SEA,STL,30,13,N,y,1.25,-8.50
2011 Week 14,WAS,NE,27,34,N,y,4.95,7.50
2011 Week 14,TEN,NO,17,22,N,y,2.60,3.50
2011 Week 14,SD,BUF,37,10,N,y,1.29,-7.00
2011 Week 14,NYJ,KC,37,10,N,y,1.14,-11.00
2011 Week 14,MIA,PHI,10,26,N,y,1.67,-3.00
2011 Week 14,JAX,TB,41,14,N,y,2.30,3.00
2011 Week 14,GB,OAK,46,16,N,y,1.13,-12.00
2011 Week 14,DET,MIN,34,28,N,y,1.18,-10.00
2011 Week 14,DEN,CHI,13,10,N,y,1.56,-3.00
2011 Week 14,DAL,NYG,34,37,N,y,1.42,-4.50
2011 Week 14,CIN,HOU,19,20,N,y,1.71,-2.50
2011 Week 14,CAR,ATL,23,31,N,y,2.25,3.00
2011 Week 14,BAL,IND,24,10,N,y,1.07,-16.00
2011 Week 14,ARI,SF,21,19,N,y,2.60,3.50
2011 Week 14,PIT,CLE,14,3,N,y,1.09,-14.00
2011 Week 13,JAX,SD,14,38,N,y,2.45,3.00
2011 Week 13,WAS,NYJ,19,34,N,y,2.30,3.00
2011 Week 13,TB,CAR,19,38,N,y,2.10,2.00
2011 Week 13,SF,STL,26,0,N,y,1.13,-14.00
2011 Week 13,PIT,CIN,35,7,N,y,1.32,-7.00
2011 Week 13,NYG,GB,35,38,N,y,3.50,7.00
2011 Week 13,NO,DET,31,17,N,y,1.24,-8.50
2011 Week 13,NE,IND,31,24,N,y,1.04,-20.50
2011 Week 13,MIN,DEN,32,35,N,y,1.83,-1.00
2011 Week 13,MIA,OAK,34,14,N,y,1.57,-3.00
2011 Week 13,HOU,ATL,17,10,N,y,2.10,2.00
2011 Week 13,CLE,BAL,10,24,N,y,3.70,7.00
2011 Week 13,CHI,KC,3,10,N,y,1.24,-8.50
2011 Week 13,BUF,TEN,17,23,N,y,1.83,-1.00
2011 Week 13,ARI,DAL,19,13,N,y,2.75,4.50
2011 Week 13,SEA,PHI,31,14,N,y,2.40,3.00
2011 Week 12,NO,NYG,49,24,N,y,1.29,-7.00
2011 Week 12,TEN,TB,23,17,N,y,1.65,-3.00
2011 Week 12,STL,ARI,20,23,N,y,1.74,-2.50
2011 Week 12,SEA,WAS,17,23,N,y,1.65,-3.00
2011 Week 12,SD,DEN,13,16,N,y,1.43,-4.50
2011 Week 12,PHI,NE,20,38,N,y,2.40,3.00
2011 Week 12,OAK,CHI,25,20,N,y,1.67,-3.00
2011 Week 12,NYJ,BUF,28,24,N,y,1.20,-9.50
2011 Week 12,KC,PIT,9,13,N,y,6.00,11.00
2011 Week 12,JAX,HOU,13,20,N,y,3.50,6.50
2011 Week 12,IND,CAR,19,27,N,y,2.70,3.50
2011 Week 12,CIN,CLE,23,20,N,y,1.33,-6.50
2011 Week 12,ATL,MIN,24,14,N,y,1.20,-10.00
2011 Week 12,DET,GB,15,27,N,y,2.75,4.50
2011 Week 12,DAL,MIA,20,19,N,y,1.31,-7.00
2011 Week 11,BAL,SF,16,6,N,y,1.57,-3.50
2011 Week 11,NE,KC,34,3,N,y,1.06,-17.00
2011 Week 11,WAS,DAL,24,27,N,y,3.95,7.00
2011 Week 11,STL,SEA,7,24,N,y,1.67,-3.00
2011 Week 11,SF,ARI,23,7,N,y,1.17,-10.00
2011 Week 11,NYG,PHI,10,17,N,y,1.40,-6.00
2011 Week 11,MIN,OAK,21,27,N,y,1.74,-2.00
2011 Week 11,MIA,BUF,35,8,N,y,1.67,-2.50
2011 Week 11,GB,TB,35,26,N,y,1.11,-14.00
2011 Week 11,DET,CAR,49,35,N,y,1.31,-7.00
2011 Week 11,CLE,JAX,14,10,N,y,1.80,-1.50
2011 Week 11,CHI,SD,31,20,N,y,1.44,-4.50
2011 Week 11,BAL,CIN,31,24,N,y,1.32,-7.00
2011 Week 11,ATL,TEN,23,17,N,y,1.38,-6.00
2011 Week 10,DEN,NYJ,17,13,N,y,3.50,6.00
2011 Week 10,GB,MIN,45,7,N,y,1.13,-13.00
2011 Week 10,TB,HOU,9,37,N,y,2.70,3.50
2011 Week 10,SEA,BAL,22,17,N,y,3.60,7.00
2011 Week 10,SF,NYG,27,20,N,y,1.43,-4.00
2011 Week 10,PHI,ARI,17,21,N,y,1.13,-13.00
2011 Week 10,NYJ,NE,16,37,N,y,1.69,-2.50
2011 Week 10,MIA,WAS,20,9,N,y,1.45,-4.00
2011 Week 10,KC,DEN,10,17,N,y,1.54,-3.00
2011 Week 10,IND,JAX,3,17,N,y,2.30,3.00
2011 Week 10,DAL,BUF,44,7,N,y,1.47,-4.50
2011 Week 10,CLE,STL,12,13,N,y,1.69,-2.50
2011 Week 10,CIN,PIT,17,24,N,y,2.75,3.50
2011 Week 10,CHI,DET,37,13,N,y,1.67,-2.50
2011 Week 9,CAR,TEN,3,30,N,y,1.51,-3.50
2011 Week 9,ATL,NO,23,26,N,y,1.83,-1.00
2011 Week 9,SD,OAK,17,24,N,y,1.29,-7.00
2011 Week 9,PHI,CHI,24,30,N,y,1.26,-8.00
2011 Week 9,WAS,SF,11,19,N,y,3.00,5.00
2011 Week 9,TEN,CIN,17,24,N,y,1.69,-2.50
2011 Week 9,SD,GB,38,45,N,y,3.10,5.50
2011 Week 9,PIT,BAL,20,23,N,y,1.50,-3.50
2011 Week 9,OAK,DEN,24,38,N,y,1.29,-7.00
2011 Week 9,NO,TB,27,16,N,y,1.24,-8.50
2011 Week 9,NE,NYG,20,24,N,y,1.17,-9.50
2011 Week 9,KC,MIA,3,31,N,y,1.41,-5.50
2011 Week 9,IND,ATL,7,31,N,y,3.60,6.50
2011 Week 9,HOU,CLE,30,12,N,y,1.16,-10.50
2010 Playoffs,GB,PIT,31,25,Y,y,1.69,-2.50
2010 Playoffs,PIT,NYJ,24,19,Y,y,1.49,-4.00
2010 Playoffs,CHI,GB,14,21,Y,y,2.65,3.50
2010 Playoffs,NE,NYJ,21,28,Y,y,1.24,-9.00
2010 Playoffs,CHI,SEA,35,24,Y,y,1.21,-10.00
2010 Playoffs,PIT,BAL,31,24,Y,y,1.56,-3.00
2010 Playoffs,ATL,GB,21,48,Y,y,1.87,-1.00
2010 Playoffs,PHI,GB,16,21,Y,y,1.80,-1.50
2010 Playoffs,KC,BAL,7,30,Y,y,2.50,3.00
2010 Playoffs,SEA,NO,41,36,Y,y,5.50,10.00
2010 Playoffs,IND,NYJ,16,17,Y,y,1.77,-2.00
2010 Week 17,WAS,NYG,14,17,N,y,2.80,4.50
2010 Week 17,SEA,STL,16,6,N,y,2.45,3.00
2010 Week 17,SF,ARI,38,7,N,y,1.40,-6.00
2010 Week 17,PHI,DAL,13,14,N,y,2.10,2.00
2010 Week 17,NYJ,BUF,38,7,N,y,1.83,-1.00
2010 Week 17,NO,TB,13,23,N,y,1.32,-7.00
2010 Week 17,NE,MIA,38,7,N,y,1.47,-4.50
2010 Week 17,KC,OAK,10,31,N,y,1.43,-4.50
2010 Week 17,IND,TEN,23,20,N,y,1.21,-8.50
2010 Week 17,HOU,JAX,34,17,N,y,1.44,-4.50
2010 Week 17,GB,CHI,10,3,N,y,1.13,-11.50
2010 Week 17,DET,MIN,20,13,N,y,1.50,-3.50
2010 Week 17,DEN,SD,28,33,N,y,2.90,5.00
2010 Week 17,CLE,PIT,9,41,N,y,3.30,6.50
2010 Week 17,BAL,CIN,13,7,N,y,1.20,-9.50
2010 Week 17,ATL,CAR,31,10,N,y,1.09,-14.50
2010 Week 16,PHI,MIN,14,24,N,y,1.09,-14.00
2010 Week 16,ATL,NO,14,17,N,y,1.71,-2.00
2010 Week 16,TB,SEA,38,15,N,y,1.40,-5.50
2010 Week 16,STL,SF,25,17,N,y,1.71,-2.50
2010 Week 16,OAK,IND,26,31,N,y,2.10,2.00
2010 Week 16,MIA,DET,27,34,N,y,1.53,-3.50
2010 Week 16,KC,TEN,34,14,N,y,1.49,-4.00
2010 Week 16,JAX,WAS,17,20,N,y,1.32,-7.00
2010 Week 16,GB,NYG,45,17,N,y,1.61,-3.00
2010 Week 16,DEN,HOU,24,23,N,y,2.10,2.00
2010 Week 16,CLE,BAL,10,20,N,y,2.70,3.50
2010 Week 16,CIN,SD,34,20,N,y,4.10,8.00
2010 Week 16,CHI,NYJ,38,34,N,y,1.69,-2.50
2010 Week 16,BUF,NE,3,34,N,y,3.90,7.00
2010 Week 16,ARI,DAL,27,26,N,y,3.60,7.00
2010 Week 16,PIT,CAR,27,3,N,y,1.08,-14.00
2010 Week 15,MIN,CHI,14,40,N,y,3.05,5.50
2010 Week 15,TEN,HOU,31,17,N,y,1.77,-1.50
2010 Week 15,TB,DET,20,23,N,y,1.48,-4.00
2010 Week 15,STL,KC,13,27,N,y,1.67,-3.00
2010 Week 15,SEA,ATL,18,34,N,y,3.10,5.50
2010 Week 15,PIT,NYJ,17,22,N,y,1.53,-3.50
2010 Week 15,OAK,DEN,39,23,N,y,1.26,-8.00
2010 Week 15,NYG,PHI,31,38,N,y,1.65,-3.00
2010 Week 15,NE,GB,31,27,N,y,1.10,-14.50
2010 Week 15,MIA,BUF,14,17,N,y,1.40,-5.50
2010 Week 15,IND,JAX,34,24,N,y,1.45,-4.50
2010 Week 15,DAL,WAS,33,30,N,y,1.22,-9.50
2010 Week 15,CIN,CLE,19,17,N,y,1.91,0.00
2010 Week 15,CAR,ARI,19,12,N,y,1.71,-2.50
