Date, Team,Opponent, Score,Opponent Score,Playoff Game?,Home, Odds Open, Line Open
2013 Week 13,DEN,KC,35,28,N,N,1.40,-5.50
2013 Week 13,JAX,CLE,32,28,N,N,3.60,7.00
2013 Week 13,TB,CAR,6,27,N,N,4.40,7.50
2013 Week 13,CHI,MIN,20,23,N,N,2.00,1.00
2013 Week 13,ARI,PHI,21,24,N,N,2.55,3.00
2013 Week 13,MIA,NYJ,23,3,N,N,2.10,2.00
2013 Week 13,ATL,BUF,34,31,N,N,2.50,3.00
2013 Week 13,STL,SF,13,23,N,N,4.30,8.00
2013 Week 13,NE,HOU,34,31,N,N,1.27,-7.50
2013 Week 13,CIN,SD,17,10,N,N,2.00,1.00
2013 Week 13,NYG,WAS,24,17,N,N,1.83,-1.00
2013 Week 13,PIT,BAL,20,22,N,N,2.34,3.00
2013 Week 13,OAK,DAL,24,31,N,N,4.50,10.00
2013 Week 13,GB,DET,10,40,N,N,3.27,7.00
2013 Week 12,SF,WAS,27,6,N,N,1.41,-5.50
2013 Week 12,DEN,NE,31,34,N,N,1.88,-1.00
2013 Week 12,DAL,NYG,24,21,N,N,2.22,2.50
2013 Week 12,IND,ARI,11,40,N,N,2.52,3.50
2013 Week 12,TEN,OAK,23,19,N,N,1.65,-2.50
2013 Week 12,NYJ,BAL,3,19,N,N,2.79,4.00
2013 Week 12,PIT,CLE,27,11,N,N,2.19,2.50
2013 Week 12,TB,DET,24,21,N,N,3.80,7.00
2013 Week 12,MIN,GB,26,26,N,N,3.04,6.00
2013 Week 12,JAX,HOU,13,6,N,N,4.65,10.50
2013 Week 12,SD,KC,41,38,N,N,2.58,3.50
2013 Week 12,CAR,MIA,20,16,N,N,1.47,-4.50
2013 Week 12,CHI,STL,21,42,N,N,2.08,1.00
2013 Week 12,NO,ATL,17,13,N,N,1.26,-7.50
2013 Week 12,NE,CAR,20,24,N,N,2.30,3.00
2013 Week 11,ATL,TB,28,41,N,N,2.15,2.00
2013 Week 11,NYJ,BUF,14,37,N,N,1.77,-2.00
2013 Week 11,DET,PIT,27,37,N,N,1.63,-3.00
2013 Week 11,WAS,PHI,16,24,N,N,2.80,4.50
2013 Week 11,SD,MIA,16,20,N,N,1.69,-2.50
2013 Week 11,BAL,CHI,20,23,N,N,2.55,3.00
2013 Week 11,CLE,CIN,20,41,N,N,2.90,5.00
2013 Week 11,OAK,HOU,28,23,N,N,5.25,10.50
2013 Week 11,ARI,JAX,27,14,N,N,1.23,-9.00
2013 Week 11,KC,DEN,17,27,N,N,3.90,7.50
2013 Week 11,MIN,SEA,20,41,N,N,6.75,13.00
2013 Week 11,SF,NO,20,23,N,N,2.55,3.00
2013 Week 11,GB,NYG,13,27,N,N,2.60,3.50
2013 Week 11,IND,TEN,30,27,N,N,1.67,-3.00
2013 Week 10,MIA,TB,19,22,N,N,1.78,-1.00
2013 Week 10,JAX,TEN,29,27,N,N,6.00,11.50
2013 Week 10,PHI,GB,27,13,N,N,1.83,-1.00
2013 Week 10,BUF,PIT,10,23,N,N,2.30,3.00
2013 Week 10,OAK,NYG,20,24,N,N,3.70,7.00
2013 Week 10,STL,IND,38,8,N,N,4.30,7.50
2013 Week 10,SEA,ATL,33,10,N,N,1.54,-3.50
2013 Week 10,CIN,BAL,17,20,N,N,2.00,1.00
2013 Week 10,DET,CHI,21,19,N,N,1.83,-1.00
2013 Week 10,CAR,SF,10,9,N,N,3.20,6.00
2013 Week 10,HOU,ARI,24,27,N,N,2.70,4.00
2013 Week 10,DEN,SD,28,20,N,N,1.31,-7.00
2013 Week 10,DAL,NO,17,49,N,N,3.30,6.50
2013 Week 10,WAS,MIN,27,34,N,N,1.80,-1.50
2013 Week 9,CHI,GB,27,20,N,N,5.00,10.00
2013 Week 9,ATL,CAR,10,34,N,N,4.60,8.50
2013 Week 9,MIN,DAL,23,27,N,N,5.00,9.00
2013 Week 9,NO,NYJ,20,26,N,N,1.36,-6.00
2013 Week 9,TEN,STL,28,21,N,N,1.63,-3.00
2013 Week 9,KC,BUF,23,13,N,N,1.43,-5.00
2013 Week 9,SD,WAS,24,30,N,N,2.05,1.50
2013 Week 9,PHI,OAK,49,20,N,N,2.00,1.00
2013 Week 9,TB,SEA,24,27,N,N,10.75,16.00
2013 Week 9,BAL,CLE,18,24,N,N,1.77,-1.50
2013 Week 9,PIT,NE,31,55,N,N,3.40,6.00
2013 Week 9,IND,HOU,27,24,N,N,1.80,-1.50
2013 Week 9,CIN,MIA,20,22,N,N,1.65,-3.00
2013 Week 9,SEA,STL,14,9,N,N,1.11,-13.50
2012 Playoffs,BAL,SF,34,31,Y,N,2.70,4.50
2012 Playoffs,BAL,NE,28,13,Y,N,3.90,7.50
2012 Playoffs,SF,ATL,28,24,Y,N,1.49,-4.00
2012 Playoffs,HOU,NE,28,41,Y,N,4.75,9.50
2012 Playoffs,SEA,ATL,28,30,Y,N,2.35,3.00
2012 Playoffs,GB,SF,31,45,Y,N,2.35,3.00
2012 Playoffs,BAL,DEN,38,35,Y,N,4.50,9.00
2012 Playoffs,SEA,WAS,24,14,Y,N,1.63,-3.00
2012 Playoffs,IND,BAL,9,24,Y,N,4.10,7.50
2012 Playoffs,CIN,HOU,13,19,Y,N,2.70,4.00
2012 Playoffs,MIN,GB,10,24,Y,N,5.75,11.00
2012 Week 17,DAL,WAS,18,28,N,N,2.50,3.00
2012 Week 17,JAX,TEN,20,38,N,N,3.30,6.00
2012 Week 17,STL,SEA,13,20,N,N,5.50,11.50
2012 Week 17,ARI,SF,13,27,N,N,11.00,16.50
2012 Week 17,OAK,SD,21,24,N,N,4.50,8.50
2012 Week 17,CLE,PIT,10,24,N,N,5.00,10.00
2012 Week 17,PHI,NYG,7,42,N,N,3.50,6.50
2012 Week 17,CAR,NO,44,38,N,N,2.80,4.50
2012 Week 17,MIA,NE,0,28,N,N,6.50,11.50
2012 Week 17,GB,MIN,34,37,N,N,1.59,-3.00
2012 Week 17,HOU,IND,16,28,N,N,1.34,-6.50
2012 Week 17,CHI,DET,26,24,N,N,1.61,-3.00
2012 Week 17,KC,DEN,3,38,N,N,12.00,17.00
2012 Week 17,BAL,CIN,17,23,N,N,3.10,5.50
2012 Week 17,NYJ,BUF,9,28,N,N,2.60,3.50
2012 Week 17,TB,ATL,22,17,N,N,2.30,3.00
2012 Week 16,STL,TB,28,13,N,N,2.40,3.00
2012 Week 16,SF,SEA,13,42,N,N,2.25,2.50
2012 Week 16,CIN,PIT,13,10,N,N,2.55,3.00
2012 Week 16,WAS,PHI,27,20,N,N,1.45,-4.50
2012 Week 16,SD,NYJ,27,17,N,N,2.40,3.00
2012 Week 16,BUF,MIA,10,24,N,N,2.90,4.50
2012 Week 16,IND,KC,20,13,N,N,1.43,-5.00
2012 Week 16,NE,JAX,23,16,N,N,1.10,-14.00
2012 Week 16,MIN,HOU,23,6,N,N,4.10,7.50
2012 Week 16,TEN,GB,7,55,N,N,5.75,10.50
2012 Week 16,CLE,DEN,12,34,N,N,6.00,11.00
2012 Week 16,NO,DAL,34,31,N,N,2.25,3.00
2012 Week 16,OAK,CAR,6,17,N,N,4.70,9.00
2012 Week 16,NYG,BAL,14,33,N,N,1.71,-2.50
2012 Week 16,CHI,ARI,28,13,N,N,1.32,-7.00
2012 Week 16,ATL,DET,31,18,N,N,1.51,-3.50
2012 Week 15,NYJ,TEN,10,14,N,N,1.83,-1.00
2012 Week 15,MIN,STL,36,22,N,N,2.25,2.50
2012 Week 15,CAR,SD,31,7,N,N,2.40,3.00
2012 Week 15,KC,OAK,0,15,N,N,2.90,4.00
2012 Week 15,TB,NO,0,41,N,N,2.70,3.50
2012 Week 15,SF,NE,41,34,N,N,2.80,4.00
2012 Week 15,JAX,MIA,3,24,N,N,4.00,7.50
2012 Week 15,IND,HOU,17,29,N,N,5.50,10.50
2012 Week 15,PIT,DAL,24,27,N,N,1.71,-2.00
2012 Week 15,WAS,CLE,38,21,N,N,2.90,4.00
2012 Week 15,GB,CHI,21,13,N,N,1.67,-3.00
2012 Week 15,SEA,BUF,50,17,N,N,1.43,-4.50
2012 Week 15,DEN,BAL,34,17,N,N,1.67,-3.00
2012 Week 15,NYG,ATL,0,34,N,N,2.00,1.00
2012 Week 15,DET,ARI,10,38,N,N,1.37,-5.50
2012 Week 15,CIN,PHI,34,13,N,N,1.43,-5.00
2012 Week 14,HOU,NE,14,42,N,N,3.20,5.50
2012 Week 14,BAL,WAS,28,31,N,N,2.10,2.00
2012 Week 14,PHI,TB,23,21,N,N,3.80,7.00
2012 Week 14,ARI,SEA,0,58,N,N,5.25,10.50
2012 Week 14,MIA,SF,13,27,N,N,5.25,11.00
2012 Week 14,SD,PIT,34,24,N,N,4.20,7.50
2012 Week 14,NO,NYG,27,52,N,N,2.85,4.50
2012 Week 14,CHI,MIN,14,21,N,N,1.80,-1.50
2012 Week 14,NYJ,JAX,17,10,N,N,1.57,-3.00
2012 Week 14,TEN,IND,23,27,N,N,2.75,3.50
2012 Week 14,DET,GB,20,27,N,N,3.45,6.00
2012 Week 14,KC,CLE,7,30,N,N,3.70,7.00
2012 Week 14,DAL,CIN,20,19,N,N,2.55,3.00
2012 Week 14,ATL,CAR,20,30,N,N,1.57,-3.50
2012 Week 14,STL,BUF,15,12,N,N,2.65,3.50
2012 Week 14,DEN,OAK,26,13,N,N,1.17,-10.00
2012 Week 13,NYG,WAS,16,17,N,N,1.71,-3.00
2012 Week 13,HOU,TEN,24,10,N,N,1.32,-7.00
2012 Week 13,SF,STL,13,16,N,N,1.27,-7.50
2012 Week 13,CIN,SD,20,13,N,N,1.91,0.00
2012 Week 13,CLE,OAK,20,17,N,N,1.71,-2.50
2012 Week 13,ARI,NYJ,6,7,N,N,3.30,6.50
2012 Week 13,NE,MIA,23,16,N,N,1.29,-7.50
2012 Week 13,CAR,KC,21,27,N,N,1.42,-5.50
2012 Week 13,MIN,GB,14,23,N,N,4.10,7.50
2012 Week 13,IND,DET,35,33,N,N,3.65,7.00
2012 Week 13,TB,DEN,23,31,N,N,4.30,8.00
2012 Week 13,PHI,DAL,33,38,N,N,5.50,10.50
2012 Week 13,SEA,CHI,23,17,N,N,2.45,3.00
2012 Week 13,JAX,BUF,18,34,N,N,3.25,6.00
2012 Week 13,PIT,BAL,23,20,N,N,3.70,7.00
2012 Week 13,NO,ATL,13,23,N,N,2.70,3.50
2012 Week 12,CAR,PHI,30,22,N,N,1.59,-3.00
2012 Week 12,ATL,TB,24,23,N,N,1.83,-1.00
2012 Week 12,BAL,SD,16,13,N,N,1.83,-1.00
2012 Week 12,GB,NYG,10,38,N,N,2.25,3.00
2012 Week 12,SF,NO,31,21,N,N,1.71,-2.50
2012 Week 12,SEA,MIA,21,24,N,N,1.59,-3.00
2012 Week 12,DEN,KC,17,9,N,N,1.15,-10.50
2012 Week 12,TEN,JAX,19,24,N,N,1.57,-3.50
2012 Week 12,BUF,IND,13,20,N,N,2.15,2.00
2012 Week 12,PIT,CLE,14,20,N,N,1.83,-1.00
2012 Week 12,OAK,CIN,10,34,N,N,4.20,7.50
2012 Week 12,MIN,CHI,10,28,N,N,3.35,6.50
2012 Week 12,STL,ARI,31,17,N,N,2.05,1.50
2012 Week 12,NE,NYJ,49,19,N,N,1.30,-7.00
2012 Week 12,HOU,DET,34,31,N,N,1.53,-3.50
2012 Week 11,WAS,DAL,38,31,N,N,2.65,3.50
2012 Week 11,CHI,SF,7,32,N,N,2.70,3.50
2012 Week 11,PHI,WAS,6,31,N,N,2.70,3.50
2012 Week 11,NYJ,STL,27,13,N,N,2.65,3.50
2012 Week 11,BAL,PIT,13,10,N,N,1.63,-3.00
2012 Week 11,NO,OAK,38,17,N,N,1.38,-6.00
2012 Week 11,IND,NE,24,59,N,N,5.00,10.00
2012 Week 11,CIN,KC,28,6,N,N,1.59,-3.00
2012 Week 11,JAX,HOU,37,43,N,N,10.50,15.50
2012 Week 11,GB,DET,24,20,N,N,1.59,-3.00
2012 Week 11,SD,DEN,23,30,N,N,4.20,7.50
2012 Week 11,CLE,DAL,20,23,N,N,3.80,7.00
2012 Week 11,TB,CAR,27,21,N,N,1.83,-1.00
2012 Week 11,ARI,ATL,19,23,N,N,4.70,9.50
2012 Week 10,MIA,BUF,14,19,N,N,2.20,2.50
2012 Week 10,KC,PIT,13,16,N,N,6.50,13.00
2012 Week 10,SD,TB,24,34,N,N,2.45,3.00
2012 Week 10,NYJ,SEA,7,28,N,N,3.05,5.50
2012 Week 10,STL,SF,24,24,N,N,7.00,13.50
2012 Week 10,DAL,PHI,38,23,N,N,1.71,-2.50
2012 Week 10,ATL,NO,27,31,N,N,1.77,-2.00
2012 Week 10,BUF,NE,31,37,N,N,7.00,13.50
2012 Week 10,DET,MIN,24,34,N,N,1.57,-3.00
2012 Week 10,TEN,MIA,37,3,N,N,3.50,6.50
2012 Week 10,NYG,CIN,13,31,N,N,1.50,-4.00
2012 Week 10,HOU,CHI,13,6,N,N,2.00,1.00
2012 Week 10,DEN,CAR,36,14,N,N,1.53,-3.50
2012 Week 10,OAK,BAL,20,55,N,N,4.00,7.50
2012 Week 9,IND,JAX,27,10,N,N,1.54,-3.00
2012 Week 9,PHI,NO,13,28,N,N,2.20,3.00
2012 Week 9,CAR,WAS,21,13,N,N,2.45,3.00
2012 Week 9,CHI,TEN,51,20,N,N,1.43,-5.00
2012 Week 9,MIN,SEA,20,30,N,N,2.85,4.50
2012 Week 9,TB,OAK,42,32,N,N,2.05,1.50
2012 Week 9,PIT,NYG,24,20,N,N,2.70,3.50
2012 Week 9,DET,JAX,31,14,N,N,1.38,-6.00
2012 Week 9,MIA,IND,20,23,N,N,1.77,-2.00
2012 Week 9,BUF,HOU,9,21,N,N,5.50,11.00
2012 Week 9,ARI,GB,17,31,N,N,5.25,10.50
2012 Week 9,BAL,CLE,25,15,N,N,1.51,-3.50
2012 Week 9,DEN,CIN,31,23,N,N,1.44,-5.00
2012 Week 9,DAL,ATL,13,19,N,N,2.75,4.00
2011 Playoffs,NE,NYG,17,21,Y,N,1.71,-3.00
2011 Playoffs,NYG,SF,20,17,Y,N,2.05,2.00
2011 Playoffs,BAL,NE,20,23,Y,N,3.60,7.00
2011 Playoffs,NYG,GB,37,20,Y,N,4.10,8.50
2011 Playoffs,HOU,BAL,13,20,Y,N,4.10,8.00
2011 Playoffs,NO,SF,32,36,Y,N,1.61,-3.50
2011 Playoffs,DEN,NE,10,45,Y,N,6.25,14.00
2011 Playoffs,ATL,NYG,2,24,Y,N,2.25,3.00
2011 Playoffs,PIT,DEN,23,29,Y,N,1.29,-7.50
2011 Playoffs,DET,NO,28,45,Y,N,5.75,10.50
2011 Playoffs,CIN,HOU,10,31,Y,N,2.95,4.00
2011 Week 17,SF,STL,34,27,N,N,1.13,-12.50
2011 Week 17,WAS,PHI,10,34,N,N,3.80,7.50
2011 Week 17,SD,OAK,38,26,N,N,2.20,2.50
2011 Week 17,DAL,NYG,14,31,N,N,2.45,3.00
2011 Week 17,CAR,NO,17,45,N,N,3.50,7.00
2011 Week 17,BUF,NE,21,49,N,N,5.25,10.50
2011 Week 17,CHI,MIN,17,13,N,N,2.25,2.50
2011 Week 17,NYJ,MIA,17,19,N,N,2.10,2.00
2011 Week 17,IND,JAX,13,19,N,N,2.45,3.00
2011 Week 17,TEN,HOU,23,22,N,N,1.74,-2.50
2011 Week 17,DET,GB,41,45,N,N,1.36,-6.50
2011 Week 17,KC,DEN,7,3,N,N,2.10,2.50
2011 Week 17,PIT,CLE,13,9,N,N,1.30,-7.00
2011 Week 17,BAL,CIN,24,16,N,N,1.69,-3.00
2011 Week 17,TB,ATL,24,45,N,N,4.50,10.00
2011 Week 17,SEA,ARI,20,23,N,N,2.20,2.50
2011 Week 16,ATL,NO,16,45,N,N,3.80,7.00
2011 Week 16,CHI,GB,21,35,N,N,7.00,13.50
2011 Week 16,MIN,WAS,33,26,N,N,3.20,6.00
2011 Week 16,JAX,TEN,17,23,N,N,4.20,8.00
2011 Week 16,SF,SEA,19,17,N,N,1.71,-2.50
2011 Week 16,STL,PIT,0,27,N,N,5.00,10.00
2011 Week 16,NYG,NYJ,29,14,N,N,2.20,2.50
2011 Week 16,MIA,NE,24,27,N,N,3.90,7.00
2011 Week 16,OAK,KC,16,13,N,N,2.25,3.00
2011 Week 16,SD,DET,10,38,N,N,1.91,0.00
2011 Week 16,PHI,DAL,20,7,N,N,1.71,-2.50
2011 Week 16,ARI,CIN,16,23,N,N,2.85,4.00
2011 Week 16,TB,CAR,16,48,N,N,4.30,8.00
2011 Week 16,DEN,BUF,14,40,N,N,1.67,-3.00
2011 Week 16,CLE,BAL,14,20,N,N,5.75,11.00
2011 Week 16,HOU,IND,16,19,N,N,1.32,-7.00
2011 Week 15,PIT,SF,3,20,N,N,2.45,3.00
2011 Week 15,CIN,STL,20,13,N,N,1.30,-7.00
2011 Week 15,BAL,SD,14,34,N,N,1.83,-1.00
2011 Week 15,NYJ,PHI,19,45,N,N,2.40,3.00
2011 Week 15,DET,OAK,28,27,N,N,1.69,-3.00
2011 Week 15,WAS,NYG,23,10,N,N,3.25,6.00
2011 Week 15,NO,MIN,42,20,N,N,1.29,-7.00
2011 Week 15,GB,KC,14,19,N,N,1.14,-11.50
2011 Week 15,TEN,IND,13,27,N,N,1.33,-6.50
2011 Week 15,CAR,HOU,28,13,N,N,3.00,5.00
2011 Week 15,NE,DEN,41,23,N,N,1.29,-7.00
2011 Week 15,SEA,CHI,38,14,N,N,2.70,3.50
2011 Week 15,MIA,BUF,30,23,N,N,1.91,0.00
2011 Week 15,CLE,ARI,17,20,N,N,3.30,6.00
2011 Week 15,DAL,TB,31,15,N,N,1.27,-7.50
2011 Week 15,JAX,ATL,14,41,N,N,7.75,13.50
2011 Week 14,STL,SEA,13,30,N,N,4.35,8.50
2011 Week 14,NE,WAS,34,27,N,N,1.28,-7.50
2011 Week 14,NO,TEN,22,17,N,N,1.56,-3.50
2011 Week 14,BUF,SD,10,37,N,N,3.80,7.00
2011 Week 14,KC,NYJ,10,37,N,N,6.00,11.00
2011 Week 14,PHI,MIA,26,10,N,N,2.30,3.00
2011 Week 14,TB,JAX,14,41,N,N,1.67,-3.00
2011 Week 14,OAK,GB,16,46,N,N,6.50,12.00
2011 Week 14,MIN,DET,28,34,N,N,5.25,10.00
2011 Week 14,CHI,DEN,10,13,N,N,2.60,3.00
2011 Week 14,NYG,DAL,37,34,N,N,3.00,4.50
2011 Week 14,HOU,CIN,20,19,N,N,2.20,2.50
2011 Week 14,ATL,CAR,31,23,N,N,1.69,-3.00
2011 Week 14,IND,BAL,10,24,N,N,11.00,16.00
2011 Week 14,SF,ARI,19,21,N,N,1.56,-3.50
2011 Week 14,CLE,PIT,3,14,N,N,8.50,14.00
2011 Week 13,SD,JAX,38,14,N,N,1.61,-3.00
2011 Week 13,NYJ,WAS,34,19,N,N,1.67,-3.00
2011 Week 13,CAR,TB,38,19,N,N,1.77,-2.00
2011 Week 13,STL,SF,0,26,N,N,7.00,14.00
2011 Week 13,CIN,PIT,7,35,N,N,3.60,7.00
2011 Week 13,GB,NYG,38,35,N,N,1.33,-7.00
2011 Week 13,DET,NO,17,31,N,N,4.40,8.50
2011 Week 13,IND,NE,24,31,N,N,17.00,20.50
2011 Week 13,DEN,MIN,35,32,N,N,2.00,1.00
2011 Week 13,OAK,MIA,14,34,N,N,2.55,3.00
2011 Week 13,ATL,HOU,10,17,N,N,1.77,-2.00
2011 Week 13,BAL,CLE,24,10,N,N,1.30,-7.00
2011 Week 13,KC,CHI,10,3,N,N,4.40,8.50
2011 Week 13,TEN,BUF,23,17,N,N,2.00,1.00
2011 Week 13,DAL,ARI,13,19,N,N,1.48,-4.50
2011 Week 13,PHI,SEA,14,31,N,N,1.63,-3.00
2011 Week 12,NYG,NO,24,49,N,N,3.80,7.00
2011 Week 12,TB,TEN,17,23,N,N,2.35,3.00
2011 Week 12,ARI,STL,23,20,N,N,2.15,2.50
2011 Week 12,WAS,SEA,23,17,N,N,2.35,3.00
2011 Week 12,DEN,SD,16,13,N,N,2.90,4.50
2011 Week 12,NE,PHI,38,20,N,N,1.63,-3.00
2011 Week 12,CHI,OAK,20,25,N,N,2.30,3.00
2011 Week 12,BUF,NYJ,24,28,N,N,5.00,9.50
2011 Week 12,PIT,KC,13,9,N,N,1.14,-11.00
2011 Week 12,HOU,JAX,20,13,N,N,1.33,-6.50
2011 Week 12,CAR,IND,27,19,N,N,1.50,-3.50
2011 Week 12,CLE,CIN,20,23,N,N,3.50,6.50
2011 Week 12,MIN,ATL,14,24,N,N,5.00,10.00
2011 Week 12,GB,DET,27,15,N,N,1.50,-4.50
2011 Week 12,MIA,DAL,19,20,N,N,3.65,7.00
2011 Week 11,SF,BAL,6,16,N,N,2.55,3.50
2011 Week 11,KC,NE,3,34,N,N,11.50,17.00
2011 Week 11,DAL,WAS,27,24,N,N,1.28,-7.00
2011 Week 11,SEA,STL,24,7,N,N,2.30,3.00
2011 Week 11,ARI,SF,7,23,N,N,5.50,10.00
2011 Week 11,PHI,NYG,17,10,N,N,3.10,6.00
2011 Week 11,OAK,MIN,27,21,N,N,2.15,2.00
2011 Week 11,BUF,MIA,8,35,N,N,2.30,2.50
2011 Week 11,TB,GB,26,35,N,N,7.00,14.00
2011 Week 11,CAR,DET,35,49,N,N,3.60,7.00
2011 Week 11,JAX,CLE,10,14,N,N,2.05,1.50
2011 Week 11,SD,CHI,20,31,N,N,2.90,4.50
2011 Week 11,CIN,BAL,24,31,N,N,3.60,7.00
2011 Week 11,TEN,ATL,17,23,N,N,3.25,6.00
2011 Week 10,NYJ,DEN,13,17,N,N,1.33,-6.00
2011 Week 10,MIN,GB,7,45,N,N,7.00,13.00
2011 Week 10,HOU,TB,37,9,N,N,1.50,-3.50
2011 Week 10,BAL,SEA,17,22,N,N,1.31,-7.00
2011 Week 10,NYG,SF,20,27,N,N,2.90,4.00
2011 Week 10,ARI,PHI,21,17,N,N,6.50,13.00
2011 Week 10,NE,NYJ,37,16,N,N,2.25,2.50
2011 Week 10,WAS,MIA,9,20,N,N,2.85,4.00
2011 Week 10,DEN,KC,17,10,N,N,2.65,3.00
2011 Week 10,JAX,IND,17,3,N,N,1.67,-3.00
2011 Week 10,BUF,DAL,7,44,N,N,2.85,4.50
2011 Week 10,STL,CLE,13,12,N,N,2.25,2.50
2011 Week 10,PIT,CIN,24,17,N,N,1.49,-3.50
2011 Week 10,DET,CHI,13,37,N,N,2.30,2.50
2011 Week 9,TEN,CAR,30,3,N,N,2.70,3.50
2011 Week 9,NO,ATL,26,23,N,N,2.00,1.00
2011 Week 9,OAK,SD,24,17,N,N,3.90,7.00
2011 Week 9,CHI,PHI,30,24,N,N,4.10,8.00
2011 Week 9,SF,WAS,19,11,N,N,1.42,-5.00
2011 Week 9,CIN,TEN,24,17,N,N,2.25,2.50
2011 Week 9,GB,SD,45,38,N,N,1.40,-5.50
2011 Week 9,BAL,PIT,23,20,N,N,2.70,3.50
2011 Week 9,DEN,OAK,38,24,N,N,3.90,7.00
2011 Week 9,TB,NO,16,27,N,N,4.50,8.50
2011 Week 9,NYG,NE,24,20,N,N,5.25,9.50
2011 Week 9,MIA,KC,31,3,N,N,3.05,5.50
2011 Week 9,ATL,IND,31,7,N,N,1.32,-6.50
2011 Week 9,CLE,HOU,12,30,N,N,5.75,10.50
2010 Playoffs,PIT,GB,25,31,Y,N,2.25,2.50
2010 Playoffs,NYJ,PIT,19,24,Y,N,2.75,4.00
2010 Playoffs,GB,CHI,21,14,Y,N,1.53,-3.50
2010 Playoffs,NYJ,NE,28,21,Y,N,4.30,9.00
2010 Playoffs,SEA,CHI,24,35,Y,N,4.75,10.00
2010 Playoffs,BAL,PIT,24,31,Y,N,2.60,3.00
2010 Playoffs,GB,ATL,48,21,Y,N,1.95,1.00
2010 Playoffs,GB,PHI,21,16,Y,N,2.05,1.50
2010 Playoffs,BAL,KC,30,7,Y,N,1.59,-3.00
2010 Playoffs,NO,SEA,36,41,Y,N,1.17,-10.00
2010 Playoffs,NYJ,IND,17,16,Y,N,2.10,2.00
2010 Week 17,NYG,WAS,17,14,N,N,1.47,-4.50
2010 Week 17,STL,SEA,6,16,N,N,1.61,-3.00
2010 Week 17,ARI,SF,7,38,N,N,3.10,6.00
2010 Week 17,DAL,PHI,14,13,N,N,1.77,-2.00
2010 Week 17,BUF,NYJ,7,38,N,N,2.00,1.00
2010 Week 17,TB,NO,23,13,N,N,3.60,7.00
2010 Week 17,MIA,NE,7,38,N,N,2.80,4.50
2010 Week 17,OAK,KC,31,10,N,N,2.90,4.50
2010 Week 17,TEN,IND,20,23,N,N,4.75,8.50
2010 Week 17,JAX,HOU,17,34,N,N,2.85,4.50
2010 Week 17,CHI,GB,3,10,N,N,7.00,11.50
2010 Week 17,MIN,DET,13,20,N,N,2.70,3.50
2010 Week 17,SD,DEN,33,28,N,N,1.43,-5.00
2010 Week 17,PIT,CLE,41,9,N,N,1.37,-6.50
2010 Week 17,CIN,BAL,7,13,N,N,5.00,9.50
2010 Week 17,CAR,ATL,10,31,N,N,8.50,14.50
2010 Week 16,MIN,PHI,24,14,N,N,9.00,14.00
2010 Week 16,NO,ATL,17,14,N,N,2.20,2.00
2010 Week 16,SEA,TB,15,38,N,N,3.10,5.50
2010 Week 16,SF,STL,17,25,N,N,2.20,2.50
2010 Week 16,IND,OAK,31,26,N,N,1.77,-2.00
2010 Week 16,DET,MIA,34,27,N,N,2.65,3.50
2010 Week 16,TEN,KC,14,34,N,N,2.75,4.00
2010 Week 16,WAS,JAX,20,17,N,N,3.60,7.00
2010 Week 16,NYG,GB,17,45,N,N,2.45,3.00
2010 Week 16,HOU,DEN,23,24,N,N,1.77,-2.00
2010 Week 16,BAL,CLE,20,10,N,N,1.51,-3.50
2010 Week 16,SD,CIN,20,34,N,N,1.27,-8.00
2010 Week 16,NYJ,CHI,34,38,N,N,2.25,2.50
2010 Week 16,NE,BUF,34,3,N,N,1.29,-7.00
2010 Week 16,DAL,ARI,26,27,N,N,1.30,-7.00
2010 Week 16,CAR,PIT,3,27,N,N,9.00,14.00
2010 Week 15,CHI,MIN,40,14,N,N,1.41,-5.50
2010 Week 15,HOU,TEN,17,31,N,N,2.10,1.50
2010 Week 15,DET,TB,23,20,N,N,2.75,4.00
2010 Week 15,KC,STL,27,13,N,N,2.30,3.00
2010 Week 15,ATL,SEA,34,18,N,N,1.40,-5.50
2010 Week 15,NYJ,PIT,22,17,N,N,2.65,3.50
2010 Week 15,DEN,OAK,23,39,N,N,4.15,8.00
2010 Week 15,PHI,NYG,38,31,N,N,2.35,3.00
2010 Week 15,GB,NE,27,31,N,N,8.00,14.50
2010 Week 15,BUF,MIA,17,14,N,N,3.10,5.50
2010 Week 15,JAX,IND,24,34,N,N,2.85,4.50
2010 Week 15,WAS,DAL,30,33,N,N,4.60,9.50
2010 Week 15,CLE,CIN,17,19,N,N,1.91,0.00
2010 Week 15,ARI,CAR,12,19,N,N,2.20,2.50
2010 Week 15,NO,BAL,24,30,N,N,2.15,2.00
2010 Week 15,SF,SD,7,34,N,N,5.50,10.00
2010 Week 14,NYG,MIN,21,3,N,N,1.42,-5.00
2010 Week 14,BAL,HOU,34,28,N,N,1.67,-3.00
2010 Week 14,TB,WAS,17,16,N,N,1.80,-1.50
2010 Week 14,SEA,SF,21,40,N,N,2.80,4.50
2010 Week 14,KC,SD,0,31,N,N,5.25,10.00
2010 Week 14,CIN,PIT,7,23,N,N,4.20,8.50
2010 Week 14,MIA,NYJ,10,6,N,N,2.90,5.00
2010 Week 14,STL,NO,13,31,N,N,4.50,9.50
2010 Week 14,OAK,JAX,31,38,N,N,2.70,3.50
2010 Week 14,GB,DET,3,7,N,N,1.32,-7.00
2010 Week 14,PHI,DAL,30,27,N,N,1.45,-4.50
