Date,Team,Opponent, Score,Opponent Score,Home,Playoff Game?, Odds Open, Line Open,Win %,Total DVOA,Weighted DVOA,Offense DVOA,Offense Weighted DVOA,Defense DVOA,Defense Weighted DVOA,Special Teams DVOA,Special Teams Weighted DVOA,OffenseDVOA,Offense WeightedDVOA,PassOffense,RushOffense,DefenseDVOA,Defense WeightedDVOA,PassDefense,RushDefense,Opponent Win %,Opponent Total DVOA,Opponent Weighted DVOA,Opponent Offense DVOA,Opponent Offense Weighted DVOA,Opponent Defense DVOA,Opponent Defense Weighted DVOA,Opponent Special Teams DVOA,Opponent Special Teams Weighted DVOA,Opponent OffenseDVOA,Opponent Offense WeightedDVOA,Opponent PassOffense,Opponent RushOffense,Opponent DefenseDVOA,Opponent Defense WeightedDVOA,Opponent PassDefense,Opponent RushDefense,Wins,Losses,Ties,Opponent Wins,Opponent Losses,Opponent Ties,Cover?
2019 Week 13,DEN,LAC,23,20,Y,N,2.05,1,0.272727273,-0.143,-0.135,-0.132,-0.152,-0.031,-0.051,-0.042,-0.034,-0.132,-0.152,-0.157,-0.027,-0.031,-0.051,0.093,-0.166,0.363636364,-0.096,-0.098,0.03,0.018,0.087,0.067,-0.039,-0.05,0.03,0.018,0.186,-0.143,8.7,0.067,16.6,-0.006,3,8,,4,7,,Yes
2019 Week 13,KC,OAK,40,9,Y,N,1.22,-10,0.636363636,0.262,0.259,0.249,0.237,-0.009,-0.011,0.004,0.011,0.249,0.237,0.498,-0.112,-0.009,-0.011,-0.031,0.021,0.545454545,-0.114,-0.135,0.062,0.054,0.159,0.167,-0.018,-0.022,0.062,0.054,0.242,-0.029,15.9,0.167,30.1,-0.057,7,4,,6,5,,Yes
2019 Week 13,ARI,LAR,7,34,Y,N,2.75,4,0.3,-0.037,0,0.067,0.109,0.086,0.091,-0.018,-0.018,0.067,0.109,0.088,0.117,0.086,0.091,0.23,-0.145,0.545454545,-0.019,-0.042,-0.065,-0.094,-0.035,-0.041,0.011,0.012,-0.065,-0.094,0.038,-0.043,-3.5,-0.041,8.9,-0.192,3,7,1,6,5,,No
2019 Week 13,BAL,SF,20,17,Y,N,1.42,-4.5,0.818181818,0.395,0.443,0.295,0.319,-0.076,-0.112,0.024,0.011,0.295,0.319,0.519,0.196,-0.076,-0.112,-0.098,-0.04,0.909090909,0.339,0.324,0.049,0.035,-0.292,-0.285,-0.002,0.004,0.049,0.035,0.23,-0.055,-29.2,-0.285,-41.9,-0.131,9,2,,10,1,,No
2019 Week 13,CAR,WAS,21,29,Y,N,1.22,-9.5,0.454545455,-0.144,-0.183,-0.095,-0.104,0.019,0.04,-0.03,-0.039,-0.095,-0.104,-0.125,0.033,0.019,0.04,-0.009,0.059,0.181818182,-0.335,-0.345,-0.293,-0.326,0.057,0.032,0.015,0.013,-0.293,-0.326,-0.183,-0.295,5.7,0.032,17.2,-0.059,5,6,,2,9,,No
2019 Week 13,CIN,NYJ,22,6,Y,N,2.6,3.5,0,-0.373,-0.366,-0.246,-0.259,0.169,0.163,0.043,0.055,-0.246,-0.259,-0.163,-0.254,0.169,0.163,0.391,-0.033,0.363636364,-0.148,-0.119,-0.237,-0.214,-0.068,-0.068,0.021,0.027,-0.237,-0.214,-0.181,-0.242,-6.8,-0.068,11.8,-0.351,0,11,,4,7,,Yes
2019 Week 13,IND,TEN,17,31,Y,N,1.64,-3,0.545454545,-0.042,-0.021,-0.011,-0.028,0.007,-0.024,-0.024,-0.016,-0.011,-0.028,0.034,-0.002,0.007,-0.024,0.07,-0.095,0.545454545,-0.024,-0.007,0.026,0.052,0.017,0.027,-0.032,-0.032,0.026,0.052,0.275,-0.119,1.7,0.027,15.7,-0.202,6,5,,6,5,,No
2019 Week 13,JAX,TB,11,28,Y,N,1.86,-1.5,0.363636364,-0.103,-0.132,-0.021,-0.046,0.085,0.083,0.003,-0.003,-0.021,-0.046,0.152,-0.187,0.085,0.083,0.096,0.069,0.363636364,-0.09,-0.099,-0.076,-0.094,0.013,0.011,-0.002,0.006,-0.076,-0.094,0.039,-0.107,1.3,0.011,20.7,-0.358,4,7,,4,7,,No
2019 Week 13,MIA,PHI,37,31,Y,N,3.9,7.5,0.181818182,-0.517,-0.463,-0.257,-0.23,0.257,0.237,-0.004,0.004,-0.257,-0.23,-0.11,-0.467,0.257,0.237,0.477,0.034,0.454545455,0.078,0.082,0.025,0.009,-0.067,-0.09,-0.014,-0.017,0.025,0.009,0.136,-0.057,-6.7,-0.09,1.6,-0.197,2,9,,5,6,,Yes
2019 Week 13,NYG,GB,13,31,Y,N,3.45,6.5,0.181818182,-0.21,-0.22,-0.121,-0.136,0.091,0.086,0.002,0.002,-0.121,-0.136,-0.046,-0.182,0.091,0.086,0.277,-0.137,0.727272727,0.044,0.018,0.123,0.127,0.068,0.098,-0.011,-0.011,0.123,0.127,0.335,0.02,6.8,0.098,8.5,0.045,2,9,,8,3,,No
2019 Week 13,PIT,CLE,20,13,Y,N,1.95,1,0.545454545,-0.048,-0.064,-0.185,-0.228,-0.13,-0.152,0.006,0.012,-0.185,-0.228,-0.086,-0.228,-0.13,-0.152,-0.088,-0.183,0.454545455,0.019,0.03,-0.008,0.013,-0.019,-0.018,0.007,-0.001,-0.008,0.013,0.117,-0.039,-1.9,-0.018,2.5,-0.083,6,5,,5,6,,Yes
2019 Week 13,ATL,NO,18,26,Y,N,3.45,6.5,0.272727273,-0.119,-0.116,-0.029,-0.036,0.061,0.053,-0.029,-0.028,-0.029,-0.036,0.117,-0.188,0.061,0.053,0.228,-0.152,0.818181818,0.223,0.248,0.132,0.147,-0.081,-0.101,0.01,0.001,0.132,0.147,0.25,0.052,-8.1,-0.101,0.9,-0.245,3,8,,9,2,,No
2019 Week 13,DAL,BUF,15,26,Y,N,1.32,-7,0.545454545,0.272,0.269,0.29,0.286,-0.02,-0.026,-0.039,-0.042,0.29,0.286,0.48,0.078,-0.02,-0.026,0.025,-0.089,0.727272727,-0.011,-0.01,-0.036,-0.027,-0.038,-0.028,-0.012,-0.01,-0.036,-0.027,0.071,-0.016,-3.8,-0.028,-6,-0.006,6,5,,8,3,,No
2019 Week 13,DET,CHI,20,24,Y,N,1.9,1,0.3,-0.021,-0.055,0.011,0.005,0.038,0.067,0.007,0.006,0.011,0.005,0.29,-0.253,0.038,0.067,0.145,-0.119,0.454545455,-0.073,-0.096,-0.146,-0.156,-0.062,-0.054,0.011,0.005,-0.146,-0.156,-0.02,-0.234,-6.2,-0.054,0.8,-0.161,3,7,1,5,6,,No
2019 Week 13,MIN,SEA,30,37,N,N,2.3,3,0.727272727,0.196,0.213,0.14,0.156,-0.069,-0.068,-0.013,-0.01,0.14,0.156,0.325,0.018,-0.069,-0.068,0.025,-0.223,0.818181818,0.163,0.175,0.201,0.198,0.006,-0.009,-0.032,-0.032,0.201,0.198,0.558,-0.098,0.6,-0.009,9.2,-0.147,8,3,,9,2,,No
2019 Week 13,NE,HOU,22,28,N,N,1.6,-3,0.909090909,0.434,0.409,0.068,0.052,-0.365,-0.352,0.001,0.005,0.068,0.052,0.211,-0.051,-0.365,-0.352,-0.505,-0.154,0.636363636,-0.032,-0.059,0.015,0.004,0.052,0.071,0.005,0.008,0.015,0.004,0.227,-0.092,5.2,0.071,17.7,-0.159,10,1,,7,4,,No
2019 Week 13,LAC,DEN,20,23,N,N,1.8,-1,0.363636364,-0.096,-0.098,0.03,0.018,0.087,0.067,-0.039,-0.05,0.03,0.018,0.186,-0.143,0.087,0.067,0.166,-0.006,0.272727273,-0.143,-0.135,-0.132,-0.152,-0.031,-0.051,-0.042,-0.034,-0.132,-0.152,-0.157,-0.027,-3.1,-0.051,9.3,-0.166,4,7,,3,8,,No
2019 Week 13,OAK,KC,9,40,N,N,4.5,10,0.545454545,-0.114,-0.135,0.062,0.054,0.159,0.167,-0.018,-0.022,0.062,0.054,0.242,-0.029,0.159,0.167,0.301,-0.057,0.636363636,0.262,0.259,0.249,0.237,-0.009,-0.011,0.004,0.011,0.249,0.237,0.498,-0.112,-0.9,-0.011,-3.1,0.021,6,5,,7,4,,No
2019 Week 13,LAR,ARI,34,7,N,N,1.47,-4,0.545454545,-0.019,-0.042,-0.065,-0.094,-0.035,-0.041,0.011,0.012,-0.065,-0.094,0.038,-0.043,-0.035,-0.041,0.089,-0.192,0.3,-0.037,0,0.067,0.109,0.086,0.091,-0.018,-0.018,0.067,0.109,0.088,0.117,8.6,0.091,23,-0.145,6,5,,3,7,1,Yes
2019 Week 13,SF,BAL,17,20,N,N,2.95,4.5,0.909090909,0.339,0.324,0.049,0.035,-0.292,-0.285,-0.002,0.004,0.049,0.035,0.23,-0.055,-0.292,-0.285,-0.419,-0.131,0.818181818,0.395,0.443,0.295,0.319,-0.076,-0.112,0.024,0.011,0.295,0.319,0.519,0.196,-7.6,-0.112,-9.8,-0.04,10,1,,9,2,,Yes
2019 Week 13,WAS,CAR,29,21,N,N,4.5,9.5,0.181818182,-0.335,-0.345,-0.293,-0.326,0.057,0.032,0.015,0.013,-0.293,-0.326,-0.183,-0.295,0.057,0.032,0.172,-0.059,0.454545455,-0.144,-0.183,-0.095,-0.104,0.019,0.04,-0.03,-0.039,-0.095,-0.104,-0.125,0.033,1.9,0.04,-0.9,0.059,2,9,,5,6,,Yes
2019 Week 13,NYJ,CIN,6,22,N,N,1.55,-3.5,0.363636364,-0.148,-0.119,-0.237,-0.214,-0.068,-0.068,0.021,0.027,-0.237,-0.214,-0.181,-0.242,-0.068,-0.068,0.118,-0.351,0,-0.373,-0.366,-0.246,-0.259,0.169,0.163,0.043,0.055,-0.246,-0.259,-0.163,-0.254,16.9,0.163,39.1,-0.033,4,7,,0,11,,No
2019 Week 13,TEN,IND,31,17,N,N,2.35,3,0.545454545,-0.024,-0.007,0.026,0.052,0.017,0.027,-0.032,-0.032,0.026,0.052,0.275,-0.119,0.017,0.027,0.157,-0.202,0.545454545,-0.042,-0.021,-0.011,-0.028,0.007,-0.024,-0.024,-0.016,-0.011,-0.028,0.034,-0.002,0.7,-0.024,7,-0.095,6,5,,6,5,,Yes
2019 Week 13,TB,JAX,28,11,N,N,1.95,1.5,0.363636364,-0.09,-0.099,-0.076,-0.094,0.013,0.011,-0.002,0.006,-0.076,-0.094,0.039,-0.107,0.013,0.011,0.207,-0.358,0.363636364,-0.103,-0.132,-0.021,-0.046,0.085,0.083,0.003,-0.003,-0.021,-0.046,0.152,-0.187,8.5,0.083,9.6,0.069,4,7,,4,7,,Yes
2019 Week 13,PHI,MIA,31,37,N,N,1.27,-7.5,0.454545455,0.078,0.082,0.025,0.009,-0.067,-0.09,-0.014,-0.017,0.025,0.009,0.136,-0.057,-0.067,-0.09,0.016,-0.197,0.181818182,-0.517,-0.463,-0.257,-0.23,0.257,0.237,-0.004,0.004,-0.257,-0.23,-0.11,-0.467,25.7,0.237,47.7,0.034,5,6,,2,9,,No
2019 Week 13,GB,NYG,31,13,N,N,1.32,-6.5,0.727272727,0.044,0.018,0.123,0.127,0.068,0.098,-0.011,-0.011,0.123,0.127,0.335,0.02,0.068,0.098,0.085,0.045,0.181818182,-0.21,-0.22,-0.121,-0.136,0.091,0.086,0.002,0.002,-0.121,-0.136,-0.046,-0.182,9.1,0.086,27.7,-0.137,8,3,,2,9,,Yes
2019 Week 13,CLE,PIT,13,20,N,N,1.86,-1,0.454545455,0.019,0.03,-0.008,0.013,-0.019,-0.018,0.007,-0.001,-0.008,0.013,0.117,-0.039,-0.019,-0.018,0.025,-0.083,0.545454545,-0.048,-0.064,-0.185,-0.228,-0.13,-0.152,0.006,0.012,-0.185,-0.228,-0.086,-0.228,-13,-0.152,-8.8,-0.183,5,6,,6,5,,No
2019 Week 13,NO,ATL,26,18,N,N,1.32,-6.5,0.818181818,0.223,0.248,0.132,0.147,-0.081,-0.101,0.01,0.001,0.132,0.147,0.25,0.052,-0.081,-0.101,0.009,-0.245,0.272727273,-0.119,-0.116,-0.029,-0.036,0.061,0.053,-0.029,-0.028,-0.029,-0.036,0.117,-0.188,6.1,0.053,22.8,-0.152,9,2,,3,8,,Yes
2019 Week 13,BUF,DAL,26,15,N,N,3.5,7,0.727272727,-0.011,-0.01,-0.036,-0.027,-0.038,-0.028,-0.012,-0.01,-0.036,-0.027,0.071,-0.016,-0.038,-0.028,-0.06,-0.006,0.545454545,0.272,0.269,0.29,0.286,-0.02,-0.026,-0.039,-0.042,0.29,0.286,0.48,0.078,-2,-0.026,2.5,-0.089,8,3,,6,5,,Yes
2019 Week 13,CHI,DET,24,20,N,N,1.9,-1,0.454545455,-0.073,-0.096,-0.146,-0.156,-0.062,-0.054,0.011,0.005,-0.146,-0.156,-0.02,-0.234,-0.062,-0.054,0.008,-0.161,0.3,-0.021,-0.055,0.011,0.005,0.038,0.067,0.007,0.006,0.011,0.005,0.29,-0.253,3.8,0.067,14.5,-0.119,5,6,,3,7,1,Yes
2019 Week 12,LAR,BAL,6,45,Y,N,2.3,2.5,0.6,0.029,0.024,-0.046,-0.058,-0.064,-0.07,0.012,0.013,-0.046,-0.058,0.059,-0.035,-0.064,-0.07,0.052,-0.223,0.8,0.317,0.341,0.253,0.254,-0.047,-0.08,0.018,0.007,0.253,0.254,0.454,0.167,-4.7,-0.08,-6.2,-0.023,6,4,,8,2,,No
2019 Week 12,SF,GB,37,8,Y,N,1.6,-3,0.9,0.256,0.237,0.01,-0.007,-0.257,-0.253,-0.011,-0.009,0.01,-0.007,0.183,-0.081,-0.257,-0.253,-0.388,-0.094,0.8,0.145,0.139,0.175,0.192,0.027,0.051,-0.004,-0.002,0.175,0.192,0.397,0.087,2.7,0.051,3.3,0.018,9,1,,8,2,,Yes
2019 Week 12,NE,DAL,13,9,Y,N,1.36,-7,0.9,0.395,0.372,0.053,0.039,-0.336,-0.319,0.006,0.015,0.053,0.039,0.172,-0.047,-0.336,-0.319,-0.462,-0.14,0.6,0.291,0.291,0.311,0.305,-0.009,-0.019,-0.029,-0.033,0.311,0.305,0.504,0.087,-0.9,-0.019,4.2,-0.087,9,1,,6,4,,No
2019 Week 12,TEN,JAX,42,20,Y,N,1.58,-3,0.5,-0.097,-0.104,-0.043,-0.038,0.008,0.014,-0.046,-0.052,-0.043,-0.038,0.194,-0.172,0.008,0.014,0.17,-0.25,0.4,-0.044,-0.057,-0.015,-0.03,0.032,0.026,0.004,-0.001,-0.015,-0.03,0.183,-0.216,3.2,0.026,3.7,0.025,5,5,,4,6,,Yes
2019 Week 12,ATL,TB,22,35,Y,N,1.45,-4,0.3,-0.072,-0.077,0.016,0.011,0.054,0.052,-0.034,-0.036,0.016,0.011,0.2,-0.21,0.054,0.052,0.217,-0.156,0.3,-0.149,-0.162,-0.094,-0.111,0.062,0.069,0.007,0.018,-0.094,-0.111,0.014,-0.12,6.2,0.069,30.5,-0.386,3,7,,3,7,,No
2019 Week 12,BUF,DEN,20,3,Y,N,1.41,-5,0.7,-0.095,-0.094,-0.08,-0.071,0.003,0.015,-0.013,-0.008,-0.08,-0.071,-0.005,-0.032,0.003,0.015,0.006,-0.001,0.3,-0.067,-0.053,-0.084,-0.099,-0.061,-0.09,-0.044,-0.044,-0.084,-0.099,-0.082,-0.016,-6.1,-0.09,4.5,-0.187,7,3,,3,7,,Yes
2019 Week 12,CHI,NYG,19,14,Y,N,1.36,-7,0.4,-0.037,-0.063,-0.132,-0.145,-0.073,-0.058,0.022,0.024,-0.132,-0.145,0.004,-0.22,-0.073,-0.058,-0.01,-0.158,0.2,-0.231,-0.239,-0.136,-0.15,0.095,0.087,-0.001,-0.002,-0.136,-0.15,-0.075,-0.164,9.5,0.087,28.2,-0.128,4,6,,2,8,,No
2019 Week 12,CIN,PIT,10,16,Y,N,3.45,6.5,0,-0.409,-0.398,-0.256,-0.26,0.198,0.195,0.045,0.057,-0.256,-0.26,-0.171,-0.265,0.198,0.195,0.464,-0.042,0.5,-0.069,-0.069,-0.176,-0.208,-0.115,-0.145,-0.007,-0.006,-0.176,-0.208,-0.04,-0.277,-11.5,-0.145,-6.7,-0.174,0,10,,5,5,,Yes
2019 Week 12,CLE,MIA,41,24,Y,N,1.19,-10.5,0.4,-0.055,-0.061,-0.075,-0.069,-0.007,-0.003,0.013,0.006,-0.075,-0.069,0.049,-0.094,-0.007,-0.003,0.037,-0.069,0.2,-0.525,-0.464,-0.297,-0.266,0.222,0.198,-0.006,0.001,-0.297,-0.266,-0.155,-0.483,22.2,0.198,43.8,0.008,4,6,,2,8,,Yes
2019 Week 12,NO,CAR,34,31,Y,N,1.23,-9.5,0.8,0.228,0.257,0.112,0.131,-0.109,-0.133,0.007,-0.008,0.112,0.131,0.206,0.065,-0.109,-0.133,-0.043,-0.233,0.5,-0.15,-0.189,-0.123,-0.129,0.008,0.032,-0.019,-0.028,-0.123,-0.129,-0.197,0.067,0.8,0.032,-3.3,0.067,8,2,,5,5,,No
2019 Week 12,NYJ,OAK,34,3,Y,N,2.6,3.5,0.3,-0.272,-0.27,-0.309,-0.309,-0.019,-0.017,0.018,0.022,-0.309,-0.309,-0.295,-0.248,-0.019,-0.017,0.181,-0.326,0.6,0.014,0.029,0.126,0.142,0.1,0.1,-0.012,-0.013,0.126,0.142,0.333,0.014,10,0.1,21,-0.069,3,7,,6,4,,Yes
2019 Week 12,PHI,SEA,9,17,Y,N,1.68,-2.5,0.5,0.107,0.122,0.051,0.042,-0.07,-0.094,-0.014,-0.014,0.051,0.042,0.171,-0.03,-0.07,-0.094,0.025,-0.223,0.8,0.137,0.138,0.206,0.2,0.035,0.029,-0.034,-0.033,0.206,0.2,0.558,-0.11,3.5,0.029,13.1,-0.132,5,5,,8,2,,No
2019 Week 12,WAS,DET,19,16,Y,N,2.3,3,0.1,-0.396,-0.425,-0.284,-0.32,0.099,0.084,-0.013,-0.021,-0.284,-0.32,-0.164,-0.306,0.099,0.084,0.266,-0.065,0.333333333,0.05,0.034,0.062,0.072,0.042,0.071,0.03,0.033,0.062,0.072,0.382,-0.259,4.2,0.071,15.4,-0.123,1,9,,3,6,1,Yes
2019 Week 12,HOU,IND,20,17,Y,N,1.52,-3.5,0.6,-0.006,-0.026,0.029,0.025,0.042,0.06,0.007,0.01,0.029,0.025,0.236,-0.065,0.042,0.06,0.173,-0.202,0.6,-0.028,-0.004,-0.004,-0.021,-0.006,-0.04,-0.03,-0.022,-0.004,-0.021,0.067,-0.02,-0.6,-0.04,2.9,-0.065,6,4,,6,4,,No
2019 Week 12,LAC,KC,17,24,Y,N,2.75,4.5,0.363636364,-0.071,-0.073,0.042,0.026,0.074,0.057,-0.039,-0.042,0.042,0.026,0.198,-0.131,0.074,0.057,0.14,-0.003,0.636363636,0.285,0.271,0.264,0.244,-0.018,-0.018,0.004,0.009,0.264,0.244,0.516,-0.1,-1.8,-0.018,-4.9,0.024,4,7,,7,4,,No
2019 Week 12,BAL,LAR,45,6,N,N,1.66,-2.5,0.8,0.317,0.341,0.253,0.254,-0.047,-0.08,0.018,0.007,0.253,0.254,0.454,0.167,-0.047,-0.08,-0.062,-0.023,0.6,0.029,0.024,-0.046,-0.058,-0.064,-0.07,0.012,0.013,-0.046,-0.058,0.059,-0.035,-6.4,-0.07,5.2,-0.223,8,2,,6,4,,Yes
2019 Week 12,GB,SF,8,37,N,N,2.45,3,0.8,0.145,0.139,0.175,0.192,0.027,0.051,-0.004,-0.002,0.175,0.192,0.397,0.087,0.027,0.051,0.033,0.018,0.9,0.256,0.237,0.01,-0.007,-0.257,-0.253,-0.011,-0.009,0.01,-0.007,0.183,-0.081,-25.7,-0.253,-38.8,-0.094,8,2,,9,1,,No
2019 Week 12,DAL,NE,9,13,N,N,3.25,7,0.6,0.291,0.291,0.311,0.305,-0.009,-0.019,-0.029,-0.033,0.311,0.305,0.504,0.087,-0.009,-0.019,0.042,-0.087,0.9,0.395,0.372,0.053,0.039,-0.336,-0.319,0.006,0.015,0.053,0.039,0.172,-0.047,-33.6,-0.319,-46.2,-0.14,6,4,,9,1,,Yes
2019 Week 12,JAX,TEN,20,42,N,N,2.5,3,0.4,-0.044,-0.057,-0.015,-0.03,0.032,0.026,0.004,-0.001,-0.015,-0.03,0.183,-0.216,0.032,0.026,0.037,0.025,0.5,-0.097,-0.104,-0.043,-0.038,0.008,0.014,-0.046,-0.052,-0.043,-0.038,0.194,-0.172,0.8,0.014,17,-0.25,4,6,,5,5,,No
2019 Week 12,TB,ATL,35,22,N,N,2.8,4,0.3,-0.149,-0.162,-0.094,-0.111,0.062,0.069,0.007,0.018,-0.094,-0.111,0.014,-0.12,0.062,0.069,0.305,-0.386,0.3,-0.072,-0.077,0.016,0.011,0.054,0.052,-0.034,-0.036,0.016,0.011,0.2,-0.21,5.4,0.052,21.7,-0.156,3,7,,3,7,,Yes
2019 Week 12,DEN,BUF,3,20,N,N,3,5,0.3,-0.067,-0.053,-0.084,-0.099,-0.061,-0.09,-0.044,-0.044,-0.084,-0.099,-0.082,-0.016,-0.061,-0.09,0.045,-0.187,0.7,-0.095,-0.094,-0.08,-0.071,0.003,0.015,-0.013,-0.008,-0.08,-0.071,-0.005,-0.032,0.3,0.015,0.6,-0.001,3,7,,7,3,,No
2019 Week 12,NYG,CHI,14,19,N,N,3.25,7,0.2,-0.231,-0.239,-0.136,-0.15,0.095,0.087,-0.001,-0.002,-0.136,-0.15,-0.075,-0.164,0.095,0.087,0.282,-0.128,0.4,-0.037,-0.063,-0.132,-0.145,-0.073,-0.058,0.022,0.024,-0.132,-0.145,0.004,-0.22,-7.3,-0.058,-1,-0.158,2,8,,4,6,,Yes
2019 Week 12,PIT,CIN,16,10,N,N,1.32,-6.5,0.5,-0.069,-0.069,-0.176,-0.208,-0.115,-0.145,-0.007,-0.006,-0.176,-0.208,-0.04,-0.277,-0.115,-0.145,-0.067,-0.174,0,-0.409,-0.398,-0.256,-0.26,0.198,0.195,0.045,0.057,-0.256,-0.26,-0.171,-0.265,19.8,0.195,46.4,-0.042,5,5,,0,10,,No
2019 Week 12,MIA,CLE,24,41,N,N,5,10.5,0.2,-0.525,-0.464,-0.297,-0.266,0.222,0.198,-0.006,0.001,-0.297,-0.266,-0.155,-0.483,0.222,0.198,0.438,0.008,0.4,-0.055,-0.061,-0.075,-0.069,-0.007,-0.003,0.013,0.006,-0.075,-0.069,0.049,-0.094,-0.7,-0.003,3.7,-0.069,2,8,,4,6,,No
