Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,3-1,1,42.0%,1,42.0%,1,63.8%,1,26.7%
IND,3-2,2,25.1%,2,25.1%,5,43.4%,11,2.3%
SD,2-3,3,20.9%,3,20.9%,2,57.8%,15,-4.5%
PHI,3-2,4,19.6%,4,19.6%,9,29.9%,4,13.6%
HOU,3-2,5,19.2%,5,19.2%,11,23.6%,2,21.3%
GB,3-2,6,18.6%,6,18.6%,4,45.1%,20,-5.4%
NYJ,4-1,7,18.4%,7,18.4%,7,32.5%,3,13.8%
DAL,1-3,8,16.9%,8,16.9%,6,33.5%,5,10.2%
DEN,2-3,9,10.3%,9,10.3%,3,52.5%,32,-48.4%
ATL,4-1,10,10.1%,10,10.1%,12,20.5%,12,0.7%
BAL,4-1,11,8.9%,11,8.9%,15,19.0%,8,5.7%
NO,3-2,12,6.9%,12,6.9%,8,31.2%,27,-21.3%
NYG,3-2,13,5.7%,13,5.7%,19,13.1%,7,6.2%
KC,3-1,14,4.9%,14,4.9%,22,9.4%,6,6.8%
WAS,3-2,15,4.5%,15,4.5%,10,29.7%,21,-8.6%
MIA,2-2,16,3.2%,16,3.2%,14,19.4%,18,-4.6%
TEN,3-2,17,-0.7%,17,-0.7%,16,15.0%,14,-2.1%
JAX,3-2,18,-0.9%,18,-0.9%,21,10.4%,16,-4.5%
CIN,2-3,19,-2.8%,19,-2.8%,18,13.2%,19,-5.2%
TB,3-1,20,-3.8%,20,-3.8%,13,19.9%,31,-29.3%
PIT,3-1,21,-4.4%,21,-4.4%,23,2.6%,9,3.5%
CLE,1-4,22,-6.3%,22,-6.3%,17,13.2%,24,-16.2%
DET,1-4,23,-6.8%,23,-6.8%,20,10.8%,26,-19.3%
BUF,0-5,24,-12.7%,24,-12.7%,27,-11.9%,13,-1.0%
SF,0-5,25,-16.8%,25,-16.8%,25,-7.6%,22,-13.0%
OAK,2-3,26,-16.9%,26,-16.9%,26,-11.0%,17,-4.5%
SEA,2-2,27,-17.8%,27,-17.8%,24,-2.3%,29,-24.7%
MIN,1-3,28,-20.1%,28,-20.1%,29,-24.0%,10,2.8%
STL,2-3,29,-21.6%,29,-21.6%,28,-15.9%,25,-19.2%
CHI,4-1,30,-29.5%,30,-29.5%,30,-28.8%,23,-15.4%
ARI,3-2,31,-39.6%,31,-39.6%,31,-47.4%,28,-22.5%
CAR,0-5,32,-47.6%,32,-47.6%,32,-52.6%,30,-28.4%
