Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,12-2,1,44.5%,1,48.1%,1,66.2%,1,27.3%
PHI,10-4,2,23.1%,2,23.8%,3,37.1%,3,13.7%
HOU,5-9,3,19.8%,4,18.7%,11,25.1%,2,20.1%
SD,8-6,4,17.2%,3,20.1%,2,44.9%,10,-2.2%
IND,8-6,5,11.2%,9,9.4%,7,27.2%,14,-4.5%
PIT,10-4,6,10.3%,5,14.1%,4,35.6%,16,-7.1%
NO,10-4,7,10.1%,6,12.5%,9,26.0%,18,-7.4%
ATL,12-2,8,9.8%,10,8.6%,12,23.8%,11,-3.1%
NYG,9-5,9,9.0%,8,10.0%,14,17.8%,4,9.3%
GB,8-6,10,8.4%,13,5.9%,5,29.7%,25,-12.7%
KC,9-5,11,6.9%,14,5.3%,13,19.1%,6,5.6%
JAX,8-6,12,6.4%,7,10.9%,16,15.1%,5,6.1%
BAL,10-4,13,5.9%,12,7.2%,8,27.2%,13,-3.4%
TB,8-6,14,4.2%,11,7.8%,6,27.6%,27,-14.1%
MIA,7-7,15,1.5%,17,-1.3%,15,16.5%,15,-6.7%
DEN,3-11,16,0.2%,15,0.5%,10,25.4%,31,-24.2%
NYJ,10-4,17,-1.5%,23,-4.8%,23,4.4%,9,1.3%
TEN,6-8,18,-2.5%,20,-4.0%,20,9.9%,12,-3.2%
CIN,3-11,19,-2.5%,18,-3.2%,18,12.5%,20,-10.4%
DAL,5-9,20,-2.8%,21,-4.6%,17,13.8%,24,-11.8%
DET,4-10,21,-3.5%,16,-1.1%,19,11.6%,26,-13.0%
CLE,5-9,22,-4.2%,19,-3.5%,21,8.1%,19,-9.7%
BUF,4-10,23,-6.4%,24,-5.4%,22,6.5%,22,-10.8%
OAK,7-7,24,-9.4%,22,-4.8%,26,-5.5%,7,3.1%
WAS,5-9,25,-10.1%,26,-10.9%,24,2.3%,23,-11.4%
SF,5-9,26,-10.5%,25,-6.1%,25,-3.1%,17,-7.1%
MIN,5-9,27,-17.7%,30,-20.0%,30,-20.3%,8,1.8%
STL,6-8,28,-18.1%,28,-16.9%,29,-10.0%,29,-16.5%
SEA,6-8,29,-18.3%,29,-18.0%,28,-9.6%,28,-15.6%
CHI,10-4,30,-19.2%,27,-14.9%,27,-6.7%,30,-21.3%
ARI,4-10,31,-34.9%,32,-35.1%,32,-43.4%,21,-10.8%
CAR,2-12,32,-37.6%,31,-34.1%,31,-39.1%,32,-25.2%
