Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,14-2,1,42.8%,1,46.4%,1,66.3%,1,26.2%
HOU,6-10,2,21.6%,3,20.6%,8,28.1%,2,19.8%
PHI,10-6,3,18.2%,5,15.1%,6,29.1%,3,12.7%
SD,9-7,4,15.6%,4,17.0%,3,43.9%,13,-6.4%
PIT,12-4,5,14.5%,2,21.4%,2,44.2%,15,-7.0%
IND,10-6,6,13.1%,7,11.5%,7,29.1%,10,-0.5%
GB,10-6,7,11.9%,8,9.9%,4,34.5%,23,-11.1%
ATL,13-3,8,8.3%,14,4.1%,11,26.0%,19,-8.7%
TB,10-6,9,8.1%,6,13.7%,5,31.3%,25,-11.4%
NYG,10-6,10,7.3%,10,8.0%,14,18.4%,5,4.4%
NO,11-5,11,6.3%,12,6.1%,13,20.8%,20,-8.8%
BAL,12-4,12,5.7%,11,6.3%,9,27.1%,11,-3.0%
KC,10-6,13,4.1%,16,2.8%,15,17.3%,8,1.7%
JAX,8-8,14,3.5%,9,8.2%,21,4.7%,4,8.7%
NYJ,11-5,15,2.3%,19,-1.6%,19,9.9%,6,3.4%
CIN,4-12,16,1.6%,15,3.8%,12,21.1%,27,-11.9%
DEN,4-12,17,1.5%,18,0.0%,10,26.2%,31,-22.0%
MIA,7-9,18,1.0%,20,-3.7%,17,14.4%,12,-5.8%
DET,6-10,19,-0.6%,13,4.5%,16,14.9%,22,-11.1%
TEN,6-10,20,-4.2%,21,-4.9%,18,10.4%,17,-8.6%
CLE,5-11,21,-5.0%,22,-6.9%,22,4.6%,16,-7.8%
DAL,6-10,22,-5.0%,24,-7.9%,20,8.1%,18,-8.7%
OAK,8-8,23,-8.2%,17,0.0%,24,-2.3%,7,2.7%
SF,6-10,24,-10.9%,23,-7.5%,25,-3.6%,14,-6.5%
WAS,6-10,25,-11.4%,26,-14.0%,23,-0.7%,24,-11.2%
BUF,4-12,26,-14.5%,28,-17.2%,27,-7.2%,26,-11.6%
MIN,6-10,27,-14.7%,27,-16.5%,30,-15.2%,9,1.0%
CHI,11-5,28,-16.0%,25,-11.4%,26,-5.6%,28,-14.7%
SEA,7-9,29,-17.8%,29,-17.3%,28,-8.3%,30,-18.1%
STL,7-9,30,-18.3%,30,-18.2%,29,-9.5%,29,-17.7%
ARI,5-11,31,-35.8%,32,-37.0%,32,-44.3%,21,-11.0%
CAR,2-14,32,-36.2%,31,-29.7%,31,-38.4%,32,-23.2%
