Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
HOU,4-2,1,28.5%,1,28.1%,7,33.7%,1,28.8%
NE,5-1,2,26.1%,2,26.0%,3,38.4%,2,18.9%
IND,4-2,3,23.3%,3,23.2%,1,40.5%,8,5.3%
PHI,4-3,4,21.2%,4,21.3%,4,35.9%,7,8.4%
KC,4-2,5,15.4%,5,16.0%,8,32.4%,3,13.4%
GB,4-3,6,14.3%,7,14.2%,2,38.5%,18,-7.7%
SD,2-5,7,14.1%,6,14.3%,5,35.7%,12,-2.1%
NYJ,5-1,8,13.1%,8,13.3%,16,21.1%,4,12.6%
ATL,5-2,9,12.5%,10,12.1%,15,21.9%,9,3.8%
DAL,1-5,10,12.2%,9,12.2%,9,32.3%,11,0.5%
NYG,5-2,11,10.4%,11,11.0%,17,17.9%,5,9.5%
MIA,3-3,12,6.7%,12,7.2%,11,26.6%,17,-7.7%
BAL,5-2,13,5.2%,13,6.4%,12,24.6%,13,-3.6%
NO,4-3,14,4.9%,15,4.5%,14,22.1%,22,-11.0%
PIT,5-1,15,3.5%,14,4.6%,10,31.3%,15,-6.7%
CIN,2-4,16,1.2%,16,1.5%,13,22.5%,21,-11.0%
DEN,2-5,17,-0.7%,18,-0.9%,6,35.5%,32,-45.8%
TEN,5-2,18,-0.9%,17,0.1%,18,16.8%,14,-5.3%
WAS,4-3,19,-4.6%,19,-4.7%,20,12.0%,20,-9.7%
BUF,0-6,20,-5.9%,20,-4.9%,24,3.3%,19,-8.5%
DET,1-5,21,-6.4%,22,-6.2%,19,12.1%,29,-22.7%
CLE,2-5,22,-6.4%,21,-6.1%,22,10.3%,26,-15.2%
TB,4-2,23,-8.0%,23,-8.2%,21,11.9%,30,-28.3%
JAX,3-4,24,-8.7%,24,-8.6%,25,2.3%,24,-12.1%
SEA,4-2,25,-12.6%,25,-12.4%,23,4.1%,27,-17.0%
OAK,3-4,26,-13.4%,26,-13.0%,28,-11.7%,10,2.1%
SF,1-6,27,-14.7%,27,-14.3%,26,-7.4%,16,-6.9%
MIN,2-4,28,-15.6%,28,-15.3%,29,-24.0%,6,8.6%
STL,3-4,29,-16.0%,29,-15.7%,27,-8.7%,23,-11.3%
CHI,4-3,30,-32.1%,30,-33.0%,30,-31.5%,28,-18.5%
ARI,3-3,31,-38.5%,31,-38.8%,32,-52.1%,25,-13.2%
CAR,1-5,32,-42.6%,32,-42.3%,31,-35.9%,31,-38.6%
