Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,13-2,1,42.5%,1,46.3%,1,63.2%,1,28.1%
PHI,10-5,2,22.5%,2,22.9%,5,34.9%,3,15.5%
HOU,5-10,3,19.1%,5,16.5%,11,24.8%,2,18.2%
SD,8-7,4,17.3%,3,19.6%,2,48.2%,16,-6.8%
GB,9-6,5,13.6%,7,12.5%,4,36.7%,23,-10.1%
IND,9-6,6,12.8%,9,10.8%,8,28.0%,10,-0.6%
PIT,11-4,7,12.3%,4,18.3%,3,39.8%,17,-7.1%
NO,11-4,8,9.6%,8,11.5%,12,24.2%,13,-5.6%
ATL,12-3,9,9.5%,13,7.2%,9,25.3%,15,-5.9%
NYG,9-6,10,8.3%,11,9.5%,15,18.3%,4,7.2%
TB,9-6,11,8.0%,6,13.5%,6,31.7%,25,-11.4%
BAL,11-4,12,7.7%,10,9.9%,7,29.0%,11,-1.9%
KC,10-5,13,7.6%,12,7.7%,10,25.0%,8,2.2%
JAX,8-7,14,3.4%,14,6.9%,21,8.2%,5,5.8%
MIA,7-8,15,2.8%,17,0.5%,16,16.8%,12,-3.9%
CIN,4-11,16,1.9%,16,2.4%,14,21.4%,26,-11.4%
NYJ,10-5,17,1.9%,19,-0.7%,18,9.8%,7,2.5%
DEN,4-11,18,-0.2%,18,-0.1%,13,23.8%,31,-22.2%
DET,5-10,19,-0.7%,15,3.5%,17,15.6%,27,-12.3%
CLE,5-10,20,-2.1%,20,-1.3%,19,9.3%,18,-7.2%
TEN,6-9,21,-4.5%,23,-6.7%,22,8.2%,14,-5.8%
DAL,5-10,22,-5.0%,22,-6.7%,20,8.3%,20,-9.1%
OAK,7-8,23,-9.3%,21,-3.2%,26,-4.3%,9,1.8%
BUF,4-11,24,-9.9%,26,-9.8%,23,-0.7%,21,-9.6%
WAS,6-9,25,-12.5%,28,-15.3%,24,-2.0%,24,-11.0%
SF,5-10,26,-12.9%,25,-8.9%,28,-6.5%,19,-7.5%
MIN,6-9,27,-13.7%,29,-15.4%,30,-15.4%,6,3.7%
CHI,11-4,28,-15.2%,24,-8.9%,25,-2.2%,28,-16.3%
STL,7-8,29,-15.7%,27,-13.4%,27,-6.0%,29,-16.7%
SEA,6-9,30,-19.2%,30,-18.5%,29,-10.2%,30,-18.0%
ARI,5-10,31,-32.5%,32,-32.2%,32,-40.1%,22,-10.0%
CAR,2-13,32,-36.2%,31,-30.6%,31,-38.4%,32,-22.7%
