Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,11-2,1,45.2%,1,49.3%,1,68.0%,1,26.7%
HOU,5-8,2,21.8%,3,20.9%,9,27.2%,2,22.8%
PHI,9-4,3,21.2%,2,21.2%,4,35.6%,3,11.9%
SD,7-6,4,15.7%,4,18.2%,2,40.5%,11,-1.8%
ATL,11-2,5,13.8%,5,13.4%,7,27.5%,9,1.4%
IND,7-6,6,11.4%,10,9.0%,6,27.8%,14,-5.4%
NO,10-3,7,10.8%,6,12.6%,8,27.2%,16,-6.1%
GB,8-5,8,10.7%,9,9.1%,5,33.5%,24,-12.7%
PIT,10-3,9,8.7%,8,11.7%,3,37.9%,22,-11.2%
KC,8-5,10,8.0%,12,6.9%,13,23.5%,6,4.3%
NYG,9-4,11,7.8%,11,8.6%,15,15.0%,4,10.1%
JAX,8-5,12,7.0%,7,12.4%,16,11.9%,5,9.9%
BAL,9-4,13,5.8%,14,6.8%,10,26.9%,13,-5.2%
TB,8-5,14,3.5%,13,6.9%,11,25.8%,27,-15.4%
MIA,7-6,15,2.2%,16,0.5%,14,17.0%,15,-5.9%
DEN,3-10,16,1.0%,15,1.8%,12,24.2%,31,-23.1%
TEN,5-8,17,-2.5%,17,-2.7%,17,11.6%,12,-4.8%
DAL,4-9,18,-3.9%,21,-6.2%,18,11.4%,23,-11.4%
NYJ,9-4,19,-3.9%,25,-8.0%,24,2.5%,10,-1.2%
CIN,2-11,20,-5.4%,22,-6.6%,19,10.5%,26,-15.4%
CLE,5-8,21,-5.7%,18,-5.6%,22,4.0%,20,-8.4%
BUF,3-10,22,-6.8%,20,-6.2%,23,3.4%,19,-8.0%
DET,3-10,23,-7.0%,23,-6.9%,20,7.1%,25,-15.2%
WAS,5-8,24,-9.2%,26,-10.9%,21,4.1%,21,-10.9%
OAK,6-7,25,-9.9%,19,-5.6%,27,-5.9%,8,2.6%
SF,5-8,26,-10.7%,24,-7.5%,25,-2.2%,18,-7.8%
MIN,5-8,27,-14.2%,27,-14.6%,30,-15.2%,7,2.9%
STL,6-7,28,-16.4%,28,-15.0%,28,-7.3%,28,-17.6%
SEA,6-7,29,-16.9%,29,-16.9%,26,-5.4%,29,-18.9%
CHI,9-4,30,-20.7%,30,-17.6%,29,-8.9%,30,-21.1%
ARI,4-9,31,-34.0%,31,-33.3%,32,-43.6%,17,-7.3%
CAR,1-12,32,-39.1%,32,-36.3%,31,-41.3%,32,-24.6%
