Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,2-1,1,47.1%,1,47.1%,1,74.1%,2,27.2%
IND,2-1,2,32.0%,2,32.0%,3,64.2%,17,-10.1%
PHI,2-1,3,29.4%,3,29.4%,14,35.2%,1,28.4%
HOU,2-1,4,28.5%,4,28.5%,11,39.0%,3,25.7%
GB,2-1,5,26.8%,5,26.8%,2,66.7%,19,-10.7%
NYJ,2-1,6,22.2%,6,22.2%,6,46.9%,5,10.6%
DAL,1-2,7,21.8%,7,21.8%,7,45.0%,6,7.8%
ATL,2-1,8,19.4%,8,19.4%,12,38.1%,8,4.1%
NO,2-1,9,13.5%,9,13.5%,5,47.7%,28,-31.2%
MIA,2-1,10,12.8%,10,12.8%,10,39.9%,15,-6.5%
SD,1-2,11,12.8%,11,12.8%,8,43.9%,12,-0.3%
DEN,1-2,12,11.9%,12,11.9%,4,57.0%,30,-36.5%
KC,3-0,13,10.8%,13,10.8%,15,17.3%,4,13.3%
WAS,1-2,14,6.6%,14,6.6%,9,40.7%,23,-15.5%
CHI,3-0,15,1.1%,15,1.1%,13,35.9%,31,-40.7%
NYG,1-2,16,-4.0%,16,-4.0%,20,4.5%,14,-5.8%
CLE,0-3,17,-4.6%,17,-4.6%,16,13.8%,20,-11.2%
CIN,2-1,18,-6.4%,18,-6.4%,19,10.9%,18,-10.6%
PIT,3-0,19,-9.8%,19,-9.8%,23,-11.1%,10,1.3%
SEA,2-1,20,-9.8%,20,-9.8%,17,12.6%,27,-23.2%
BAL,2-1,21,-11.9%,21,-11.9%,21,0.1%,24,-15.8%
TB,2-1,22,-13.1%,22,-13.1%,18,12.1%,32,-42.5%
STL,1-2,23,-14.6%,23,-14.6%,22,-6.6%,21,-13.5%
BUF,0-3,24,-16.5%,24,-16.5%,26,-22.3%,11,1.1%
ARI,2-1,25,-18.5%,25,-18.5%,28,-27.7%,9,2.8%
MIN,1-2,26,-19.6%,26,-19.6%,31,-32.2%,7,6.5%
TEN,2-1,27,-19.9%,27,-19.9%,25,-13.1%,16,-7.8%
DET,0-3,28,-20.2%,28,-20.2%,24,-12.0%,26,-19.9%
JAX,1-2,29,-24.9%,29,-24.9%,29,-30.8%,22,-14.9%
SF,0-3,30,-27.6%,30,-27.6%,30,-31.2%,13,-1.4%
OAK,1-2,31,-33.7%,31,-33.7%,27,-24.6%,25,-17.7%
CAR,0-3,32,-52.2%,32,-52.2%,32,-61.2%,29,-32.0%
