Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,10-2,1,43.7%,1,46.3%,1,65.4%,1,26.8%
HOU,5-7,2,24.8%,2,24.6%,7,32.4%,2,23.8%
PHI,8-4,3,23.3%,3,23.9%,2,43.1%,4,6.8%
GB,8-4,4,14.8%,5,15.1%,4,39.8%,20,-10.1%
SD,6-6,5,14.7%,4,16.3%,3,40.0%,16,-5.5%
ATL,10-2,6,12.1%,6,12.6%,11,26.4%,10,-1.0%
NO,9-3,7,10.1%,7,11.4%,9,27.3%,18,-7.6%
KC,8-4,8,9.6%,10,9.6%,10,26.5%,6,5.3%
IND,6-6,9,8.8%,15,6.5%,12,22.0%,14,-5.0%
DEN,3-9,10,8.1%,9,9.8%,6,34.8%,30,-21.0%
NYG,8-4,11,8.0%,11,9.3%,15,17.4%,3,7.0%
BAL,8-4,12,7.8%,8,9.9%,8,30.2%,12,-3.9%
PIT,9-3,13,6.5%,12,8.8%,5,36.4%,23,-12.9%
MIA,6-6,14,5.9%,14,6.5%,13,21.6%,11,-3.4%
JAX,7-5,15,4.3%,13,7.3%,18,10.0%,5,6.3%
TB,7-5,16,2.6%,16,5.2%,14,21.4%,21,-11.3%
CLE,5-7,17,-1.0%,17,1.7%,19,9.6%,13,-4.2%
NYJ,9-3,18,-1.4%,18,-4.0%,21,4.9%,8,1.3%
DAL,4-8,19,-4.2%,20,-6.6%,16,12.6%,24,-13.6%
CIN,2-10,20,-5.3%,19,-5.6%,17,11.5%,26,-16.3%
DET,2-10,21,-8.8%,23,-9.0%,20,6.8%,28,-20.2%
BUF,2-10,22,-9.0%,21,-7.5%,24,0.6%,19,-9.7%
TEN,5-7,23,-9.0%,26,-11.6%,22,2.4%,17,-6.9%
WAS,5-7,24,-10.8%,28,-13.1%,23,1.6%,22,-11.5%
SF,4-8,25,-11.4%,22,-7.9%,28,-4.6%,15,-5.4%
MIN,5-7,26,-13.1%,27,-11.8%,30,-15.6%,7,4.3%
STL,6-6,27,-14.8%,25,-11.6%,26,-2.8%,27,-19.6%
OAK,6-6,28,-14.8%,24,-11.3%,29,-13.7%,9,0.9%
SEA,6-6,29,-16.2%,30,-15.8%,25,-2.7%,29,-20.3%
CHI,9-3,30,-19.0%,29,-15.3%,27,-3.9%,31,-22.4%
ARI,3-9,31,-35.7%,31,-34.9%,32,-41.1%,25,-15.3%
CAR,1-11,32,-41.8%,32,-39.2%,31,-40.1%,32,-32.1%
