Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,6-1,1,30.6%,1,29.6%,1,44.1%,2,23.5%
HOU,4-3,2,24.7%,2,24.4%,11,23.7%,1,31.2%
PHI,4-3,3,23.4%,3,23.4%,4,38.6%,5,9.8%
IND,5-2,4,21.3%,4,21.5%,3,39.3%,9,4.3%
SD,3-5,5,19.9%,5,20.9%,2,42.0%,11,3.5%
KC,5-2,6,16.0%,6,16.3%,7,28.9%,3,15.4%
ATL,5-2,7,13.2%,7,12.7%,12,22.7%,10,4.2%
GB,5-3,8,10.9%,10,10.0%,6,34.2%,20,-9.2%
NYG,5-2,9,10.6%,8,11.2%,16,17.6%,4,10.4%
MIA,4-3,10,9.8%,9,10.8%,8,28.2%,13,-3.1%
BAL,5-2,11,5.7%,11,7.5%,10,24.3%,12,-2.3%
TEN,5-3,12,4.7%,12,4.9%,9,27.2%,14,-4.5%
NYJ,5-2,13,3.9%,13,4.3%,21,11.3%,8,4.5%
NO,5-3,14,3.1%,14,2.3%,13,20.7%,26,-15.8%
DEN,2-6,15,1.9%,15,1.8%,5,37.8%,31,-42.2%
PIT,5-2,16,0.7%,16,1.4%,14,20.3%,16,-5.7%
CIN,2-5,17,-0.5%,17,-0.5%,17,16.9%,19,-8.3%
DAL,1-6,18,-0.6%,19,-2.1%,18,13.4%,17,-6.6%
TB,5-2,19,-2.1%,18,-1.6%,15,19.9%,28,-21.8%
JAX,4-4,20,-3.5%,20,-3.2%,19,11.7%,22,-10.6%
CLE,2-5,21,-5.3%,21,-4.8%,20,11.7%,24,-14.4%
WAS,4-4,22,-7.7%,25,-7.6%,23,6.7%,23,-11.6%
BUF,0-7,23,-7.8%,22,-6.9%,24,0.5%,15,-5.4%
DET,2-5,24,-7.9%,23,-7.0%,22,8.3%,29,-21.9%
MIN,2-5,25,-9.3%,27,-8.9%,29,-12.3%,6,9.3%
OAK,4-4,26,-9.7%,26,-7.9%,27,-7.1%,7,5.1%
SF,2-6,27,-10.0%,24,-7.5%,25,-0.8%,18,-6.8%
STL,4-4,28,-15.5%,28,-14.9%,26,-6.1%,25,-14.5%
SEA,4-3,29,-20.8%,29,-21.7%,28,-7.6%,30,-22.5%
CHI,4-3,30,-31.9%,30,-34.0%,30,-32.6%,27,-16.5%
ARI,3-4,31,-35.9%,31,-37.4%,32,-49.5%,21,-10.4%
CAR,1-6,32,-45.2%,32,-44.4%,31,-38.7%,32,-42.9%
