Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,7-2,1,33.5%,1,32.8%,2,51.9%,2,22.0%
PHI,6-3,2,30.0%,2,30.7%,1,52.7%,3,10.7%
HOU,4-5,3,25.5%,3,26.2%,9,29.0%,1,28.1%
SD,4-5,4,17.4%,4,18.8%,4,40.9%,10,-0.2%
IND,6-3,5,14.8%,5,14.2%,7,29.8%,7,2.0%
ATL,7-2,6,13.2%,8,12.4%,11,27.0%,12,-1.0%
GB,6-3,7,12.5%,10,11.2%,5,37.7%,19,-9.8%
MIA,5-4,8,10.6%,7,12.6%,10,28.0%,13,-1.6%
DEN,3-6,9,10.5%,11,11.1%,3,46.1%,31,-31.7%
BAL,6-3,10,10.1%,6,12.8%,6,30.9%,9,0.7%
NYG,6-3,11,10.1%,9,11.9%,16,20.0%,4,7.9%
PIT,6-3,12,5.1%,12,7.8%,8,29.1%,17,-8.3%
KC,5-4,13,4.6%,16,4.3%,15,21.4%,11,-0.2%
TEN,5-4,14,3.7%,13,6.0%,13,21.8%,14,-2.4%
NYJ,7-2,15,3.1%,18,1.7%,21,11.2%,5,5.7%
CLE,3-6,16,2.9%,14,5.7%,17,18.2%,15,-3.7%
JAX,5-4,17,2.3%,15,4.7%,14,21.7%,16,-6.2%
TB,6-3,18,0.7%,17,2.1%,12,25.5%,27,-19.3%
NO,6-3,19,0.3%,19,-0.9%,18,16.6%,23,-14.6%
DAL,2-7,20,-2.7%,22,-5.2%,20,13.7%,22,-12.6%
CIN,2-7,21,-3.9%,20,-2.4%,19,14.1%,25,-15.4%
SF,3-6,22,-7.5%,21,-4.3%,23,6.0%,18,-9.0%
BUF,1-8,23,-7.8%,23,-6.1%,25,2.7%,20,-11.1%
WAS,4-5,24,-10.1%,26,-10.9%,24,3.6%,21,-11.8%
MIN,3-6,25,-11.5%,25,-10.1%,28,-12.0%,6,4.5%
DET,2-7,26,-12.8%,27,-12.9%,22,7.1%,30,-30.1%
OAK,5-4,27,-13.0%,24,-10.1%,29,-12.3%,8,1.9%
STL,4-5,28,-17.0%,28,-15.8%,26,-7.7%,26,-16.0%
SEA,5-4,29,-21.6%,29,-22.1%,27,-10.1%,28,-22.4%
CHI,6-3,30,-29.8%,30,-32.6%,30,-21.9%,29,-23.5%
ARI,3-6,31,-35.9%,31,-36.7%,32,-42.7%,24,-14.7%
CAR,1-8,32,-46.5%,32,-44.8%,31,-37.4%,32,-46.2%
