Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,10-6,1,26.7%,2,23.4%,2,52.8%,5,6.8%
NO,13-3,2,24.7%,4,21.2%,5,39.5%,1,14.9%
DAL,11-5,3,21.8%,5,21.0%,3,42.2%,3,13.3%
SD,13-3,4,19.8%,1,26.4%,1,59.2%,28,-14.5%
GB,11-5,5,19.4%,3,23.2%,7,37.1%,6,6.1%
IND,14-2,6,17.2%,7,14.3%,6,38.2%,18,-4.0%
PIT,9-7,7,14.7%,6,15.7%,8,35.0%,17,-3.6%
MIN,12-4,8,13.2%,8,14.3%,4,40.6%,19,-5.3%
BAL,9-7,9,12.9%,10,10.7%,12,20.7%,2,14.3%
HOU,9-7,10,10.2%,9,12.2%,9,33.3%,26,-13.9%
PHI,11-5,11,9.9%,11,10.4%,11,23.7%,8,4.1%
NYG,8-8,12,8.8%,12,7.6%,10,29.3%,21,-6.4%
ARI,10-6,13,6.8%,13,7.2%,14,18.5%,14,-2.4%
ATL,9-7,14,5.6%,17,2.3%,13,18.6%,12,-2.0%
JAX,7-9,15,4.2%,16,2.7%,18,10.1%,7,4.7%
MIA,7-9,16,3.9%,18,1.5%,19,8.9%,4,6.9%
TEN,8-8,17,3.6%,15,6.3%,17,12.8%,9,3.1%
DEN,8-8,18,1.1%,19,-2.5%,16,16.9%,20,-6.3%
CIN,10-6,19,-0.6%,21,-7.4%,15,17.9%,15,-2.6%
CAR,8-8,20,-1.7%,14,7.1%,21,2.4%,10,2.9%
WAS,4-12,21,-8.3%,20,-4.4%,20,7.1%,31,-17.3%
NYJ,9-7,22,-11.9%,24,-11.8%,28,-18.7%,11,1.8%
SF,8-8,23,-13.7%,23,-10.4%,22,-10.4%,16,-3.5%
CLE,5-11,24,-16.8%,22,-9.3%,29,-25.5%,13,-2.3%
KC,4-12,25,-18.7%,25,-16.7%,26,-17.4%,23,-8.9%
TB,3-13,26,-19.4%,29,-24.4%,24,-12.6%,29,-14.7%
SEA,5-11,27,-19.8%,30,-25.4%,27,-17.7%,25,-12.4%
CHI,7-9,28,-20.1%,26,-19.4%,23,-10.7%,32,-19.1%
BUF,6-10,29,-20.8%,28,-20.7%,25,-16.0%,22,-8.3%
OAK,5-11,30,-25.9%,27,-19.8%,30,-26.0%,27,-14.1%
DET,2-14,31,-28.6%,31,-26.1%,31,-28.7%,30,-16.3%
STL,1-15,32,-30.0%,32,-33.7%,32,-36.1%,24,-9.2%
