Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
IND,4-0,1,36.5%,1,36.5%,1,73.2%,14,-5.7%
NO,4-0,2,29.3%,2,29.3%,2,49.4%,4,23.5%
BAL,3-1,3,24.2%,3,24.2%,9,29.6%,2,27.5%
NE,3-1,4,22.4%,4,22.4%,6,41.9%,9,7.8%
JAX,2-2,5,22.4%,5,22.4%,12,26.3%,3,25.2%
PIT,2-2,6,21.4%,6,21.4%,4,46.9%,12,-2.8%
DAL,2-2,7,20.7%,7,20.7%,16,14.3%,1,38.7%
GB,2-2,8,16.7%,8,16.7%,8,32.4%,10,5.8%
NYG,4-0,9,15.4%,9,15.4%,3,49.1%,16,-7.9%
ATL,2-1,10,15.4%,10,15.4%,5,46.7%,20,-14.1%
DEN,4-0,11,12.5%,11,12.5%,7,35.9%,8,8.1%
PHI,2-1,12,11.9%,12,11.9%,13,26.0%,7,9.0%
MIN,4-0,13,8.1%,13,8.1%,11,29.0%,13,-5.2%
CIN,3-1,14,3.2%,14,3.2%,15,14.8%,6,9.5%
SD,2-2,15,2.7%,15,2.7%,10,29.6%,24,-22.7%
MIA,1-3,16,-1.6%,16,-1.6%,28,-19.5%,5,20.3%
SEA,1-3,17,-4.1%,17,-4.1%,19,11.6%,21,-16.6%
TEN,0-4,18,-6.1%,18,-6.1%,23,0.3%,11,0.3%
HOU,2-2,19,-6.7%,19,-6.7%,14,23.4%,31,-41.4%
TB,0-4,20,-9.0%,20,-9.0%,22,2.1%,15,-7.7%
WAS,2-2,21,-10.2%,21,-10.2%,17,13.0%,28,-28.9%
ARI,1-2,22,-10.6%,22,-10.6%,18,12.3%,32,-43.8%
BUF,1-3,23,-15.5%,23,-15.5%,25,-8.0%,18,-10.6%
SF,3-1,24,-17.1%,24,-17.1%,20,4.9%,30,-31.9%
CHI,3-1,25,-18.2%,25,-18.2%,24,-4.1%,26,-24.4%
KC,0-4,26,-18.8%,26,-18.8%,21,4.9%,27,-26.4%
NYJ,3-1,27,-19.0%,27,-19.0%,27,-18.2%,17,-8.4%
DET,1-3,28,-21.5%,28,-21.5%,26,-14.4%,22,-18.4%
CLE,0-4,29,-22.0%,29,-22.0%,29,-20.2%,19,-12.6%
STL,0-4,30,-28.7%,30,-28.7%,30,-22.1%,23,-18.4%
CAR,0-3,31,-37.0%,31,-37.0%,31,-34.3%,25,-22.8%
OAK,1-3,32,-45.5%,32,-45.5%,32,-43.7%,29,-29.2%
