Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NO,13-1,1,27.3%,1,26.7%,4,44.3%,1,15.7%
NE,9-5,2,25.9%,3,23.4%,2,50.8%,5,7.3%
IND,14-0,3,23.1%,4,23.2%,3,44.4%,8,2.7%
DAL,9-5,4,21.9%,5,20.9%,5,41.7%,2,13.4%
SD,11-3,5,19.8%,2,24.6%,1,63.4%,30,-18.6%
GB,9-5,6,17.3%,6,19.1%,8,36.0%,11,1.6%
PIT,7-7,7,15.7%,8,15.6%,7,37.2%,17,-3.4%
NYG,8-6,8,14.1%,7,16.8%,6,39.3%,19,-4.9%
PHI,10-4,9,13.1%,9,14.8%,11,27.4%,7,6.0%
BAL,8-6,10,12.4%,14,9.8%,12,23.8%,3,10.5%
MIN,11-3,11,11.0%,10,11.6%,9,36.0%,21,-6.3%
HOU,7-7,12,9.8%,12,11.1%,10,35.1%,29,-17.8%
ARI,9-5,13,8.7%,11,11.4%,14,22.3%,15,-2.2%
JAX,7-7,14,6.8%,15,6.3%,18,11.7%,4,8.8%
TEN,7-7,15,5.8%,13,10.1%,16,18.2%,9,2.7%
ATL,7-7,16,5.3%,16,4.1%,15,18.6%,18,-3.8%
CIN,9-5,17,3.3%,18,-0.2%,13,23.2%,13,-0.3%
MIA,7-7,18,3.1%,17,2.3%,20,9.0%,6,6.1%
DEN,8-6,19,0.0%,21,-3.3%,17,15.7%,20,-5.2%
WAS,4-10,20,-6.1%,20,-2.7%,19,10.7%,28,-16.5%
CAR,6-8,21,-7.3%,19,-2.2%,21,-8.2%,10,2.6%
SF,6-8,22,-13.0%,22,-10.8%,22,-9.3%,14,-1.9%
NYJ,7-7,23,-15.0%,24,-16.6%,28,-21.9%,12,-0.1%
SEA,5-9,24,-18.4%,26,-21.9%,23,-14.0%,26,-14.3%
CLE,3-11,25,-18.7%,23,-13.7%,29,-27.6%,16,-3.1%
TB,2-12,26,-21.5%,29,-25.0%,24,-15.6%,27,-15.3%
BUF,5-9,27,-23.7%,27,-24.0%,27,-19.7%,23,-10.2%
KC,3-11,28,-24.3%,28,-24.6%,25,-19.0%,31,-19.8%
OAK,5-9,29,-25.8%,25,-21.2%,30,-28.0%,24,-12.7%
STL,1-13,30,-26.7%,30,-27.0%,31,-31.9%,22,-7.3%
CHI,5-9,31,-27.3%,31,-27.9%,26,-19.5%,32,-24.9%
DET,2-12,32,-30.3%,32,-29.6%,32,-33.1%,25,-13.7%
