Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,5-2,1,30.5%,1,30.6%,1,55.2%,6,13.7%
NO,7-0,2,27.8%,3,26.6%,4,47.0%,3,19.4%
IND,7-0,3,27.2%,2,28.6%,2,54.8%,15,-3.2%
BAL,4-3,4,24.4%,4,24.1%,11,35.5%,2,22.4%
DAL,5-2,5,23.7%,6,22.4%,9,36.4%,1,23.7%
PIT,5-2,6,21.6%,5,23.5%,3,48.5%,17,-4.0%
GB,4-3,7,17.5%,7,17.8%,5,42.8%,19,-8.6%
CIN,5-2,8,14.0%,9,14.0%,12,34.7%,7,8.8%
MIN,7-1,9,14.0%,8,14.7%,6,39.8%,14,-2.8%
DEN,6-1,10,13.3%,10,13.8%,8,38.6%,13,-2.3%
PHI,5-2,11,12.5%,11,13.0%,14,26.4%,8,7.7%
ATL,4-3,12,10.3%,14,9.8%,15,22.0%,10,4.7%
HOU,5-3,13,9.3%,13,10.4%,10,35.9%,28,-21.8%
MIA,3-4,14,9.2%,12,10.6%,17,12.2%,5,15.8%
NYG,5-3,15,8.8%,15,9.0%,13,29.5%,16,-3.4%
SD,4-3,16,7.7%,16,8.7%,7,39.1%,25,-18.7%
JAX,3-4,17,3.7%,17,3.2%,20,-1.8%,4,17.3%
ARI,4-3,18,1.5%,18,2.8%,16,18.4%,24,-17.8%
SEA,2-5,19,-7.5%,19,-7.9%,18,9.5%,30,-26.0%
SF,3-4,20,-9.8%,20,-8.9%,19,7.6%,27,-19.4%
NYJ,4-4,21,-10.0%,22,-10.2%,23,-11.2%,11,3.3%
TEN,1-6,22,-10.3%,23,-11.0%,28,-18.2%,9,6.7%
CAR,3-4,23,-12.3%,21,-9.4%,27,-16.4%,12,1.8%
WAS,2-5,24,-17.3%,24,-18.0%,21,-4.7%,29,-23.7%
TB,0-7,25,-20.1%,27,-23.2%,24,-12.2%,23,-17.6%
STL,1-7,26,-21.7%,25,-21.3%,29,-21.2%,18,-8.0%
CHI,4-3,27,-23.4%,26,-23.0%,22,-10.2%,31,-27.5%
BUF,3-5,28,-25.4%,28,-27.5%,26,-14.8%,26,-19.3%
KC,1-6,29,-26.5%,29,-27.9%,25,-12.4%,32,-29.2%
DET,1-6,30,-29.6%,30,-29.3%,30,-30.3%,22,-17.0%
CLE,1-7,31,-35.3%,31,-36.1%,32,-50.1%,20,-13.5%
OAK,2-6,32,-39.6%,32,-41.2%,31,-49.6%,21,-15.9%
