Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NO,3-0,1,41.1%,1,41.1%,3,65.3%,3,33.7%
BAL,3-0,2,35.9%,2,35.9%,6,42.0%,2,37.6%
DAL,2-1,3,33.5%,3,33.5%,12,22.0%,1,57.7%
IND,3-0,4,31.1%,4,31.1%,1,74.5%,19,-18.1%
GB,2-1,5,22.1%,5,22.1%,5,42.8%,10,8.2%
NYG,3-0,6,21.6%,6,21.6%,2,74.2%,16,-11.5%
NE,2-1,7,20.7%,7,20.7%,9,36.3%,9,9.4%
ATL,2-1,8,17.9%,8,17.9%,4,49.8%,17,-12.1%
DEN,3-0,9,17.7%,9,17.7%,7,40.1%,6,14.6%
PHI,2-1,10,9.6%,10,9.6%,15,19.2%,7,13.3%
PIT,1-2,11,9.3%,11,9.3%,8,38.7%,23,-23.1%
JAX,1-2,12,5.1%,12,5.1%,22,1.7%,4,19.1%
CIN,2-1,13,4.7%,13,4.7%,16,17.1%,8,11.2%
BUF,1-2,14,0.7%,14,0.7%,18,14.9%,14,-0.6%
HOU,1-2,15,0.3%,15,0.3%,10,35.5%,31,-47.7%
MIN,3-0,16,-0.3%,16,-0.3%,19,10.0%,13,0.6%
WAS,1-2,17,-2.2%,17,-2.2%,11,28.3%,28,-35.2%
MIA,0-3,18,-2.7%,18,-2.7%,27,-15.0%,5,16.7%
TB,0-3,19,-5.7%,19,-5.7%,23,-0.1%,11,4.9%
SD,2-1,20,-6.6%,20,-6.6%,13,21.8%,25,-24.7%
SEA,1-2,21,-7.4%,21,-7.4%,20,8.4%,20,-18.6%
NYJ,3-0,22,-8.5%,22,-8.5%,14,20.9%,21,-20.7%
TEN,0-3,23,-8.9%,23,-8.9%,26,-5.7%,12,3.9%
KC,0-3,24,-12.2%,24,-12.2%,17,15.1%,26,-27.4%
ARI,1-2,25,-16.2%,25,-16.2%,21,7.7%,32,-52.2%
STL,0-3,26,-23.6%,26,-23.6%,28,-15.1%,15,-9.4%
CHI,2-1,27,-26.0%,27,-26.0%,25,-5.7%,29,-37.1%
SF,2-1,28,-26.1%,28,-26.1%,24,-5.1%,30,-38.1%
OAK,1-2,29,-30.2%,29,-30.2%,30,-33.2%,18,-12.1%
DET,1-2,30,-30.3%,30,-30.3%,29,-27.8%,24,-24.2%
CAR,0-3,31,-38.7%,31,-38.7%,31,-37.7%,22,-22.3%
CLE,0-3,32,-44.0%,32,-44.0%,32,-41.3%,27,-30.6%
