Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
DAL,1-0,1,96.3%,1,96.3%,1,130.7%,1,59.4%
NO,1-0,2,59.2%,2,59.2%,2,126.2%,9,6.0%
TB,0-1,3,41.5%,3,41.5%,9,43.1%,3,39.6%
BAL,1-0,4,41.5%,4,41.5%,7,50.8%,4,37.9%
MIN,0-1,5,28.3%,5,28.3%,21,-2.2%,2,49.0%
NE,1-0,6,25.3%,6,25.3%,4,58.2%,24,-25.6%
SEA,0-1,7,21.2%,7,21.2%,10,41.7%,12,1.6%
BUF,1-0,8,21.0%,8,21.0%,3,59.3%,13,-0.3%
ATL,1-0,9,15.0%,9,15.0%,13,33.3%,18,-14.1%
NYJ,1-0,10,8.6%,10,8.6%,8,49.8%,14,-1.0%
PIT,1-0,11,5.5%,11,5.5%,6,52.9%,29,-56.8%
OAK,0-1,12,4.9%,12,4.9%,17,16.4%,8,12.7%
JAX,0-1,13,4.5%,13,4.5%,26,-11.7%,6,25.6%
IND,0-1,14,4.1%,14,4.1%,11,39.9%,26,-29.2%
SD,0-1,15,3.4%,15,3.4%,19,12.1%,7,22.0%
GB,1-0,16,3.4%,16,3.4%,16,18.6%,16,-5.4%
WAS,0-1,17,0.8%,17,0.8%,18,13.8%,21,-18.4%
TEN,1-0,18,0.5%,18,0.5%,14,25.8%,25,-27.0%
DEN,1-0,19,0.3%,19,0.3%,15,19.4%,17,-6.1%
CIN,0-1,20,0.2%,20,0.2%,20,12.0%,19,-14.2%
NYG,1-0,21,-2.4%,21,-2.4%,12,34.5%,22,-20.3%
KC,0-1,22,-2.7%,22,-2.7%,5,56.2%,31,-64.4%
PHI,1-0,23,-6.1%,23,-6.1%,25,-7.7%,5,29.7%
CLE,0-1,24,-19.2%,24,-19.2%,24,-6.6%,11,1.9%
MIA,0-1,25,-25.1%,25,-25.1%,29,-45.2%,10,4.3%
ARI,1-0,26,-31.1%,26,-31.1%,22,-2.7%,30,-64.3%
HOU,0-1,27,-35.0%,27,-35.0%,28,-37.2%,20,-18.0%
SF,0-1,28,-39.2%,28,-39.2%,23,-4.3%,32,-87.3%
STL,0-1,29,-40.8%,29,-40.8%,27,-28.3%,15,-4.0%
CHI,1-0,30,-45.0%,30,-45.0%,30,-57.4%,23,-23.2%
DET,0-1,31,-62.1%,31,-62.1%,31,-70.3%,28,-37.4%
CAR,1-0,32,-93.2%,32,-93.2%,32,-130.9%,27,-36.1%
