Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NE,6-3,1,30.0%,1,30.9%,1,53.7%,6,11.5%
IND,9-0,2,24.5%,2,24.0%,3,46.4%,13,-1.1%
NO,9-0,3,23.7%,3,21.4%,7,36.7%,2,20.6%
DAL,6-3,4,17.4%,9,15.4%,12,27.7%,1,21.5%
ARI,6-3,5,16.3%,4,19.3%,8,35.2%,19,-5.5%
PIT,6-3,6,16.2%,5,17.5%,9,33.7%,11,1.3%
CIN,7-2,7,15.5%,6,16.8%,6,37.4%,9,5.0%
BAL,5-4,8,14.9%,10,13.6%,15,24.7%,4,15.3%
MIN,8-1,9,14.9%,8,16.5%,4,43.2%,15,-3.1%
SD,6-3,10,14.1%,7,16.6%,2,47.4%,28,-17.7%
JAX,5-4,11,11.0%,12,11.3%,17,12.3%,3,15.8%
GB,5-4,12,10.6%,13,10.0%,10,28.5%,14,-2.8%
HOU,5-4,13,10.1%,11,12.4%,5,38.9%,30,-23.5%
PHI,5-4,14,10.0%,14,9.3%,13,27.4%,16,-3.3%
ATL,5-4,15,9.9%,15,8.2%,16,16.2%,7,10.5%
DEN,6-3,16,7.2%,17,5.9%,14,25.8%,17,-3.8%
MIA,4-5,17,6.9%,16,7.4%,18,10.1%,5,12.6%
NYG,5-4,18,6.5%,18,4.9%,11,27.8%,20,-6.5%
TEN,3-6,19,-1.6%,19,-1.7%,21,-1.3%,8,6.2%
SEA,3-6,20,-8.4%,21,-9.0%,19,1.8%,27,-16.3%
CAR,4-5,21,-8.8%,20,-5.3%,23,-7.9%,12,0.4%
NYJ,4-5,22,-10.8%,22,-11.3%,27,-14.1%,10,2.7%
WAS,3-6,23,-12.1%,23,-12.0%,20,-0.9%,25,-15.9%
SF,4-5,24,-15.6%,24,-14.8%,24,-7.9%,21,-10.0%
STL,1-8,25,-16.7%,25,-15.6%,28,-14.6%,18,-4.5%
TB,1-8,26,-18.6%,27,-21.5%,25,-11.1%,24,-15.1%
CHI,4-5,27,-20.1%,26,-20.3%,22,-6.1%,31,-26.4%
KC,2-7,28,-25.9%,28,-28.3%,26,-12.7%,32,-28.6%
BUF,3-6,29,-28.2%,29,-31.3%,29,-16.5%,29,-21.0%
DET,1-8,30,-32.1%,30,-33.0%,30,-34.0%,26,-16.2%
CLE,1-8,31,-38.9%,31,-40.7%,31,-57.3%,23,-12.7%
OAK,2-7,32,-42.3%,32,-42.8%,32,-61.2%,22,-12.0%
