Team,W-L,OffenseDVOA Rank,OffenseDVOA,Offense WeightedDVOA Rank,Offense WeightedDVOA,PassOffense Rank,PassOffense,RushOffense Rank,RushOffense
NO,13-0,1,28.5%,1,28.0%,3,48.1%,1,15.4%
NE,8-5,2,26.7%,2,24.8%,2,50.2%,4,8.8%
IND,13-0,3,22.3%,4,21.4%,4,42.2%,9,3.8%
DAL,8-5,4,21.5%,5,20.2%,5,40.6%,2,15.3%
SD,10-3,5,19.3%,3,24.2%,1,62.5%,29,-17.1%
GB,9-4,6,15.1%,6,16.0%,9,33.3%,11,1.7%
BAL,7-6,7,13.6%,13,11.3%,14,22.8%,3,14.2%
MIN,11-2,8,13.2%,7,14.3%,6,40.5%,21,-6.0%
ARI,8-5,9,11.7%,8,14.2%,11,28.3%,18,-3.8%
PIT,6-7,10,11.5%,14,9.4%,10,29.8%,16,-3.1%
NYG,7-6,11,11.5%,10,11.7%,8,35.1%,20,-6.0%
HOU,6-7,12,11.0%,9,12.6%,7,35.9%,24,-15.0%
PHI,9-4,13,10.3%,11,11.6%,13,23.9%,8,4.9%
TEN,6-7,14,6.7%,12,11.4%,15,17.5%,7,5.8%
JAX,7-6,15,5.8%,15,5.3%,20,10.7%,6,6.9%
ATL,6-7,16,5.0%,16,3.5%,16,16.3%,14,-1.5%
MIA,7-6,17,4.8%,17,3.5%,19,11.0%,5,7.4%
CIN,9-4,18,3.8%,18,1.0%,12,24.3%,13,-0.8%
DEN,8-5,19,0.6%,20,-2.1%,17,13.7%,15,-1.7%
WAS,4-9,20,-5.3%,19,-0.8%,18,12.1%,26,-16.4%
CAR,5-8,21,-9.8%,21,-5.9%,24,-13.4%,10,2.7%
SF,6-7,22,-9.9%,22,-7.5%,21,-3.5%,17,-3.7%
NYJ,7-6,23,-14.0%,23,-14.4%,27,-19.7%,12,-0.4%
SEA,5-8,24,-17.8%,24,-20.6%,23,-11.2%,30,-17.3%
CHI,5-8,25,-22.1%,26,-22.1%,22,-11.0%,32,-23.2%
BUF,5-8,26,-22.9%,27,-23.6%,25,-17.1%,23,-12.4%
CLE,2-11,27,-23.0%,25,-20.8%,29,-27.9%,22,-10.5%
TB,1-12,28,-24.1%,30,-27.2%,26,-19.4%,27,-16.5%
STL,1-12,29,-24.3%,28,-24.7%,30,-28.3%,19,-6.0%
DET,2-11,30,-28.7%,31,-27.9%,31,-29.5%,28,-16.8%
OAK,4-9,31,-28.8%,29,-25.7%,32,-30.7%,25,-15.8%
KC,3-10,32,-29.4%,32,-31.2%,28,-25.0%,31,-22.9%
